Index,Summary
0,
volume95article8_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-epoxide | N/A | bis-homoallylic diol | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-epoxide | N/A | bis-homoallylic diol | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-epoxide | N/A | bis-homoallylic diol | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-epoxide | N/A | bis-homoallylic diol | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-epoxide | N/A | bis-homoallylic diol | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-epoxide | N/A | bis-homoallylic diol | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-epoxide | N/A | bis-homoallylic diol | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-epoxide | N/A | bis-homoallylic diol | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-epoxide | N/A | bis-homoallylic diol | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-epoxide | N/A | bis-homoallylic diol | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-epoxide | N/A | bis-homoallylic diol | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-epoxide | N/A | bis-homoallylic diol | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-epoxide | N/A | bis-homoallylic diol | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-epoxide | N/A | bis-homoallylic diol | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-epoxide | N/A | bis-homoallylic diol | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-epoxide | N/A | bis-homoallylic diol | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-epoxide | N/A | bis-homoallylic diol | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1,3-diols | N/A | N/A | N/A | N/A | N/A |
| bis-epoxide | N/A | bis-homoallylic diol | N/A | N/A | N/A | N/A | N/A |
| bis-homoallylic diol | N/A | monoester | 62% | N/A | N/A | N/A | N/A |
| monoester | N/A | sulfonate ester | N/A | N/A | N/A | N/A | N/A |
| sulfonate ester | N/A | tetraene | N/A | N/A | N/A | N/A | N/A |
| tetraene | N/A | acetonide | N/A | N/A | N/A | N/A | N/A |
| acetonide | N/A | methyl ketone | 64% | N/A | N/A | N/A | N/A |
| methyl ketone | N/A | syn-1"
volume80article6_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| dibenzofuran, tetramethylethylenediamine, sec-butyllithium, carbon dioxide | 10.0 g (59.4 mmol), 27 mL (179 mmol), 137 mL (178 mmol), gaseous | Dibenzofuran-4,6-dicarboxylic acid | 14.5 g | diethyl ether | -78°C, 25°C | 24 hours | 96% |"
volume80article6_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| diacid 2, thionyl chloride | 5.0 g (19.6 mmol), 44 mL (600 mmol) | Dibenzofuran-4,6-dicarbonyl chloride | 5.12 g | chloroform | 68°C | 3 hours | 90% |"
volume80article6_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| diacid chloride 3, (R)-phenylglycinol, triethylamine | 5.00 g (17.07 mmol), 5.18 g (37.74 mmol), 5.26 mL (37.74 mmol) | (R,R)-Dibenzofuran-4,6-dicarboxylic acid bis(2-hydroxy-1-phenylethyl) amide | 5.9-7.5 g | CHCl3 | 0°C | 15 hours | 70-88% |"
volume80article6_4,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 4, diethylaminosulfur trifluoride | 2.40 g (4.85 mmol), 1.49 mL (11.28 mmol) | (R,R)-4,6-Dibenzofurandiyl-2,2'-bis(4-phenyloxazoline), DBFOX/Ph | 2.10 g (4.59 mmol) | dichloromethane | -20°C | 18 hours | 94% |"
volume85article18_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Rh2(OAc)4, 2-bromopropene, ethyl diazoacetate | 47.4 mg (0.214 mmol), 18.5 mL (25.2 g, 0.208 mol), 11.0 mL (10.6 g, 92.5 mmol) | 2-Bromo-2-methyl-cyclopropanecarboxylic acid ethyl ester | 15.3-18.0 g | N/A | Room temperature, 80°C | 2 days, 8 hours | 80-94% |"
volume85article18_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Bromo ester 1, sodium hydride, diethyl ether, ethanol | 17.9 g (0.0864 mol), 6.10 g (0.153 mol), 110 mL, 1.1 mL | 2-Methylene-cyclopropanecarboxylic acid, ethyl ester | 7.28 g | diethyl ether | reflux | 15 hours | 66% |"
volume85article19_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 4-chlorobenzaldehyde, methylhydrazine, 3,4-methylenedioxy-β-nitrostyrene | 5.00 g (35.5 mmol), 1.9 mL (1.66 g, 35.5 mmol), 5.50 g (28.5 mmol) | 5-Benzo[1,3]dioxol-5-yl-3-(4-chlorophenyl)-1-methyl-1H-pyrazole | 6.07 g (19.3 mmol) | MeOH | Room temperature | 72 hours | 68% |"
volume85article19_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 4-chlorobenzaldehyde, benzylhydrazine dihydrochloride, 4-methyl-β-nitrostyrene | 4.86 g (34.5 mmol), 6.75 g (34.5 mmol), 4.51 g (27.7 mmol) | 1-Benzyl-3-(4-chlorophenyl)-5-p-tolyl-1H-pyrazole | 9.12 g (25.3 mmol) | MeOH, water | Room temperature | 3 hours, until complete | 92% |"
volume90article3_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Organometallic reagents, aldehydes | N/A | Secondary alcohols | N/A | N/A | N/A | N/A | High ee |
| (R)- or (S)-camphor, N/A | N/A | (-)-MIB | N/A | N/A | N/A | N/A | N/A |
| Aryl bromides, n-BuLi, ZnCl2 | N/A | Diarylmethanols and benzylic alcohols | N/A | N/A | N/A | N/A | High enantioselectivities and yields |
| Aryl bromides, n-BuLi, ZnCl2, n-BuLi | N/A | Aryl/heteroaryl- and diheteroarylmethanols | N/A | N/A | N/A | N/A | High levels of enantioselectivity |
| Zn(OMe)2, alkyl/aryl Grignard reagents | N/A | Diorganozinc reagents | N/A | N/A | N/A | N/A | High enantioselectivity |
| α,β-unsaturated aldehydes, titanium catalyst | N/A | Epoxy alcohols and allylic epoxy alcohols | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
| α,β-unsaturated aldehydes, vinylzinc reagents | N/A | Vinylcyclopropanes | N/A | N/A | N/A | N/A | High enantioselectivities |
