Index,Summary
volume96article11_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| AuBr3, EtOH, tetrahydrothiophene | 1.0 g (2.3 mmol), 20 mL, 222 mg (2.5 mmol) | Tetrahydrothiophene gold(III) bromide | 0.97 g | EtOH, heptane | 23-25°C, -80°C | 1 min, 3 min | 80% |"
volume96article11_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| acetone, K2CO3, phenol, 2-bromobenzyl bromide | 200 mL, 11.1 g (80.3 mmol), 7.06 g (75 mmol), 12.5 g (50 mmol) | 1-Bromo-2-(phenoxymethyl)benzene | 13.02 g | petroleum ether | 50°C | 18 hours | 99% |"
volume96article11_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1-Bromo-2-(phenoxymethyl)benzene, THF, n-BuLi, TMSCl | 13.0 g (49.4 mmol), 30 mL, 22.9 mL (51.5 mmol), 7.6 mL (60 mmol) | 1-Trimethylsilyl-2-(phenoxymethyl)benzene | 12.1 g | THF | -78°C to 23-26°C | 5 min (stirring), 45 min (warming) | 96% |"
volume96article11_4,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1-trimethylsilyl-2-(phenoxymethyl)benzene, CHCl3, MeOH, thtAuBr3, (±)-camphor-10-sulfonic acid, (diacetoxyiodo)benzene | 8.5 g (33.1 mmol), 660 mL, 6.6 mL, 174 mg (0.33 mmol), 10.0 g (43.0 mmol), 11.7 g (36.3 mmol) | 6H-Benzo[c]chromene | 4.07 g (68%) | CHCl3 | 27°C | ~2 hours | 68% |"
volume96article12_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| N-tert-butylsulfinyl imines, allylic organometallic compounds | N/A | Chiral homoallylic amines | N/A | THF, aqueous solution of sodium bromide | 60°C, room temperature | 4-5 days, 1 hour | N/A |"
volume96article13_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| p,α,α-tribromoacetophenone, sodium hydroxide | 89 g (0.25 mole), 50 g | p-Bromomandelic acid | 40-48 g | water | Below 10°C | 4-5 days | 69-83% |
| 1,1-dibromo-1-alkenes, nitrogen nucleophiles | N/A | Ynamides | N/A | 1,4-dioxane, DMF | 60-70°C, 70-90°C | 24-48 hours | N/A |
| 1,1-dibromo-1-alkenes, sulfoximines | N/A | N-alkynylsulfoximines | Fair to good yields | THF | 80°C | 3 days | N/A |
| 1,1-dibromo-1-alkenes, N-heterocycles | N/A | N-heterocycle-substituted ynamides | N/A | N/A | N/A | N/A | N/A |
| 1,1-dibromo-1-alkenes, yne-ynamides | N/A | Bicyclic and tricyclic pyrroles, substituted inden-1-on-3-carboxamides | N/A | N/A | N/A | N/A | N/A |
| 1,1-dibromo-1-alkenes, Tf2C=CH2 | N/A | Aminocyclobutenes and aminocyclobutenols | N/A | N/A | N/A | N/A | N/A |
| 1,1-dibromo-1-alkenes, R3GeH and Et2Zn | N/A | β-germylenamides | N/A | N/A | N/A | N/A | N/A |"
volume96article14_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Various allenoates, imines | N/A | Various pyrrolines | N/A | N/A | N/A | N/A | N/A |"
volume96article15_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| N-tert-butylsulfinyl imines, amino alcohol, [RuCl2(p-cymene)]2 | N/A | Enantioenriched primary amines | N/A | Methanol | N/A | N/A | >99% ee |
| N-tert-butylsulfinyl imines, 2-amino-1,1-dimethylethanol, [RuCl2(p-cymene)]2 | N/A | Enantioenriched primary amines | N/A | Methanol | N/A | N/A | Excellent enantioselectivities |
| N-tert-butylsulfinyl imines, 2-amino-1,1-dimethylethanol | N/A | Enantioenriched primary amines | N/A | Methanol | N/A | N/A | Excellent enantioselectivities |
| N-tert-butylsulfinyl imines, ω-chloro imines | N/A | N-sulfinyl nitrogen-containing saturated heterocycles | N/A | Basic reaction medium, KHMDS | N/A | N/A | N/A |
| N-tert-butylsulfinyl imines, α, β -unsaturated N-tert-butylsulfinyl imines | N/A | Enantioenriched allylic amines | N/A | N/A | N/A | N/A | High enantioselectivity |"
volume96article16_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (1S,2S)-1,2-Bis(2-hydroxyphenyl)-1,2-diaminoethane, 2-methylbenzaldehyde | 1.0 g (4.1 mmol), 1.23 g (10.2 mmol) | (1R,2R)-N,N'-Bis(2-hydroxyphenylmethylene)-1,2-bis(2-methylphenyl)-1,2-diaminoethane | 2.2 g | DMSO | 20°C | 14 hours | ~98% |"
volume96article16_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (1R,2R)-N,N'-bis(2-hydroxy-phenylmethylene)-1,2-bis(2-methylphenyl)-1,2-diaminoethane | 1.7 g (~3.3 mmol) | (1R,2R)-1,2-bis(2-methylphenyl)-1,2-diaminoethane | 718 mg (73% (2 steps)) | THF | 20°C | 4 hours | 73% |"
volume96article16_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (1R,2R)-1,2-bis(2-methylphenyl)-1,2-diaminoethane, potassium carbonate, ethyl chloroformate | 600 mg (2.5 mmol), 2.0 g (15 mmol), 2.9 g (25 mmol) | (1R,2R)-N,N'-Diethoxycarbonyl-1,2-bis(2-methylphenyl)-1,2-diamino-ethane | 931 mg | THF, distilled water | Room temperature | 16 hours | 96% |"
volume96article16_4,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (1R, 2R)-N,N'-diethoxycarbonyl-1,2-bis(2-methylphenyl)-1,2-diaminoethane, lithium aluminum hydride | 900 mg (2.3 mmol), 460 mg (12 mmol) | (1R,2R)-N,N'-Dimethyl-1,2-bis(2-methylphenyl)-1,2-diaminoethane | 558 mg | THF | reflux | 18 hours | 88% yield, >99% ee |"
volume96article17_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Dibenzo[b,d]thiophene, trifluoroacetic acid, H2O2 | 10.00 g (54.3 mmol), 40.0 mL, 4.67 mL (54.3 mmol) | Dibenzo[b,d]thiophene 5-oxide | 9.03 g | N/A | N/A | 2 hours | 81% |"
volume96article17_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| TMS-acetylene, n-BuLi, TIPSCl | 4.58 mL (33.0 mmol), 13.2 mL (33.0 mmol), 6.55 mL (30.6 mmol) | Triisopropyl((trimethylsilyl)ethynyl)silane | 7.42 g | THF | -70°C to room temperature | 16 hours | 95% |"
volume96article17_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| dibenzo[b,d]thiophene 5-oxide, triflic anhydride, alkyne 2 | 5.0 g (25.0 mmol), 4.20 mL (25.0 mmol), 7.90 mL (25.0 mmol) | 5-(Triisopropylalkynyl) dibenzo[b,d]thiophenium triflate | 7.50 g | DCM | -50°C, -15°C | 45 min, 12 hours | 58% |"
volume96article18_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Tetrahydrofuran, dichloromethane, n-butyllithium, trimethyl borate, hydrochloric acid | 200 mL, 10.0 mL (156 mmol), 50.7 mL (127 mmol), 15.0 mL (133 mmol), 30 mL | (Dichloromethyl)boronic acid | 20.9 g (78% w. purity) | diethyl ether | -100°C | 40 min, 40 min, 1 h | quantitative yield |"
volume96article18_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| crude (dichloromethyl)boronic acid, magnesium sulfate anhydrous, pinacol | 16.3 g (127 mmol), 15.3 g (127 mmol), 15.73 g (133 mmol) | 2-(Dichloromethyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolane | 24.2 g | dichloromethane | room temperature | 16 hours | 89% |"
volume96article18_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2-(dichloromethyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolane, sodium iodide | 22.8 g (108 mmol), 37.3 g (249 mmol) | 2-(Diiodomethyl)-4,4,5,5-tetramethyl-1,3,2-dioxaborolane | 34.1 g (80%) | acetone | reflux | 48 hours | 80% |"
volume96article19_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |"
volume96article20_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (R)-1,1'-bi-2-naphthol, N,N-Diisopropylethylamine, Chloromethyl methyl ether | 12.1 g (42.3 mmol), 26.1 mL (150 mmol), 12.1 mL (159 mmol) | (R)-2,2'-bis(methoxymethoxy)-1,1'-binaphthyl | 13.6 g | dichloromethane | 3-22°C | 19 hours | 86% |"
volume96article20_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (R)-2,2'-bis(methoxymethoxy)-1,1'-binaphthyl, butyllithium, iodine | 10.0 g (26.7 mmol), 18.3 mL (1.60 M, 29.3 mmol), 11.6 g (45.5 mmol) | (R)-3-Iodo-2,2'-bis(methoxymethoxy)-1,1'-binaphthyl | 6.86 g, 2.5 g | THF | 0°C, -72°C, room temperature | 4 hours, 1.5 hours | 51%, 19% |"
volume96article20_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (R)-3-Iodo-2,2'-bis(methoxymethoxy)-1,1'-binaphthyl, 3,5-bis(trifluoromethyl)phenylboronic acid, tetrakis(triphenylphosphine)palladium(0) | 2.00 g (4.00 mmol), 1.24 g (4.81 mmol, 1.2 equiv), 0.231 g (0.200 mmol, 5 mol%) | (R)-3-(3,5-(Bistrifluoromethyl)phenyl)-2,2'-bis(methoxy(methoxy))-1,1'-binaphthyl | 2.03 g | aqueous sodium carbonate, 1,4-dioxane | 100°C | 5 hours | 87% |"
volume96article20_4,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (R)-3-(3,5-bistrifluoromethylphenyl)-2,2'-bis(methoxy(methoxy))-1,1'-binaphthyl | 2.13 g (3.63 mmol) | (R)-3-(3,5-Bistrifluoromethylphenyl)-1,1'-bi-2-naphthol | 0.628 g (35%), 1.07 g (59%) | dichloromethane, ethanol | 60°C | 5 hours | 35%, 59% |"
volume96article21_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Titanium tetraisopropoxide, diethyl ether, titanium tetrachloride, m-bromotoluene, n-butyllithium solution, (R)-3-(3,5-bistrifluoromethylphenyl)-1,1'-bi-2-naphthol, p-chloroacetophenone, aqueous ammonium chloride, (R)-1 | 8.3 mL (28 mmol), 34 mL, 1.0 mL (9.4 mmol), 5.0 mL (40 mmol), 23.4 mL (1.6 M, 37.5 mmol), 0.27 g (0.50 mmol), 3.2 mL (25 mmol), 150 mL, N/A | (R)-1-(4-Chlorophenyl)-1-m-tolylethanol | 5.72 g | diethyl ether | 0°C | 40 hours | 93% |"
volume96article22_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (R)-1-phenyl-2,2,2-trichloroethyl-N-mesyloxycarbamate, Rh2[(S)-4-Br-nttl]4, 2-bromostyrene, aqueous saturated potassium carbonate solution | 2.96 g (8.20 mmol), 181 mg (0.10 mmol), 0.88 mL (6.8 mmol), 1.26 mL (10.2 mmol) | (R)-((R)-1-phenyl-2,2,2-trichloroethyl)2-(2-bromophenyl)aziridine-1-carboxylate | 1.43 g | α,α,α-trifluorotoluene | 23°C | 12 hours | 47% |"
volume96article24_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (R)-(+)-1,1-binaphthyl-2,2-diamine, pyridine, ethyl chloroformate, KOH | 5.29 g (18.6 mmol), 12.0 mL (148.8 mmol), 3.91 mL (40.92 mmol), 100 mL | (1R)-[1,1'-Binaphthalene]-2,2'-diylbiscarbamic acid diethyl ester | 7.79 g | dichloromethane | 4°C, 22°C | 1 hour (at 4°C), 30 minutes (at 22°C) | 98% |"
volume96article24_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (R)-diethyl [1,1'-binaphthalene]-2,2'-diyldicarbamate, lithium aluminum hydride | 5.2 g (12.14 mmol), 5.06 g (133.5 mmol) | (R)-N,N-Dimethyl-1,1-binaphthyldiamine | 3.71 g | THF | reflux | 15 hours | 98% |"
volume96article25_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Phosphorus trichloride, hexanes, diisopropylamine | 2.0 mL, 50 mL, 6.0 mL | Dichloro(diisopropylamino)phosphine | 2.75 g | hexanes | +2°C, 23°C | 1 hour | 59% |"
