Index,Reactants,Reactant amounts,Products,Product amounts,Solvents,Reaction temperature,Reaction time,Yield
volume81article5_2_1,"borane-dimethylsulfide complex, cyclohexene, 1-iodo-1-heptyne","8.52 g (112 mmol), 18.4 g (224 mmol), 22.7 g (102 mmol)",(Z)-1-Iodo-1-heptene,15.7 g (69%),ether,"5°C, room temperature","15 min, 1 hr, 30 min, 2 hr",69%
volume81article5_3_1,"(Z)-1-iodo-1-heptene, n-BuLi, hexamethylcyclotrisiloxane","13.0 g (58 mmol), 35.6 mL (1.63M, 58 mmol), 4.30 g (19.3 mmol)","(Z)-1-(1-heptenyl)-1,1-dimethylsilanol",7.34 g (73%),ether,-72°C to room temperature,14 hours,73%
volume81article5_4_1,"(Z)-1-(1-heptenyl)-1,1-dimethylsilanol, tetrabutylammonium fluoride, Pd(dba)2, 4-iodoanisole","4.14 g (24 mmol), 40 mL (1.0M, 40 mmol), 0.575 g (1.0 mmol), 20 mL (1.0M, 20 mmol)",(Z)-1-(1-heptenyl)-4-methoxybenzene,3.29 g (80%),THF,Room temperature,30 min,80%
volume81article6_1_1,"1,1,3,3-tetramethyldisiloxane, t-Bu3P-Pt(0) complex, 1-heptyne, tetrabutylammonium fluoride, Pd(dba)2, 4-iodoanisole","2.79 mL (2.12 g, 15.6 mmol), 200 µL, 3.43 mL (2.51 g, 26.0 mmol), 40 mL (1.0M, 40 mmol), 0.575 g (1.0 mmol), 20 mL (1.0M, 20 mmol)",(E)-1-(1-heptenyl)-4-methoxybenzene,3.38-3.42 g,"tetrahydrofuran, diethyl ether","Room temperature, 30-33°C","60 min, 10 min, 30 min, 5 min",83-84%
volume81article7_1_1,"bis(tri-tert-butylphosphine)palladium, toluene, chlorobenzene, N-methyldicyclohexylamine, butyl methacrylate","0.482 g (0.943 mmol), 32 mL, 3.20 mL, 7.50 mL, 5.50 mL",(E)-2-Methyl-3-phenylacrylic acid butyl ester,6.49-6.72 g,diethyl ether,100°C,22 hours,95-96%
volume81article7_2_1,"bis(tri-tert-butylphosphine)palladium, tris(dibenzylideneacetone)dipalladium(0), 4-chlorobenzonitrile, N-Methyldicyclohexylamine, styrene","0.238 g (0.466 mmol), 0.213 g (0.233 mmol), 4.25 g (30.9 mmol), 7.5 mL (35.0 mmol), 3.8 mL (33.2 mmol)",(E)-4-(2-Phenylethenyl)benzonitrile,5.30-5.34 g,toluene,room temperature,72 hours,83-84%
volume81article8_1_1,"N-(tert-butoxycarbonyl)-L-serine methyl ester, 4-dimethylaminopyridine, Me3NHCl, p-toluenesulfonyl chloride, triethylamine","26.1 g (119 mmol), 0.700 g (6.0 mmol), 1.1 g (12 mmol), 22.7 g (119 mmol), 17 mL (119 mmol)",N-(tert-Butoxycarbonyl)-O-(p-toluenesulfonyl)-L-serine methyl ester,28.3-30.8 g,CH2Cl2,0°C,2 hours,64-69%
volume81article8_2_1,"N-(tert-butoxycarbonyl)-O-(p-toluenesulfonyl)-L-serine methyl ester, NaI","27.8 g (74.0 mmol), 13.4 g (89.0 mmol)",N-(tert-Butoxycarbonyl)-β-iodoalanine methyl ester,19.4-20.0 g,acetone,Room temperature,3 days + 1 additional day,80-82%
volume81article8_3_1,"zinc dust, I2, dimethylformamide, iodide 3, methyl 4-iodobenzoate, tris(dibenzylideneacetone)dipalladium(0), tri-o-tolylphosphine","2.7 g (42 mmol), 0.039 g (0.15 mmol), 1 mL, 10.8 g (33 mmol), 7.9 g (30 mmol), 0.137 g (0.15 mmol), 0.183 g (0.6 mmol)",N-(tert-Butoxycarbonyl)-β-[4-(methoxycarbonyl)phenyl]alanine methyl ester,3.5-3.9 g,DMF,"0°C, 60°C","30 min, 5 hours",35-39%
volume81article9_1_1,"triisopropyl borate, 3-bromopyridine, n-butyllithium solution","55.4 mL, 19.3 mL, 96 mL",3-Pyridylboronic acid,18.9 g,"toluene, THF","-40°C, room temperature","1 hour, 30 minutes",N/A
volume81article9_2_1,"tris(3-pyridyl)boroxin·0.85 H2O, pinacol","3.0 g (9.1 mmol), 4.07 g (34.4 mmol)","3-(4,4,5,5-Tetramethyl-[1,3,2]dioxaborolan-2-yl)pyridine",4.59 g,toluene,reflux,2.5 hours,82%
volume81article9_3_1,"tris(3-pyridyl)boroxin·0.85 H2O, 3-bromoquinoline, Na2CO3, 1,4-dioxane, Palladium(II) acetate, triphenylphosphine","3.80 g (11.5 mmol), 6.24 g (30.0 mmol), 30 mL, 30 mL, 0.336 g (1.5 mmol), 1.57 g (6.0 mmol)",3-pyridin-3-ylquinoline,5.36-5.40 g,"1,4-dioxane, ethyl acetate, water, HCl solution, NaOH, isopropyl acetate, heptane",95°C,2.5 hours,87%
volume81article10_1_1,"Isoquinoline, concentrated sulfuric acid, N-bromosuccinimide","40 mL (44.0 g, 330 mmol), 340 mL, 64.6 g (363 mmol)",5-Bromoisoquinoline,34-36 g,diethyl ether,-25°C to -18°C,"2 hours at -22 ± 1°C, 3 hours at -18 ± 1°C",47-49%
volume81article10_2_1,"Isoquinoline, concentrated sulfuric acid, N-bromosuccinimide, potassium nitrate","40 mL (44.0 g, 330 mmol), 340 mL, 76.4 g (429 mmol), 35.0 g (346 mmol)",5-Bromo-8-nitroisoquinoline,40-44 g,"heptane, toluene",-25°C to -10°C,"2 hours at -22°C ± 1°C, 3 hours at -18°C ± 1°C, 1 hour at -10°C",47-51%
volume81article11_1_1,"Benzamidine hydrochloride monohydrate, potassium bicarbonate, 4-methoxyphenacyl bromide","50 g (0.29 mol), 54.4 g (0.57 mol), 65.3 g (0.29 mol)",4-(4-Methoxyphenyl)-2-phenyl-1H-imidazole,68.6 g (96%),"tetrahydrofuran, water",reflux,18-20 hours,96%
volume81article12_1_1,"N-phenylcarbamic acid methyl ester, butyllithium, R-(-)-glycidyl butyrate","24.81 g (164.1 mmol), 103 mL (1.6M in hexanes, 164.8 mmol), 23.4 mL (164.8 mmol)",N-Phenyl-(5R)-hydroxymethyl-2-oxazolidinone,29.87 g (95%),tetrahydrofuran,"-78°C, room temperature",22 hours,95%
volume81article13_1_1,"5-hexen-1-ol, triethylamine, methanesulfonyl chloride","10.0 g (0.100 mol), 15.2 g (0.151 mol), 9.3 mL (0.12 mol)",6-Iodo-1-hexene,17.44-17.97 g,"dichloromethane, acetone, pentane","-5 to -10°C, gentle reflux, room temperature","1 hour, 4 hours, N/A",83-86%
volume81article13_2_1,"6-iodo-1-hexene, tert-butyllithium, benzonitrile","10.0 g (47.6 mmol), 52 mL of 1.90M solution (98.8 mmol), 4.85 g (47.0 mmol)",2-Cyclopentylacetophenone,6.64-6.78 g,"pentane, diethyl ether","-72°C, 0°C","3.5 hours, 1 hour, 2 hours",75-77%
volume81article14_1_1,"2,2,6,6-tetramethylpiperidine, n-butyllithium, triisopropyl borate, ethyl benzoate, glacial acetic acid, neopentyl glycol","51.2 g (367 mmol), 243 mL (362 mmol), 112 mL (483 mmol), 35.7 g (238 mmol), 20.7 mL (362 mmol), 37.1 g (356 mmol)","2-(5,5-dimethyl-[1,3,2]dioxaborinan-2-yl)benzoic acid ethyl ester",58.12 g (95%),tetrahydrofuran,"-30 to -35°C, -73°C, -10°C, room temperature","30 min, 3.5 hours, 2 hours, overnight",95%
volume81article15_1_1,"L-mannonic acid γ-lactone, lithium borohydride, 4N HCl in dioxane, acetone, 2,2-dimethoxypropane","20 g (0.11 mol), 4.12 g (0.193 mol), 82.5 mL (0.33 mol), 78 mL (0.66 mol), 13 mL (0.11 mol)","1,2:3,4:5,6-Tri-O-isopropylidene-L-mannitol",29.0-30.0 g,"methanol, acetone, 4N HCl in dioxane, saturated sodium bicarbonate solution, absolute ethanol","ice bath, ambient temperature, -78°C","16 hours, 6 hours, 10-12 hours",86-87%
volume81article15_2_1,"1,2:3,4:5,6-tri-O-isopropylidene-L-mannitol",20 g (0.066 mol),"3,4-O-Isopropylidene-L-mannitol","9.8 g (67%), 1.1 g (7%)","60% acetic acid, dichloromethane, diethyl ether","45°C, 40°C","ca. 1.5 hr, ca. 60 min",74%
volume81article15_3_1,"3,4-O-isopropylidene-L-mannitol, triphenylphosphine, diethyl azodicarboxylate","14.5 g (0.065 mol), 42.9 g (0.163 mol), 25.9 mL (0.163 mol)","1,2:5,6-Dianhydro-3,4-O-isopropylidene-L-mannitol",9.4 g,toluene,reflux,1-2 hours,78%
volume81article16_1_1,"(R)-4-phenyl-2-oxazolidinone, sodium hydride, propargyl bromide","9.90 g (61 mmol), 2.90 g (73 mmol), 8.00 mL (72 mmol)",(R)-4-Phenyl-3-(2-propynyl)oxazolidin-2-one,5.71-6.09 g,tetrahydrofuran,room temperature,24 hours,47-50%
volume81article16_2_1,"propargyl amide 2, potassium tert-butoxide","6.67 g (33 mmol), 1.26 g (11 mmol)","(R)-4-Phenyl-3-(1,2-propadienyl)-2-oxazolidinone",1.41-1.59 g,THF,Room temperature,24 hours,38-41%
volume81article17_1_1,"(S)-ethyl lactate, dimethylformamide, imidazole, tert-butyldimethylsilyl chloride","118 g (1.0 mol), 500 mL, 102 g (1.5 mol), 150 g (1.0 mol)",(S)-Ethyl 2-(t-Butyldimethylsilyloxy)propanoate,222 g (96%),DMF,Ice bath,18 hours,103%
volume81article17_2_1,"(s)-ethyl 2-(t-butyldimethylsilyloxy)propanoate, DIBAL-H","69.9 g (300 mmol), 310 mL (310 mmol)",(S)-2-(t-Butyldimethylsilyloxy)propanal,50.3-50.9 g,hexanes,-78°C,1 hour,91-92%
volume81article17_3_1,"aldehyde 2, dichloromethane, tetrahydrofuran, diisopropylamine, BuLi solution, p-toluenesulfonyl chloride","44.3 g (235 mmol), 45.0 mL (705 mmol), 500 mL, 49.3 mL (376 mmol), 141 mL (352 mmol), 44.8 g (235 mmol)","1,1-Dichloro-(3S)-(t-butyldimethylsilyloxy)-2-butyl p-toluenesulfonate",80-85 g,THF,"-78°C, 0°C","30 min, 1 hr, 10 min, 1.5 hr",N/A
volume81article17_4_1,"tosylate 3, BuLi solution, paraformaldehyde","76 g, 219 mL, 10.6 g",(S)-4-(t-Butyldimethylsilyloxy)-2-pentynol,21-24 g,THF,-78°C to 0°C,4 hours,44-53%
volume81article18_1_1,"salicyl alcohol, cyclopentadiene, sodium metaperiodate","20.0 g (161 mmol), 20 mL (15.6 g, 236 mmol), 60 g (280 mmol)","9-Spiroepoxy-endo-tricyclo[5.2.2.0]undeca-4,10-dien-8-one",18.57-19.5 g,"acetonitrile, water","0°C, room temperature","2 hours, overnight",61-64%
volume81article19_1_1,"(cyclooctadienyl)ruthenium dichloride polymer, (R)-BINAP","0.426 g (1.5 mmol), 1.00 g (1.60 mmol)",Catalyst,0.850 g,"toluene, triethylamine",140°C,4 hours,67%
volume81article19_2_1,"N-Boc hydroxyproline methyl ester, lithium hexamethyldisilylamide, tert-butyl acetate","187 g (0.763 mol), 3.3 L (3.82 mol), 514 mL (3.82 mol)","(2S,4R)-2-tert-Butoxycarbonylacetyl-4-hydroxypyrrolidine-1-carboxylic acid, tert-butyl ester",227 g,THF,"-40°C, 0°C",30 min,90%
volume81article19_3_1,"β-ketoester 3, methanol, (R)-BINAP catalyst, 8.7N HCl in methanol","10.0 g (30 mmol), 15 mL, 0.064 g (0.035 mmol), 26 µL (0.23 mmol)","2(S)-(β-tert-Butoxycarbonyl-α-(S)-hydroxyethyl)-4-(R)-hydroxy-pyrrolidine-1-carboxylic acid, tert-butyl ester",8.5 g,"methanol, toluene, hexane, isopropyl acetate",35°C,11 hours,85%
volume81article19_4_1,"(S)-BINAP catalyst, hydrogen",N/A,"2(S)-(β-tert-Butoxycarbonyl-α-(R)-hydroxyethyl)-4-(R)-hydroxy-pyrrolidine-1-carboxylic acid, tert-butyl ester",7.0 g,"methanol, DI water",15°C,64 hours,70%
volume81article20_1_1,"ethyl 4-nitrobenzoate, ammonium chloride, indium powder","10 g (51 mmol), 27.4 g (510 mmol), 23.5 g (205 mmol)",ethyl 4-aminobenzoate,7.63 g,"ethanol, water",reflux,2.5 hours,90%
volume81article21_1_1,"4-methoxyphenethyl alcohol, TEMPO, sodium chlorite, dilute sodium hypochlorite","6.09 g (40 mmol), 0.436 g (2.8 mmol), 9.14 g (80.0 mmol), 1.06 mL",4-methoxyphenylacetic acid,6.16-6.22 g,"acetonitrile, sodium phosphate buffer, water, sodium sulfite solution, methyl t-butyl ether, 2.0N NaOH, 2.0N HCl",35°C,6-10 hours,93-94%
volume81article22_1_1,"Methyltrioxorhenium (MTO), Urea hydrogen peroxide (UHP), dibenzylamine, sodium thiosulfate pentahydrate","0.013 g (0.05 mmol), 14.3 g (152 mmol), 9.7 mL (50.7 mmol), 12.6 g (50.7 mmol)",N-Benzylidene-benzylamine N-oxide,9.6 g,"methanol, dichloromethane, diisopropyl ether",Room temperature,2.5 hours,89%
volume81article23_1_1,"4-piperidone monohydrate hydrochloride, ammonium carbonate, methanol, deionized water, potassium cyanide","30.0 g (195 mmol), 41.3 g (420 mmol), 250 mL, 150 mL, 26.7 g (410 mmol)",Piperidine-4-spiro-5'-hydantoin,25.7-26.2 g,"methanol, deionized water",room temperature,48 hours,77-79%
volume81article23_2_1,"hydantoin 1, triethylamine, di-tert-butyl dicarbonate, 4-dimethylaminopyridine","26.0 g (154 mmol), 15.7 g (154 mmol), 168.0 g (770 mmol), 0.2 g (1.5 mmol)","1-tert-Butyloxycarbonylpiperidine-4-spiro-5'-(1',3'-bis(tert-butyloxy-carbonyl)) hydantoin",60.0-65.3 g,"1,2-dimethoxyethane",N/A,72 hours,83-90%
volume81article23_3_1,"hydantoin 2, potassium hydroxide solution","40.0 g (0.8 mol), 340 mL",4-Amino-1-tert-butyloxycarbonylpiperidine-4-carboxylic acid,13.4-14.1 g,THF,N/A,4 hours,64-68%
volume81article23_4_1,"amino acid 3, diisopropylethylamine, chlorotrimethylsilane, 9-fluorenylmethyl chloroformate","17.0 g (69.6 mmol), 22.5 g (30.3 mL, 174 mmol), 15.1 g (17.6 mL, 140 mmol), 16.7 g (64.6 mmol)",1-tert-Butyloxycarbonyl-4-(9-fluorenylmethyloxycarbonylamino)piperidine-4-carboxylic acid,22.0-24.4 g,dichloromethane,reflux,3 hours,73-76%
volume81article24_1_1,"3,4,6-tri-O-benzyl-D-glucal, toluene, dimethyldioxirane, dibutyl phosphate, DMAP, pivaloyl chloride","5.00 g (12.0 mmol), 7 mL, 200 mL of a 0.08M solution, 2.85 mL (14.4 mmol), 5.86 g (48.0 mmol), 2.96 mL (24.0 mmol)","Dibutyl 3,4,6-tri-O-benzyl-2-O-pivaloyl-D-glucopyranosyl phosphate",5.86 g (67%),"dichloromethane, CH2Cl2, hexanes","0°C, -78°C, room temperature","10 min, 16 hr",67%
volume81article24_2_1,"dibutyl 3,4,6-tri-O-benzyl-2-O-pivaloyl-D-glucopyranosyl phosphate, 1,2:3,4-di-O-isopropylidene-α-D-galactopyranose, trimethylsilyl triflate","5.89 g (8.11 mmol), 1.92 g (7.37 mmol), 1.47 mL (8.11 mmol)","3,4,6-tri-O-benzyl-2-O-pivaloyl-D-glucopyranosyl-(1→6)-1,2:3,4-di-O-isopropylidene-α-D-galactopyranoside",5.09 g,"toluene, CH2Cl2",-60°C to room temperature,30 minutes,85%
volume81article25_1_1,"2-[ethyl[4-[(1E)-(4-nitrophenyl)azo]phenyl]amino]ethanol, N-[(9H-fluoren-9-ylmethoxy)carbonyl]-L-aspartic acid, polystyrylsulfonyl chloride resin","0.839 g (2.67 mmol), 0.985 g (2.39 mmol), 3.26 g (4.73 mmol)","N-[(9-fluorenylmethoxy)carbonyl]-L-aspartic acid; α tert-butyl ester, β-(2-ethyl[(1E)-(4-nitrophenyl)azo]phenyl]amino]ethyl ester",1.63-1.66 g,methylene chloride,N/A,2 hours,96-98%
volume81article26_1_1,"3-heptanol, triethylamine, benzenesulfenyl chloride","10.0 g (86.1 mmol), 30 mL (22 g, 215 mmol), 10.93 mL (13.7 g, 94.73 mmol)",3-Heptyl benzenesulfenate,17.2 g,methylene chloride,-72°C to room temperature,45 min,89%
volume81article26_2_1,"3-heptyl benzenesulfenate, hexabutylditin","12.3 g (54.8 mmol), 1.6 g (2.8 mmol)",2-Phenylthio-5-heptanol,6.5 g,benzene,N/A,1 hour,53%
volume81article27_1_1,"sodium hydroxide, hydrazine, trimethylacetyl chloride","12.87 g, 36.83 g, 38.6 mL",Pivaloyl hydrazide,18.6-20.4 g,"water, toluene",-5 to 0°C,40-60 min,50-55%
volume81article28_1_1,"4-phenylbutyric acid, boric acid, benzylamine","4.92 g (30 mmol), 0.020 g (0.30 mmol), 3.32 g (31 mmol)",N-Benzyl-4-phenylbutyramide,6.90 g,toluene,reflux,16 hours,91%
volume82article1_1_1,"p-benzoquinone, absolute ethanol, cyclopentadiene","10.8 g (100 mmol), 100 mL, 13.2 g (200 mmol)","1,4:5,8-Dimethano-1,4,4a,5,8,8a,9a,10a-octahydroanthracene-9,10-dione",20.9-21.6 g,ethanol,"Room temperature, ice-salt bath","10 min, 20 min, 30 min",87-90%
volume82article1_2_1,"diketone 1, ethanol, ethyl acetate, Pd-C","19.2 g (80 mmol), 50 mL, 250 mL, 200 mg","1,4:5,8-Dimethanododecahydroanthracene-9,10-dione",18.8 g,"ethanol, ethyl acetate",N/A,3 hours,96%
volume82article1_3_1,"diketone 2, Br2","18.3 g (75 mmol), 12.0 g (75 mmol)","1,4:5,8-Dimethano-1,2,3,4,5,6,7,8-octahydroanthracene-9,10-diol",17.4 g,chloroform,Room temperature,1 hour,96%
volume82article1_4_1,"hydroquinone, KOH, sodium hydrosulfite, dimethyl sulfate","16.9 g (70 mmol), 8.7 g (155 mmol), 2 g, 19.6 g (155 mmol)","1,4:5,8-Dimethano-1,2,3,4,5,6,7,8-octahydro-9,10-dimethoxy-anthracene",15.3 g (81%),absolute ethanol,reflux,"3 hours, 1 hour",81%
volume82article1_5_1,"hydroquinone ether 4, SbCl5","2.7 g (10 mmol), 15 mL (15 mmol)",4+SbCl6−,5.6 g,dichloromethane,"-75°C, 0°C","3-5 min, 5-10 min",93%
volume82article2_1_1,"rac-benzoin, triethylamine, formic acid, RuCl[1S,2S)-N-p-toluenesulfonyl-1,2-diphenylethanediamine]-(η6-p-cymene), dry DMF","170 g (0.801 mol), 290 mL (2.08 mol), 97.0 mL (2.57 mol), 0.204 g (0.321 mmol), 80 mL","(R,R)-hydrobenzoin",148.8 g,methanol,40°C,48 hours,87%
volume82article2_2_1,"Benzil, formic acid, triethylamine, RuCl[(1S,2S)-N-p-toluenesulfonyl-1,2-diphenylethanediamine](η6-p-cymene)","11.0 g (52.3 mmol), 8.70 mL, 19.0 mL, 33.3 mg","(R,R)-hydrobenzoin",9.3 g,N/A,40°C,24 hours,82%
volume82article3_1_1,"aminoacetaldehyde diethyl acetal, propyl formate","28.34 g (213 mmol), 22.48 g (255 mmol)","N-(2,2-Diethoxy)ethyl Formamide",29.3-29.5 g,N/A,reflux,3 hours,86%
volume82article3_2_1,"N-(2,2-diethoxy)ethyl Formamide, tetrachloromethane, triphenyl phosphine, triethylamine","24.20 g (150 mmol), 24.61 g (160 mmol), 44.59 g (170 mmol), 17.20 g (150 mmol)","2,2-Diethoxy-1-isocyanoethane",13.5-13.8 g,"dichloromethane, ethyl ether, pentanes",reflux,3.5 hours,63-64%
volume82article4_1_1,"tert-butyldichlorophosphine, methylmagnesium bromide, borane-THF complex","12.18 g (77 mmol), 57 mL (171 mmol), 93 mL (93 mmol)",tert-Butyl(dimethyl)phosphine–Borane,6.1 g,THF,"-10°C, room temperature",18 hours,61%
volume82article4_2_1,"(−)-sparteine, sec-Butyllithium, tert-butyl(dimethyl)phosphine–borane adduct, Copper(II) chloride","8.18 g (35 mmol), 26.8 mL (35 mmol), 4.21 g (31.9 mmol), 5.6 g (41 mmol)","(S,S)-1,2-Bis(boranato(tert-butyl)methylphosphino)ethane",2.0 g,diethyl ether,-78°C to room temperature,"1 hour at -78°C, 4 hours at -50°C, overnight at room temperature",48%
volume82article4_3_1,"(S,S)-1,2-bis(boranato(tert-butyl)methylphosphino)ethane, toluene, trifluoromethanesulfonic acid, potassium hydroxide","1.14 g (4.4 mmol), 35 mL, 1.92 mL, 2.44 g","(S,S)-1,2-Bis-((tert-butyl)methylphosphino)ethane",980 mg,toluene,"0°C, ambient temperature, 50°C","15 min, 45 min, 2 hours",95%
volume82article4_4_1,"[Rh(nbd)2]BF4, (S,S)-1,2-bis-((tert-butyl)methylphosphino)ethane","1.17 g (3.1 mmol), 0.77 g (3.3 mmol)","[Rh((S,S)-t-Bu-BisP*)))(nbd)]BF4",687 mg,THF,Ambient temperature,2 hours,43%
volume82article5_1_1,"bromine, hexaphenylbenzene","70 mL, 26.7 g (50 mmol)",hexakis(4-bromophenyl)benzene,47.8 g (96% yield),ethanol,"Ambient temperature, -78°C","1 hour, 20 min, 2 hours",96%
volume82article6_1_1,"2-adamantyl-4-methylphenol, toluene, 2,6-lutidine, stannic chloride, paraformaldehyde, (1R,2S)-1-amino-2-indanol","12.1 g (50.0 mmol), 110 mL, 4.28 g (4.67 mL, 40.00 mmol), 2.60 g (1.17 mL, 10.00 mmol), 6.00 g, 7.83 g (52.50 mmol)","(1R,2S)-1-[3-Adamantyl)-2-hydroxy-5-methylbenzyliden-amino]indan-2-ol",15.1 g,toluene,90-95°C,"6 hours, 45 minutes, 3-5 hours",75.2%
volume82article6_2_1,"chromium(III) chloride-tetrahydrofuran complex, (1R,2S)-1-[3-adamantyl)-2-hydroxy-5-methylbenzyliden-amino]indan-2-ol, 2,6-lutidine","2.80 g (7.48 mmol), 3.00 g (7.48 mmol), 1.74 mL (14.96 mmol)",Chromium(III) Cl Complex 1a,2.3-2.9 g,"dichloromethane, water",N/A,3 hours,80-85%
volume82article6_3_1,"1-Methoxybutadiene, (tert-butyldimethylsilyloxy)acetaldehyde, (1R, 2S) chromium(III) chloride complex 1a","2.40 g (2.89 mL, 28.7 mmol), 5.00 g (5.46 mL, 25.8 mmol), 200 mg (0.19 mmol)","(2S,6R)-6-(tert-Butyldimethylsilyloxymethyl)-2-methoxy-2,5-dihydro-pyran",6.0 g,N/A,"0°C, room temperature","1 hour, 16 hours",90%
volume82article7_1_1,"racemic 4-trimethylsilyl-3-butyn-2-ol, Amano Lipase AK, vinyl acetate, pentane","10.0 g (69.9 mmol), 2.00 g, 50 mL, 250 mL","(R)-4-trimethylsilyl-3-butyn-2-yl acetate, (S)-4-trimethylsilyl-3-butyn-2-yl succinate","6.10-6.11 g, 8.47-8.48 g",THF,Room temperature,72 hours,"94%, 99%"
volume82article7_2_1,"acetate 2, DIBAL-H","6.11 g (33.2 mmol), 50 mL",(R)-4-trimethylsilyl-3-butyn-2-ol,4.27-4.25 g,hexanes,-78°C,10 min,87%
volume82article7_3_1,"succinate 3, DIBAL-H","8.48 g (34.8 mmol), 77 mL",(S)-4-Trimethylsilyl-3-butyn-2-ol,4.26-4.28 g,CH2Cl2,-78°C,10 min,86%
volume82article7_4_1,"(R)-4-trimethylsilyl-3-butyn-2-ol, Et3N, methanesulfonyl chloride","4.28 g (30.1 mmol), 8.50 mL (61.0 mmol), 5.23 g (46.0 mmol)",(R)-4-trimethylsilyl-3-butyn-2-yl mesylate,6.07-6.09 g,CH2Cl2,-78°C,1 hour,91%
volume82article7_5_1,"(R)-4-trimethylsilyl-3-butyn-2-yI mesylate, methanol, anhydrous K2CO3","6.09 g (27.6 mmol), 20 mL, 5.76 g (42.0 mmol)",(R)-3-butyn-2-yl mesylate,3.48 g,methanol,N/A,15 min,85%
volume82article7_6_1,"diisopropylamine, THF, n-BuLi, tributyltin hydride, CuBr·SMe2, (R)-3-butyn-2-yl mesylate","4.0 mL, 100 mL, 11.2 mL, 8.15 g, 5.76 g, N/A","(P)-(+)-3-(tributylstannyl)-1,2-butadiene",5.77-5.79 g,THF,-78°C,"30 min, 30 min, 15 min",88%
volume82article8_1_1,"[Ir(cod)Cl]2, sodium carbonate, toluene, p-methoxyphenol, vinyl acetate","0.34 g (0.01 eq., 0.5 mmol), 3.18 g (30 mmol, 0.6 eq.), 50 mL, 6.21 g (50 mmol), 8.61 g (100 mmol)",1-methoxy-4-vinyloxybenzene,6.85 g,toluene,100°C,2 hours,91%
volume82article9_1_1,"tert-butyl isocyanide, acetyl chloride, 1,3-dimethylurea","12.4 mL, 8.6 mL, 24.2 g","1-(tert-butylimino-methyl)-1,3-dimethyl-urea hydrochloride",19-20 g,tetrahydrofuran,Room temperature,14 hours,85-90%
