Index,Summary
0,
volume86article1_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
| 3'-bromo-acetophenone, 2-chloro-5-(trifluoromethyl)pyridine | 30.0 g (20 mL, 151 mmol), 24.9 g (137 mmol) | 1-(3-Bromophenyl)-2-[5-(trifluoromethyl)-2-pyridinyl]ethanone | 37.5 g | hexanes, THF | 60°C | 24 hours | 79% |"
volume86article3_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| ketone (1), methanol, aqueous sodium hydroxide, hydroxylamine hydrochloride | 15.0 g (43.7 mmol), 120 mL, 75 mL, 15.2 g | (1Z)-1-(3-bromophenyl)-2-[5-(trifluoromethyl)-2-pyridinyl]-ethanone oxime | 11.4 g | methanol | 70°C | 90 minutes | 72% |"
volume86article3_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| oxime (2), triethylamine, trifluoroacetic anhydride | 12.0 g (33.4 mmol), 18.6 mL (133 mmol), 5.7 mL (41 mmol) | 2-[3-(3-Bromophenyl)-2H-azirin-2-yl]-5-(trifluoromethyl)pyridine | 8.61 g (76%) | dichloromethane | 0°C, room temperature | 30 min, 60 min | 76% |"
volume86article3_4,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| azirine (3) | 2.20 g (6.45 mmol) | 2-(3-Bromophenyl)-6-(trifluoromethyl)pyrazolo[1,5-a]pyridine | 6.08 g | 1,2-dichloroethane | 175°C | 1 hour | 92% |"
volume86article4_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 4,4-dimethyl-3-oxopentanenitrile, Ru(PPh3)3(CO)H2, Xantphos, piperidinium acetate, benzyl alcohol | 5.82 g (46.5 mmol), 0.21 g (0.23 mmol), 0.13 g (0.23 mmol), 0.34 g (2.3 mmol), 4.82 ml (5.03 g, 46.5 mmol) | 4,4-Dimethyl-3-oxo-2-benzylpentanenitrile | 8.37 g | toluene | reflux | 4 hours | 84% |"
volume86article5_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2-nitrobenzaldehyde, tetrabromomethane, triisopropyl phosphite | 4.03 g (26.4 mmol), 13.13 g (39.5 mmol), 15.9 mL (58 mmol) | 1-(2,2-dibromoethenyl)-2-nitrobenzene | 5.95-6.11 g | dichloromethane | 2-3°C | N/A | 73-75% |"
volume86article5_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1-(2,2-dibromovinyl)-2-nitrobenzene, methanol, vanadium-doped platinum on activated carbon | 5.80 g (18.9 mmol), 100 mL, 580 mg (0.015 mmol) | 2-(2,2-Dibromo-vinyl)-phenylamine | 5.22 g | methanol | Room temperature | 3 hours | 99.8% |"
volume86article6_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| tris(dibenzylideneacetone)-dipalladium(0)-chloroform adduct, (S)-(-)-5,5'-dichloro-6,6'-dimethoxy-2,2'-bis(diphenylphosphino)-1,1'-biphenyl, lithium chloride, allyl methyl carbonate | 0.388 g (0.375 mmol), 0.977 g (1.50 mmol), 7.63 g (180 mmol), 8.52 mL (8.71 g, 75.0 mmol) | (S)-(-)-2-allylcyclohexanone | 8.08 g | tetrahydrofuran (THF) | -78°C | 40 hours | 78% |"
volume86article7_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| rhodium (II) acetate dimer, triphenylacetic acid, chlorobenzene | 1.26 g (2.85 mmol), 6.55 g (22.7 mmol), 120 mL | Rhodium II tetrakis(triphenylacetate) dimer | 3.01 g | dichloromethane, methanol | 155°C, 25°C, -19°C | 7 hours, 72 hours | 78% |"
volume86article7_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1,1'-carbonyldiimidazole, acetonitrile, cyclohexanemethanol, hydroxylamine hydrochloride, imidazole | 17.0 g (105 mmol), 200 mL, 12.3 mL (100 mmol), 20.9 g (300 mmol), 13.6 g (200 mmol) | Cyclohexylmethyl N-hydroxycarbamate | 167 mg | acetonitrile | Ice bath, ambient temperature | 3.5 hours | 84% |"
volume86article7_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Oily residue from procedure B, p-toluenesulfonyl chloride, triethylamine | 15.9 g, 20.2 g (106 mmol), 13.4 mL (96.4 mmol) | Cyclohexylmethyl N-tosyloxycarbamate | 23.75 g (73% yield from 3) | diethyl ether, distilled water, dichloromethane, hexane | Ice bath, 40°C, 0.5 mmHg | 1.5 hours, 24 hours, 12 hours | 73% |"
volume86article7_4,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| cyclohexylmethyl N-tosyloxycarbamate, potassium carbonate, tetrakis(triphenylacetate) rhodium dimer | 16.4 g (50.0 mmol), 7.60 g (55 mmol), 0.678 g (0.5 mmol) | 4-Spirocyclohexyloxazolidinone | 6.1 g | dichloromethane, distilled water, ethyl acetate | Room temperature | 3 hours | 79% |"
volume86article8_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (S)-valinol, ethanol, carbon disulfide, KOH | 10.32 g (0.10 mol), 30 mL, 18 mL (0.26 mol), 15.2 g (0.27 mol) | (S)-4-Isopropyl-1,3-thiazolidine-2-thione | 14.92-15.05 g | ethanol, carbon disulfide | reflux | 72 hours | 92-93% |"
volume86article8_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (S)-4-isopropyl-1,3-thiazolidine-2-thione | 8.08 g (50.0 mmol) | (S)-4-isopropyl-N-propanoyl-1,3-thiazolidine-2-thione | 8.38-8.63 g | THF | -83°C to room temperature | 1.5 hours | 77-79% |"
volume86article9_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (E)-2-methyl-3-phenylpropenal, trimethyl orthoformate, dry methanol | 6.0 mL (43 mmol), 5.8 mL (53 mmol), 1.0 mL (25 mmol) | [(E)-3,3-dimethoxy-2-methyl-1-propenyl]benzene | 6.48 g | methanol | Room temperature | 36 hours | 78% |"
volume86article9_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (S)-4-isopropyl-N-propanoyl-1,3-thiazolidine-2-thione, TiCl4, diisopropylethylamine, BF3·OEt2, [(E)-3,3-dimethoxy-2-methyl-1-propenyl]benzene | 2.20 g (10.1 mmol), 1.2 mL (11 mmol), 1.83 mL (11.0 mmol), 1.4 mL (11 mmol), 2.11 g (10.9 mmol) | (4S)-N-[(2R,3S,4E)-2,4-Dimethyl-3-methoxy-5-phenyl-4-pentenoyl]-4-isopropyl-1,3-thiazolidine-2-thione | 3.42 g (9.06 mmol) | CH2Cl2 | -83°C, -50°C to -55°C | 2 hours | 89% |"
volume86article9_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (4S)-N-[(2R,3S,4E)-2,4-dimethyl-3-methoxy-5-phenyl-4-pentenoyl]-4-isopropyl-1,3-thiazolidine-2-thione, N,O-dimethylhydroxylamine hydrochloride, 4-dimethylaminopyridine, triethylamine | 1.85 g (4.89 mmol), 733 mg (7.50 mmol), 610 mg (5.0 mmol), 0.75 mL (5.0 mmol) | (2R,3S,4E)-N,3-Dimethoxy-N,2,4-trimethyl-5-phenyl-4-pentenamide | 1.15 g (4.14 mmol) | CH2Cl2 | Room temperature | 15 hours | 83% |"
volume86article10_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| methyl 2-methyl-3-nitrobenzoate, 4-fluorobenzaldehyde, DBU | 7.50 g (37.3 mmol), 6.00 mL (6.94 g, 1.5 equiv), 11.24 mL (11.35 g, 2.00 equiv) | 2-[trans-2-(4-fluorophenyl)vinyl]-3-nitrobenzoic acid | 8.89-9.21 g | DMSO | Room temperature, 55°C | 20 hours, 4 hours | 83-86% |"
volume86article10_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2-[trans-2-(4-fluorophenyl)vinyl]-3-nitrobenzoic acid, oxalyl chloride, triethylamine, pyrrolidine | 8.50 g (29.6 mmol), 3.37 mL (4.88 g, 38.5 mmol), 6.20 mL (4.49 g, 44.4 mmol), 3.18 mL (2.74 g, 38.5 mmol) | {2-[trans-2-(4-fluorophenyl)vinyl]-3-nitrophenyl}-1-pyrrolidinylmethanone | 9.90-10.0 g | CH2Cl2, MeOH | Room temperature | 1.5 hours, 30 minutes | 98-99% |"
volume86article10_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| {2-[trans-2-(4-fluorophenyl)-vinyl]-3-nitrophenyl}-1-pyrrolidinylmethanone, Pd(OAc)2, 1,10-phenanthroline, DMF | 8.00 g (23.5 mmol), 54 mg, 300 mg, 80 mL | [2-(4-fluorophenyl-1H-indol-4-yl]-1-pyrrolidinylmethanone | 6.92 g | CO | 80°C | 16 hours | 96% |"
volume86article11_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| palladium(II) acetate, sodium acetate, n-butyldi-1-adamantylphosphine, tribasic potassium phosphate, N,N-dimethylacetamide, 2-isobutylthiazole, chlorobenzene | 342 mg (1.5 mmol), 1.23 g (15 mmol), 576 mg (1.5 mmol), 6.36 g (30 mmol), 120 mL, 4.25 mL (30 mmol), 4.5 mL (45 mmol) | 5-phenyl-2-isobutylthiazole | N/A | N,N-dimethylacetamide | 125°C | 36 hours | N/A |"
volume86article11_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| N/A | N/A | 5-phenyl-2-isobutylthiazole | 6.15 g | hydrazine hydrate, water, dichloromethane, magnesium sulfate, DMA, hexanes, ethyl acetate | 125°C | 5 hours | 94% |"
volume86article12_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| adamantane-1-carboxylic acid, sodium azide, tetra-n-butyl ammonium bromide, zinc triflate, di-tert-butyl dicarbonate | 5.40 g (30.0 mmol), 3.90 g (60.0 mmol), 0.870 g (2.70 mmol), 0.220 g (0.60 mmol), 7.58 mL (33.0 mmol) | N-tert-Butyl adamantan-1-yl-carbamate | 6.58 g | THF | 40°C | Until >95% conversion | 87% |"
volume86article13_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (L)-(+)-tert-leucinol, 3,5-diiodosalicylaldehyde | 350 mg (3.0 mmol), 1.00 g (2.66 mmol) | (S)-(-)-2-(N-3,5-Diiodosalicyliden)amino-3,3-dimethyl-1-butanol | 1.04 g | MeOH | Room temperature | 48 hours | 82% |"
volume86article13_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (S)-(-)-2-(N-3,5-diiodosalicyliden)amino-3,3-dimethyl-1-butanol, vanadyl acetylacetonate, p-Bromophenyl methyl sulfide, hydrogen peroxide | 425.8 mg (0.90 mmol), 159.0 mg (0.60 mmol), 12.19 g (0.060 mol), 7.75 g (0.072 mol) | (S)-(-)-p-Bromophenyl methyl sulfoxide | 8.07 g | CHCl3, chloroform | 0°C | 16 hours | 61% |"
volume86article14_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| tert-butylchlorodimethylsilane, DMF, 4-hydroxybenzaldehyde, imidazole, 4-dimethylaminopyridine | 6.08 g (40.3 mmol), 20 mL, 4.92 g (40.3 mmol), 4.12 g (60.5 mmol), 0.248 g (2.02 mmol) | (4-(dimethoxymethyl)phenoxy)(tert-butyl)dimethylsilane | 9.66 g | EtOAc, toluene | 19°C, 50°C | 2 hours, 3.5 hours | 85% |"
volume86article14_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (1R,2R)-1,2-diphenylethane-1,2-diol, toluene, MeCN, (4-(dimethoxymethyl)phenoxy)(tert-butyl)dimethylsilane, pyridinium p-toluenesulfonate | 6.43 g (30.0 mmol), 96.0 mL, 32.0 mL, 9.27 g (32.8 mmol), 2.26 g (9.0 mmol) | (4-((4R,5R)-4,5-diphenyl-1,3-dioxolan-2-yl)phenoxy)(tert-butyl)dimethylsilane | 11.51 g | toluene, MeCN | 50°C | 1 hour | 89% |"
volume86article14_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (4-((4R,5R)-4,5-diphenyl-1,3-dioxolan-2-yl) phenoxy) (tert-butyl)dimethylsilane, K2CO3, MeOH, water, KF, NH2OH·HCl | 10.8 g (25.0 mmol), 17.3 g, 200 mL, 50 mL, 1.46 g, 8.69 g | (1R,2R)-1,2-Diphenylethane-1,2-diol | 4.65 g | MeOH, water | 69°C | 37 hours | 87% |"
volume86article15_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 3,3'-diaminodipropylamine, N,N-diisopropylethylamine, 2-(tert-butoxycarbonyloxyimino)-2-phenylacetonitrile | 28.2 mL (0.20 mol), 100 mL (0.57 mol), 100 g (0.41 mol) | 3,3'-Di-(tert-butoxycarbonyl)-aminodipropylamine | 54.2-55.9 g | tetrahydrofuran, dichloromethane | 0°C, ambient temperature | 3 hours, 20 hours | 82-84% |"
volume86article15_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| cyanuric chloride, 3,3'-di-(tert-butoxycarbonyl)-aminodipropylamine, sodium bicarbonate | 30.5 g (0.165 mol), 54.9 g (0.166 mol), 13.9 g (0.166 mol) | 2-[3,3'-Di-(tert-Butoxycarbonyl)-aminodipropylamine]-4,6-dichloro-1,3,5-triazine | 76.5 g (0.160 mol) | acetone | 0°C | 15 hours | 96% |"
volume86article15_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| cyanuric chloride, N-(tert-butoxycarbonyl)-piperazine, N,N-Diisopropylethylamine | 10.0 g (54.2 mmol), 34.0 g (183 mmol), 96.2 mL (552 mmol) | 1,3,5-[Tris-N-(tert-butoxycarbonyl)-piperazine]-triazine | 31.0-32.0 g | tetrahydrofuran | ambient temperature, 66°C | 20 hours | 90-93% |"
volume86article15_4,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1,3,5-[N-(tert-butoxycarbonyl)-piperazine]-triazine, hydrochloric acid, NaOH solution | 27.9 g (44.1 mmol), 153 mL (0.918 mol), 237 mL (657 mmol) | 1,3,5-[Tris-piperazine]-triazine | 14.1 g | methanol, water, chloroform | 0°C, ambient temperature, 40°C | 2 hours, 12 hours | 96% |"
volume86article16_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2-[3,3'-di-(tert-butoxycarbonyl)-aminodipropylamine]-4,6-dichloro-1,3,5-triazine, 1,3,5-[tris-piperazine]-triazine, sodium carbonate | 73.0 g (0.152 mol), 14.5 g (43.5 mmol), 46.1 g (0.435 mol) | G1-[N(CH2CH2CH2NHBoc)2]6-Cl3 | 76.1 g | acetone, H2O, CH2Cl2 | 0°C, 21°C | 20 hours | N/A |"
volume86article16_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| G1-[N(CH2CH2CH2NHBoc)2]6-Cl3, piperidine | 74.8 g (43.5 mmol), 79.3 mL (68.4 g, 803 mmol) | G1-[N(CH2CH2CH2NHBoc)2]6-Piperidine | 67.4 g | acetone, CH2Cl2 | 0°C, 21°C | 4 hours (0°C), 20 hours (21°C) | 86% |"
volume86article17_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| cesium fluoride, MeCN, methyl acetoacetate, 2-(trimethylsilyl)phenyl trifluoromethanesulfonate | 19.7 g (130 mmol), 260 mL, 5.60 mL (6.01 g, 51.8 mmol), 15.7 mL (19.3 g, 64.7 mmol) | Methyl 2-(2-acetylphenyl)acetate | 6.63 g | MeCN | reflux (78-81 °C) | 40 min | 67% |"
volume86article18_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 5-Chlorosalicylaldehyde, HBF4·OEt2, Ethyl diazoacetate, H2SO4, NaHCO3 | 5.00 g (31.9 mmol), 0.50 g (3.2 mmol), 5.79 g (45.7 mmol), 4.0 g (39.2 mmol), N/A | 5-Chloro-3-ethoxycarbonylbenzofuran | 4.84 g | CH2Cl2, dichloromethane, water, EtOH | 23°C, reflux, 58-61°C, 90°C | 5-7 minutes, 10 minutes, overnight | 68% (uncorrected for purity) |"
volume86article19_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| (L)-tert-leucine, tetrahydrofuran, sodium borohydride, iodine | 5.00 g (38.1 mmol), 100 mL, 3.46 g (91.5 mmol), 9.67 g (38.1 mmol) | 2-Bromo-N-[(1S)-1-(hydroxymethyl)-2,2-dimethylpropyl]-benzamide | 9.23-9.61 g | methanol | reflux | 18 hours | 86-94% |"
volume86article19_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2-bromo-N-[(1S)-1-(hydroxymethyl)-2,2-dimethylpropyl]-benzamide, dichloromethane, triethylamine, methanesulfonyl chloride | 9.85 g (32.8 mmol), 170 mL, 11.0 mL (78.6 mmol), 2.92 mL (37.7 mmol) | 2-(2-bromophenyl)-4-(1,1-dimethyl-ethyl)-4,5-dihydro-(4S)-oxazole | 8.85-8.86 g (31.4 mmol) | dichloromethane | reflux (50°C) | N/A | 96% |"
volume86article19_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| copper(I) iodide, diphenylphosphine, N,N'-dimethylethylenediamine, 2-(2-bromophenyl)-4-(1,1-dimethylethyl)-4,5-dihydro-(4S)-oxazole, cesium carbonate | 19.0 mg, 4.35 mL, 53 μL, 5.64 g, 9.78 g | (S)-tert-ButylPHOX | 6.81 g | toluene | Ambient temperature, 110°C | 20 min, N/A | 88% |"
volume86article20_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| pimelic acid, toluene, allyl alcohol, p-toluenesulfonic acid monohydrate | 50.0 g (313 mmol), 156 mL, 63.9 mL (939 mmol), 297 mg (1.57 mmol) | 1-Methyl-2-oxo-cyclohexanecarboxylic acid 2-propenyl ester | 72.3-74.6 g (301-311 mmol) | toluene | reflux (120°C) | 16 hours | 96-99% |
| sodium hydride, tetrahydrofuran, crude diallyl pimelate, iodomethane | 13.2 g (331 mmol), 250 mL, 72.2 g (301 mmol), 24.3 mL (391 mmol) | (S)-2-allyl-2-methylcyclohexanone | 52.9-53.0 g (270 mmol) | tetrahydrofuran | 40°C | 10 hours, 15 hours | 90% |"
volume86article20_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1-methyl-2-oxo-cyclohexanecarboxylic acid 2-propenyl ester, tris(dibenzylideneacetone)dipalladium(0), (S)-tert-ButylPHOX | 17.5 g (89.03 mmol), 1.02 g (1.11 mmol), 1.03 g (2.67 mmol) | (2S)-2-Methyl-2-(2-propen-1-yl)-cyclohexanone | 11.5-12.8 g | tetrahydrofuran | 30-32°C | 22-23 hours | 85-95% |"
volume86article20_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sodium acetate, semicarbazide hydrochloride, 2-allyl-2-methylcyclohexanone | 5.58 g (68.0 mmol), 8.38 g (74.8 mmol), 10.34 g (68.0 mmol) | (S)-2-allyl-2-methylcyclohexanone | 7.62-7.63 g (50.1-50.2 mmol) | purified water, toluene, diethyl ether, 3 N aqueous hydrochloric acid | 60°C, 110°C, ambient temperature | 14 hours, overnight, 3 hours | 76-77% yield, >99% ee |"
volume86article21_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| ethyl 2-(triphenylphosphoranylidene)propionate, triethylamine, dichloromethane, pentane, acetyl chloride | 27.18 g (75.0 mmol), 10.5 mL (75.3 mmol), 125 mL, 125 mL, 5.3 mL (75 mmol) | Ethyl 2-methylbuta-2,3-dienoate | 5.73 g (61%) | dichloromethane, pentane | 25°C | 6 hours | 61% |"
volume86article21_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| p-toluenesulfonamide, benzaldehyde, BF3·Et2O | 10.25 g (59.9 mmol), 6.7 mL (66 mmol), 0.75 mL (6.0 mmol) | (E)-N-Benzylidene-4-methylbenzenesulfonamide | 14.27 g (92%) | benzene, ethyl acetate, hexane | reflux (90-95 °C), -20 °C | 14 hours | 92% |"
volume86article21_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2, tri-n-butylphosphine, ethyl 2-methylbuta-2,3-dienoate | 7.78 g (30.0 mmol), 1.48 mL (5.93 mmol), 4.61 g (36.5 mmol) | Ethyl 6-phenyl-1-tosyl-1,2,5,6-tetrahydropyridine-3-carboxylate | 8.77 g, 2.13 g | dichloromethane, chloroform, hexane | Room temperature, reflux, -20°C | 13 hours | 76% (total) |"
volume86article22_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| benzyl propargyl ether, N-bromosuccinimide, silver(I) nitrate | 11.2 g (76.6 mmol), 15.0 g (84.3 mmol), 1.30 g (7.65 mmol) | ((3-Bromoprop-2-ynyloxy)methyl)benzene | 14.8-15.4 g | acetone | 24°C | 30 min | 86-89% |"
