Index,Reactants,Reactant amounts,Products,Product amounts,Solvents,Reaction temperature,Reaction time,Yield
volume31article10_2_1,N/A,N/A,Cyclohexylidenecyanoacetic acid,108-126 g,"benzene, ether","Room temperature, 10°C",N/A,65-76%
volume31article10_3_1,Cyclohexylidenecyanoacetic acid,N/A,1-Cyclohexenylacetonitrile,92-110 g,benzene,165-175°C,N/A,76-91%
volume31article11_1_1,"biphenyl, bromine","15.4 g (0.10 mole), 39 g (12 ml, 0.24 mole)","4,4'-dibromobiphenyl",23.4-24.0 g,benzene,N/A,8 hours (or overnight),75-77%
volume31article12_1_1,"phosphoric anhydride, orthophosphoric acid, potassium iodide, 1,6-hexanediol","65 g (0.46 mole), 231 g (135 ml, 2 moles), 332 g (2 moles), 59 g (0.5 mole)","1,6-diiodohexane",140-144 g,ether,100-120°C,3-5 hours,83-85%
volume31article13_1_1,"methyl iodide, triisopropyl phosphite","284 g (113 ml, 2 moles), 416 g (453 ml, 2 moles)",diisopropyl methylphosphonate,308-325 g,N/A,"Boiling, reflux",1 hour,85-90%
volume31article14_1_1,"malonic acid, 2,3-dimethoxybenzaldehyde, pyridine, piperidine","208 g (2 moles), 166 g (1 mole), 400 ml, 15 ml","2,3-dimethoxycinnamic acid",180-205 g,water,"80-85°C, reflux","1 hour, 3 hours",87-98%
volume31article15_1_1,"thionyl chloride, β-Dimethylaminoethanol","290 g (2.44 moles), 210 g (2.35 moles)",β-Dimethylaminoethyl chloride hydrochloride,227-272 g,absolute ethanol,35-50°C,1 hour,67-80%
volume31article16_1_1,"sodium hydroxide, chlorine, methone, potassium hydroxide, sodium sulfite, hydrochloric acid","218 g (5.45 moles), 161 g (2.27 moles), 70 g (0.5 mole), 65 g (1.16 moles), 50 g, N/A","β,β-Dimethylglutaric acid",65-73 g,"water, ether, benzene","Room temperature, 35-40°C",6-8 hours,81-91%
volume31article17_1_1,"hydrazine sulfate, acetylacetone","65 g (0.50 mole), 50 g (0.50 mole)","3,5-dimethylpyrazole",35-37 g,10% sodium hydroxide,15°C,1 hour,73-77%
volume31article18_1_1,"chlorobenzene, concentrated sulfuric acid, fuming sulfuric acid, potassium nitrate","50 ml (55.4 g, 0.49 mole), 300 ml, 50 ml (92 g), 170 g (1.68 moles)","2,6-dinitroaniline",27.4-32.3 g,"water, concentrated ammonium hydroxide, concentrated sulfuric acid, ethanol",110-115°C,"20 hours, 1 hour, 6 hours, 10 minutes",30-36%
volume31article19_1_1,"benzanilide, phosphorus pentachloride, pyridine, aniline","90.0 g (0.456 mole), 95 g (0.456 mole), 36.4 g (0.46 mole), 42.4 g (0.456 mole)","N,N'-diphenylbenzamidine",87 g,N/A,"110°C, reflux at 160°C","30 minutes, 90 minutes, 20 minutes",73-80%
volume31article20_1_1,"sodium amide, liquid ammonia, hydrated ferric nitrate, sodium, benzyl cyanide, benzophenone",N/A,"α,β-Diphenylcinnamonitrile",83-110 g,"ether, glacial acetic acid","Room temperature, reflux",24 hours,50-66%
volume31article21_1_1,"2,3-dimethoxybenzaldehyde, ethyl acetoacetate, piperidine, glacial acetic acid","183 g (1.1 moles), 130 g (1.0 mole), 4 ml, 12 ml","Ethyl α-acetyl-β-(2,3-dimethoxyphenyl)acrylate",180-199 g,"benzene, ether",reflux,2-3 hours,64-72%
volume31article22_1_1,"ethyl lactate, potassium permanganate","50 g (0.42 mole), 55 g (0.35 mole)",ethyl pyruvate,25-27 g,"saturated aqueous magnesium sulfate solution, light petroleum ether",15°C,N/A,51-54%
volume31article23_1_1,"hexamethylenediamine, hydrochloric acid","116 g (1.0 mole), 175 ml",hexamethylenediammonium chloride,170-187 g,methanol,Below 30°C,N/A,90-99%
volume31article23_2_1,hexamethylenediammonium chloride,94.5 g (0.50 mole),Hexamethylene diisocyanate,70-80 g,amylbenzene (or tetralin),180-185°C,8-15 hours,84-95%
volume31article24_1_1,"cyclohexene, potassium iodide, orthophosphoric acid","41 g (0.5 mole), 250 g (1.5 moles), 221 g (2.14 moles)",iodocyclohexane,93-95 g,"water, ether",80°C,3 hours,88-90%
volume31article25_1_1,"lauroyl chloride, triethylamine","153.0 g (0.7 mole), 70.7 g (0.7 mole)",laurone,55-65 g,anhydrous ether,Room temperature,12-24 hours,46-55%
volume31article26_1_1,"ε-caprolactam, dimethyl sulfate","678 g (6.0 moles), 569 ml (757 g, 6.0 moles)",O-methylcaprolactim,450-473 g,benzene,Reflux,16.5 hours,59-62%
volume31article27_1_1,"α-acetyl-γ-butyrolactone, concentrated hydrochloric acid, water","384 g (3 moles), 450 ml, 525 ml",5-Chloro-2-pentanone,287-325 g,N/A,N/A,N/A,79-90%
volume31article27_1_2,"sodium hydroxide pellets, water, 5-Chloro-2-pentanone","180 g (4.5 moles), 180 ml, 361.5 g (approximately 3 moles)",Methyl cyclopropyl ketone,193-210 g,N/A,Boiling,1 hour,77-83%
volume31article28_1_1,"Anthracene, concentrated nitric acid, concentrated hydrochloric acid","20 g (0.112 mole), 8 ml (0.126 mole), 50 ml (0.60 mole)",9-nitroanthracene,15-17 g,"glacial acetic acid, water, 10% sodium hydroxide solution",20-25°C,1 hour,60-68%
volume31article29_1_1,"p-nitroaniline, hydrochloric acid, sodium nitrite, acetone, sodium acetate trihydrate, cupric chloride, liquid butadiene, ether, anhydrous magnesium sulfate, ligroin, benzene, decolorizing carbon, potassium hydroxide, methanol, water","138 g (1.0 mole), 240 ml, 100 ml, 70 g, 80 g, 30 g, 130 ml, 1 l, 187-199 g, 500 ml, 500 ml, 5 g, 112 g, 600 ml, 1.2 l, 100-108 g","1-(p-nitrophenyl)-4-chloro-2-butene, 1-(p-nitrophenyl)-1,3-butadiene","187-199 g, 100-108 g","water, acetone, ligroin, benzene, methanol","-4°C to +4.5°C, -3°C to +2°C, reflux, 15 mm, 15-30°C","20 minutes, 16 hours, 2 hours, N/A, 30 minutes, 5 minutes, N/A",57-62%
volume31article30_1_1,"pentaerythritol, pyridine, benzenesulfonyl chloride","130 g (0.96 mole), 650 ml, 750 g (4.24 moles)",pentaerythrityl benzenesulfonate,228-260 g,"hydrochloric acid, water, methanol",40°C,1 hour,68-78%
volume31article30_1_2,"pentaerythrityl benzenesulfonate, diethylene glycol, sodium bromide",N/A,pentaerythrityl tetrabromide,228-260 g,acetone,140-150°C,overnight,68-78%
volume31article31_1_1,"allylbenzene, maleic anhydride","35.4 g (0.3 mole), 29.4 g (0.3 mole)",γ-phenylallylsuccinic acid,22 g,o-dichlorobenzene,reflux,22 hours,85%
volume31article32_1_1,"phosphorus trichloride, benzene, anhydrous aluminum chloride, phosphorus oxychloride","165 g (1.2 moles), 23.4 g (0.3 mole), 53 g (0.4 mole), 62 g (0.4 mole)",phenyldichlorophosphine,38.5-42 g,petroleum ether,reflux,3 hours,72-78%
volume31article33_1_1,"quinacetophenone, potassium carbonate, methyl iodide","30.0 g (0.197 mole), 28 g (0.20 mole), 42 g (0.295 mole)",quinacetophenone monomethyl ether,18-21 g,acetone,reflux (60-70°C),6 hours,55-64%
volume31article34_1_1,"Glycerol, boric acid, pyrogallol-1,3-dimethyl ether, hexamethylenetetramine, concentrated sulfuric acid, sodium bisulfite","740 ml, 216 g, 154 g (1 mole), 154 g (1.1 moles), 184 ml, 180 g",Syringic aldehyde,56-59 g,chloroform,150-160°C,6 minutes,31-32%
volume31article35_1_1,"anthranilic acid, chlorine, sodium hydroxide, sodium nitrite","45 g (0.33 mole), 45 g, 50 g, 20 g","3,5-Dichloro-2-aminobenzoic acid",46.5-53 g,hydrochloric acid,Below 30°C,N/A,69-78%
volume31article35_1_2,"3,5-Dichloro-2-aminobenzoic acid, sodium hydroxide, sodium nitrite","50 g (0.24 mole), 12 g (0.3 mole), 20 g (0.29 mole)","Diazotization of 3,5-dichloro-2-aminobenzoic acid",N/A,water,10°C,N/A,N/A
volume31article35_1_3,"cupric sulfate pentahydrate, hydroxylamine hydrochloride, sodium hydroxide","125 g (0.5 mole), 40 g (0.57 mole), 95 ml (6N)",Reducing agent,N/A,water,10°C,N/A,N/A
volume31article35_1_4,"Diazotization solution, reducing agent",N/A,"dl-4,4',6,6'-Tetrachlorodiphenic acid",19-22 g,N/A,10-15°C,N/A,41-48%
volume31article36_1_1,"Cyclohexanone, paraformaldehyde, water, calcium oxide","196 g (206 ml, 2 moles), 332 g (11 moles), 1.8 l, 70 g (1.25 moles)","2,2,6,6-Tetramethylolcyclohexanol",320-374 g,"water, methanol, acetone","10-15°C, 40°C",30 minutes,73-85%
volume31article37_1_1,"diphenyldichloromethane, copper","75 g (0.32 mole), 50 g (0.78 g atom)",Tetraphenylethylene,29-37 g,benzene,Boiling,3 hours,55-70%
volume31article38_1_1,"95% acetic anhydride, sodium hydroxide","107 g (100 ml, 1 mole), 1 g (0.025 mole)",Thiolacetic acid,55-57.5 g,N/A,50-55°C,6 hours,72-76%
volume31article39_1_1,"N-methylformanilide, phosphorus oxychloride, thiophene","135 g (1.0 mole), 153 g (91 ml, 1.0 mole), 92.4 g (1.1 moles)",2-thiophenecarboxaldehyde,80-83 g,N/A,25-35°C,2 hours + 15 hours,71-74%
volume31article40_1_1,"absolute ethanol, diethylaniline, phosphorus trichloride","138 g (175 ml, 3 moles), 447 g (477 ml, 3 moles), 137.5 g (87.5 ml, 1 mole)",Triethyl phosphite,138 g,dry petroleum ether,"Boiling, reflux",1 hour,83%
volume32article1_1_1,"N-grade wood rosin, ethanol, hydrochloric acid","250 g (0.74 mole), 740 ml, 42 ml",Abietic acid,98 g,"ether, acetone, ethanol","reflux, room temperature","2 hours, N/A, N/A",40%
volume32article2_1_1,"ammonium nitrate, acrolein, ethyl orthoformate","3 g, 44 g (52.4 ml, 0.79 mole), 144 g (160 ml, 0.97 mole)",acrolein acetal,73-81 g,anhydrous ethanol,room temperature,6-8 hours,72-80%
volume32article3_1_1,"Chromium trioxide, barbituric acid","156 g (1.53 moles), 128 g (1 mole)",Alloxan monohydrate,120-125 g,"Glacial acetic acid, water",50°C,25-30 minutes,75-78%
volume32article4_1_1,"anthranilic acid, p-toluenesulfonyl chloride, sodium carbonate, hydrochloric acid","137 g (1 mole), 230 g (1.2 moles), 260 g (2.4 moles), 250 ml",p-Toluenesulfonylanthranilic acid,257-265 g,water,"60-70°C, 85°C","20 minutes, 20 minutes",88-91%
volume32article4_2_1,"p-toluenesulfonylanthranilic acid, phosphorus pentachloride, aluminum chloride","146 g (0.5 mole), 119 g (0.57 mole), 290 g (2.2 moles)",2-Aminobenzophenone,53 g,thiophene-free benzene,"50°C, 80-90°C","30 minutes, 4 hours",54%
volume32article5_1_1,"2-ketohexamethylenimine (ε-caprolactam), concentrated hydrochloric acid, Norit, aqueous hydrochloric acid solution, aqueous sodium hydroxide solution, Amberlite IR-4B resin, distilled water, absolute ethanol, ether","50 g (0.44 mole), 45 ml, N/A, 1 l, 10 l, N/A, 1 l, 300 ml, 500 ml",ε-aminocaproic acid,52 g,water,Boiling,1 hour,90%
volume32article6_1_1,"1,2-di-1-(1-cyano)cyclohexylhydrazine, hydrochloric acid, bromine","24.6 g (0.1 mole), 45 ml, 16-17 g","1,1'-azo-bis-1-cyclohexanenitrile",20.5-22.0 g,ethanol,10°C,N/A,84-90%
volume32article7_1_1,"phthalic anhydride, monoethanolamine, phosphorus tribromide","74 g (0.5 mole), 30 ml (0.5 mole), 32 ml (91.3 g, 0.34 mole)",β-bromoethylphthalimide,95-102 g,aqueous ethanol,reflux,1.25 hours,75-80%
volume32article8_1_1,"sodium hydroxide, tert-butyl alcohol, chlorine","80 g (2 moles), 74 g (96 ml, 1 mole), N/A",tert-butyl hypochlorite,78-107 g,water,15-20°C,1 hour,72-99%
volume32article9_1_1,"Concentrated sulfuric acid, solid sodium nitrite, 2,6-di-nitroaniline, cuprous chloride, concentrated hydrochloric acid","160 ml, 15.2 g (0.22 mole), 36.6 g (0.2 mole), 44 g (0.44 mole), 400 ml","1-chloro-2,6-dinitrobenzene",28.7-30 g,"glacial acetic acid, water","25-30°C, 80°C","0.5 hour, 20 minutes",71-74%
volume32article10_1_1,"salicyclic acid, p-chlorophenol, phosphorus oxychloride","138.1 g (1 mole), 128.6 g (1 mole), 58.3 g (0.38 mole)",p-chlorophenyl salicylate,136-154 g,N/A,75-80°C,4 hours,55-62%
volume32article11_1_1,"Carbon tetrachloride, aluminum chloride, isocaproyl chloride","260 g, 98 g, 84.7 g",β-Chlorovinyl isoamyl ketone,55-65 g,acetylene,Ice-water bath,15 minutes - 1 hour,54-64%
volume32article12_1_1,"Sodium cyanide, iodine","27 g (0.55 mole), 127 g (0.50 mole)",Cyanogen iodide,45-59 g,"water, ether, chloroform","0°C, room temperature, 50°C, -10°C","30-40 minutes, 15 minutes, 1 hour",62-77%
volume32article13_1_1,"sodium methoxide, acetone, ethyl formate, cyanoacetamide, piperidine acetate","46.5 g (0.86 mole), 46.4 g (0.8 mole), 59.2 g (0.8 mole), 67 g (0.8 mole), N/A",3-cyano-6-methyl-2(1)-pyridone,59-67 g,"ether, water","Ice bath, reflux",2 hours,55-62%
volume32article14_1_1,"cyclohexanone, selenious acid, dioxane, water","1708 g (17.4 moles), 387 g (3 moles), 500 ml, 100 ml","1,2-cyclohexanedione",202.5 g,"dioxane, water","Water bath temperatures, room temperature","5 hours, 6 hours",60%
volume32article14_2_1,"hydroxylammonium chloride, potassium hydroxide, 1,2-cyclohexanedione","86.9 g (1.25 moles), 82.4 g (1.25 moles), 56 g (0.5 mole)","1,2-Cyclohexanedione dioxime",39.3 g,water,Ice bath,30 minutes,55%
volume32article15_1_1,"Cyclohexene oxide, potassium thiocyanate","98 g (1 mole), 121 g (1.25 moles)",Cyclohexene sulfide,81.5-83.5 g,"water, ethanol",Room temperature,"3-4 hours, 36 hours",71-73%
volume32article16_1_1,Technical dicyclopentadiene,200 ml (195 g),Cyclopentadiene,N/A,N/A,160°C,4-5 hours,N/A
volume32article16_2_1,"Cyclopentadiene, dry hydrogen chloride",N/A,3-Chlorocyclopentene,70-90% based on cyclopentadiene,N/A,Below 0°C,N/A,N/A
volume32article17_1_1,"sodium, ethanol, ethyl cyanoacetate, guanidine hydrochloride","23 g (1 g atom), 250 ml, 113 g (1 mole), 97 g (1.02 moles)","2,4-diamino-6-hydroxypyrimidine",101-103 g,"water, glacial acetic acid",reflux,2 hours,80-82%
volume32article18_1_1,"lithium aluminum hydride, dichloroacetyl chloride","13.6 g (0.36 mole), 88.6 g (0.60 mole)","2,2-dichloroethanol",44-45 g,ether,Reflux,2.5 hours,64-65%
volume32article19_1_1,"1,1'-azo-bis-1-cyclohexanenitrile",20 g (0.082 mole),"1,1'-dicyano-1,1'-bicyclohexyl",11.5-12.2 g,toluene,Reflux,8 hours,65-69%
volume32article20_1_1,"sodium cyanide, hydrazine sulfate, cyclohexanone","15.4 g (0.32 mole), 20.5 g (0.16 mole), 29.4 g (0.3 mole)","1,2-DI-1-(1-CYANO)CYCLOHEXYLHYDRAZINE",24.5-26 g,"ice water, ethanol",N/A,"6 hours shaking, 14 hours standing",66-70%
volume32article21_1_1,"Sodium, diethyl malonate, 3-chlorocyclopentene","46 g (2 g atoms), 320 g (2 moles), 205 g (2 moles)",Diethyl Δ2-cyclopentenylmalonate,276.5 g,ethanol,Reflux,N/A,61%
volume32article22_1_1,"paraldehyde, acetic anhydride, diethyl malonate","60 g (0.45 mole), 100 ml (1.06 moles), 100 g (0.62 mole)",diethyl ethylidenemalonate,79-89.5 g,acetic anhydride,125°C,4 hours,68-77%
volume32article23_1_1,"Methanol, concentrated sulfuric acid, potassium acid salt of acetylenedicarboxylic acid","400 g (510 ml, 12.5 moles), 200 g (111 ml, 2.04 moles), 100 g (0.66 mole)",Dimethyl acetylenedicarboxylate,67-82 g,ether,Room temperature,4 days,72-88%
volume32article24_1_1,"isodehydroacetic acid, copper powder","50 g (0.3 mole), 2 g","4,6-dimethylcoumalin",30-32 g,N/A,230-235°C,45 minutes,81-87%
volume32article25_1_1,"methyl γ-methyl-γ-nitrovalerate, W-52 Raney nickel catalyst","148 g (0.845 mole), 12.5-25.0 g","5,5-dimethyl-2-pyrrolidone",84-92 g,ethanol,55-60°C,N/A,88-96%
volume32article26_1_1,"aqueous 25% dimethylamine solution, nitrourea","191 ml (180 g), 116 g",asym-dimethylurea,35-40 g,"water, 95% ethanol","56-60°C, 90-100°C","10-15 minutes, additional 15-20 minutes",40-45% (total yield: 57-68%)
volume32article27_1_1,"sodium cyanide, benzyl cyanide, benzaldehyde","61 g (1.25 moles), 50 g (0.42 mole), 53 g (0.50 mole), 30 g (0.26 mole)","2,3-diphenylsuccinonitrile",79-84 g,methanol,Reflux,30 minutes,68-72%
volume32article27_2_1,"α-phenylcinnamonitrile, potassium cyanide, ammonium acetate","205 g (1 mole), 274 g (4 moles), 154 g (2 moles)","α,α'-diphenylsuccinonitriles",213-218 g,"methanol, ether",reflux,"1 hour, 24 hours",92-94%
volume32article28_1_1,"2-ethylhexanamide, thionyl chloride","286 g (2 moles), 357 g (218 ml, 3 moles)",2-ethylhexanitrile,215-236 g,benzene,75-80°C,4.5 hours,86-94%
volume32article29_1_1,"Sodium, ethanol, chloropicrin","70 g (3.04 g atoms), 2 L, 100 g (0.61 mole)",Ethyl orthocarbonate,54-57.5 g,ethanol,58-60°C,Overnight,46-49%
volume32article30_1_1,"benzene, potassium hydroxide, calcium carbide, cyclohexanone","600 ml, 56 g (0.85 mole), 76.4 g, 85 g (0.87 mole)","1,1'-ethynylene-bis-cyclohexanol","47.3-50.3 g, 7.8-12.9 g","carbon tetrachloride, acetone",N/A,"24 hours, 4 days, 4-6 hours","49-52%, 8-13%"
volume32article31_1_1,"o-hydroxyacetophenone, benzoyl chloride, pyridine","13.6 g (12 ml, 0.1 mole), 21.1 g (17.4 ml, 0.15 mole), 20 ml",o-Benzoyloxyacetophenone,19-20 g,"3% hydrochloric acid, methanol, water",N/A,15 minutes,79-83%
volume32article31_2_1,o-benxoyloxyacetophenone,20 g (0.083 mole),Flavone,8-9 g,anhydrous glycerol,260°C,2 hours,43-48%
volume32article31_3_1,"o-Hydroxyacetophenone, benzoyl chloride",N/A,o-Benzoyloxyacetophenone,N/A,N/A,N/A,N/A,N/A
volume32article31_4_1,"o-benzoyloxyacetophenone, potassium hydroxide","20 g (0.083 mole), 7 g",o-Hydroxydibenzoylmethane,16-17 g,pyridine,50°C,15 minutes,80-85%
volume32article31_5_1,crude diketone,16.6 g (0.069 mole),Flavone,14.5-15 g,glacial acetic acid,reflux,1 hour,94-97%
volume32article32_1_1,"concentrated sulfuric acid, ethyl acetoacetate","900 ml, 635 ml (650 g, 5 moles)","isodehydroacetic acid, ethyl isodehydroacetate","91-115 g, 130-175 g","water, ether",10-15°C,5-6 days,"22-27% (acid), 27-36% (ester)"
volume32article33_1_1,"β-chlorovinyl isoamyl ketone, sodium hydroxide, methanol","161 g (1 mole), 43 g (1.04 moles), 130 ml",β-Ketoisoöctaldehyde dimethyl acetal,151-169 g,methanol,-11 to -8°C,2 hours,80-90%
volume32article34_1_1,"Methyl p-ethylbenzoate, chromium oxide, calcium carbonate","98 g (0.6 mole), 1 g, 4 g",Methyl p-acetylbenzoate,43-45 g,benzene,140-150°C,24 hours,60%
volume32article35_1_1,"85% potassium hydroxide, ethyl acetoacetate, aniline, sodium nitrite, concentrated hydrochloric acid, sodium acetate","35 g (0.53 mole), 65 g (64 ml, 0.5 mole), 47 g (48 ml, 0.5 mole), 36 g (0.52 mole), 45 ml, 82 g",Methylglyoxal-ω-phenylhydrazone,59-66 g,"water, toluene","Room temperature, 0°C, 50°C","24 hours, 20 minutes, 2 hours",73-82%
volume32article36_1_1,"2-nitropropane, methyl acrylate, benzyltrimethylammonium hydroxide","89 g (1 mole), 86 g (1 mole), 10 ml",Methyl γ-methyl-γ-nitrovalerate,140-151 g,dioxane,70°C,4 hours,80-86%
volume32article37_1_1,"Phosphorus pentachloride, disodium salt of naphthalene-1,5-disulfonic acid","204.3 g (1 mole), 132.8 g (0.4 mole)","Naphthalene-1,5-disulfonyl chloride",85-115 g,"chloroform, water",110°C,"1 hour (heating), 2 hours (under vacuum)",65-88%
volume32article38_1_1,"benzene, concentrated sulfuric acid, methallyl chloride","500 g (570 ml, 6.4 moles), 34.6 g (18.8 ml), 201 g (219 ml, 2.22 moles)",neophyl chloride,262-275 g,benzene,20°C,24 hours,70-73%
volume32article39_1_1,"benzyl cyanide, hydrochloric acid","200 g (1.71 moles), 800 ml",phenylacetamide,180-190 g,water,40°C,"20-40 minutes, 20-30 minutes",78-82%
volume32article40_1_1,"sodium nitrite, mucobromic acid","258 g (3.74 moles), 258 g (1 mole)",sodium nitromalonaldehyde monohydrate,57-65 g,"water, ethanol","54 ± 1°C, 0-5°C","70-80 minutes, 10 minutes",36-41%
volume32article41_1_1,"β-naphthyl ethyl ether, sodium, ethanol","129 g (0.75 mole), 225 g (9.8 g atoms), 1.5 l",β-tetralone,N/A,95% ethanol,Reflux,N/A,N/A
volume32article41_2_1,"β-tetralone, sodium bisulfite, ethanol",N/A,Bisulfite addition product of β-tetralone,113-131 g,"water, ethanol, ether",N/A,overnight,60-70%
volume32article41_3_1,"β-tetralone bisulfite addition product, sodium carbonate monohydrate","50 g (0.20 mole), 75 g (0.6 mole)",β-tetralone,17-21 g,water,N/A,N/A,40-50%
volume32article42_1_1,"potassium hydroxide, ethanol, benzoyl chloride","200 g (3 moles), 800 ml, 200 g (1.41 moles)",thiobenzoic acid,120-150 g,"ethanol, water, benzene, hydrochloric acid, ether",10-15°C,"1.5 hours, additional hour",61-76%
volume32article43_1_1,"10-undecenoic acid, bromine, sodamide, ammonium chloride","50 g (0.271 mole), N/A, N/A, 40 g (0.74 mole)",10-undecynoic acid,19-24 g,"dry ether, liquid ammonia","below 0°C, N/A, N/A","N/A, 6 hours, additional hour",38-49%
volume33article1_1_1,"pyridine, acetic anhydride, alanine","156.6 g (159 ml, 1.98 moles), 239.9 g (224 ml, 2.35 moles), 35.1 g (0.39 mole)",3-acetamido-2-butanone,41-45 g,N/A,Steam bath,6 hours,81-88%
volume33article2_1_1,"deaerated water, alloxan monohydrate, hydrogen sulfide, carbon disulfide","1.3 l, 16.0 g (0.1 mole), N/A, 100 ml",alloxantin dihydrate,27-27.5 g,water,N/A,overnight,84-85%
volume33article3_1_1,"Acetophenone, sodium cyanide, hydrochloric acid","80 g (0.67 mole), 82 g (1.67 moles), 140 ml (1.7 moles)",Atrolactic acid,33.5-34.7 g,"ether, water",5-10°C,2 hours,29-30%
volume33article4_1_1,"ethylene chlorohydrin, benzhydrol","36 g (0.45 mole), 55 g (0.30 mole)",Benzhydryl β-chloroethyl ether,60.0-65.3 g,benzene,reflux,4 hours,81-88%
volume33article5_1_1,"Potassium hydroxide, dicyandiamide, benzonitrile","5 g (85% KOH), 50.4 g (0.6 mole), 50 g (0.48 mole)",Benzoguanamine,68-79 g,methyl Cellosolve,90-110°C,5 hours,75-87%
volume33article6_1_1,"Crotnaldehyde, chlorine","70 g (1 mole), N/A",Butyrchloral,91-93 g,"water, chloroform","0-10°C, reflux","2 hours, 30 minutes, 1 hour",52-53%
volume33article7_1_1,"Vanillin, amalgamated zinc, concentrated hydrochloric acid, ethanol","152 g (1.0 mole), 1.5 kg (22.9 g atoms), 800 ml, 1.5 l",Creosol,83-92.5 g,"ethanol, hydrochloric acid",Reflux,8 hours + 30 minutes,60-67%
volume33article8_1_1,"malonic acid, thionyl chloride","52 g (0.5 mole), 120 ml (about 1.65 mole)",malonyl dichloride,50.5-60 g,N/A,"45-50°C, 60°C","3 days, 5-6 hours",72-85%
volume33article8_1_2,"tert-butyl alcohol, dimethylaniline, malonyl dichloride","100 ml (about 1 mole), 80 ml (0.63 mole), 28.0 g (0.2 mole)",di-tert-butyl malonate,35.8-36.2 g,chloroform,reflux,4 hours,83-84%
volume33article9_1_1,"diethyl malonate, trimethylene chlorobromide","480 g (3.0 moles), 472 g (3.0 moles)","diethyl 1,1-cyclobutanedicarboxylate",320-330 g,ethanol,80°C,"1.5 hours (addition), 45 minutes (reflux)",53-55%
volume33article10_1_1,"furylacrylic acid, ethanol, anhydrous hydrogen chloride","476 g (3.45 moles), 1580 g (about 33 moles), N/A",diethyl γ-oxopimelate,579-657 g,benzene,boiling,90 minutes,73-83%
volume33article11_1_1,"dimethylformamide, phosphorus oxychloride, dimethylaniline","440 g (6 moles), 253 g (1.65 moles), 200 g (1.65 moles)",p-Dimethylaminobenzaldehyde,198-208 g,N/A,N/A,2 hours,80-84%
volume33article12_1_1,"isobutyric acid, red phosphorus, bromine","250 g (2.85 moles), 35 g (0.28 mole), 880 g (5.5 moles)",α-Bromoisobutyryl bromide,493-540 g,N/A,100°C,6 hours,75-83%
volume33article12_2_1,"zinc turnings, α-bromoisobutyryl bromide","40 g (0.61 g atom), 111 g (0.48 mole)",Dimethylketene,15-18 g,ethyl acetate,Boiling,N/A,46-54%
volume33article13_1_1,"lithium aluminum hydride, 5,5-dimethyl-2-pyrrolidone","38 g (1 mole), 90.5 g (0.8 mole)","2,2-dimethylpyrrolidine",53-62 g,tetrahydrofuran,reflux,8 hours,67-79%
volume33article14_1_1,"ethyl α-bromopropionate, pyrrolidine","181 g (1 mole), 148 g (2.1 moles)",ethyl α-(1-pyrrolidyl)propionate,137-156 g,benzene,reflux,1 hour,80-91%
