Index,Reactants,Reactant amounts,Products,Product amounts,Solvents,Reaction temperature,Reaction time,Yield
volume66article19_1_5,"Triethyl 1,2,4-triazine-3,5,6-tricarboxylate, chloroform, N-Vinyl-2-pyrrolidone","1.49 g (5.0 mmol), 22.7 mL, 2.22 g (20 mmol)","2,3,6-Tricarboethoxypyridine",1.01-1.35 g,chloroform,60°C,26 hours,68-92%
volume66article20_1_1,"(S)-alanine, sodium nitrite, sodium carbonate","89.1 g (1 mol), 110 g (1.6 mol), 100 g",(S)-2-Chloropropanoic acid,63-71 g,5 N hydrochloric acid,"0°C, room temperature","5 hours, overnight",58-65%
volume66article21_1_1,"(S)-2-chloropropanoic acid, lithium aluminum hydride","21.7 g (0.20 mol), 9.1 g (0.24 mol)",(S)-2-Chloropropan-1-ol,10.6-11.0 g,diethyl ether,0°C,15 min,56-58%
volume66article21_1_2,"(S)-2-Chloropropan-1-ol, potassium hydroxide","11.8 g (0.125 mol), 12.3 g (0.22 mol)",(R)-Methyloxirane,4.7-5.0 g,water,30°C,40 min,65-70%
volume66article22_1_1,"diethyl cyclopropylcarbonylmalonate, phosphorus oxychloride, tributylamine","166 g (0.73 mol), 0.5 kg, 135 g (0.73 mol)","Diethyl 2-chloro-2-cyclopropylethene-1,1-dicarboxylate",136-156 g,diethyl ether,110°C,5-6 hours,70-87%
volume66article22_1_2,"crude diethyl 2-chloro-2-cyclopropylethene-1,1-dicarboxylate",N/A,Ethyl cyclopropylpropiolate,30-46 g,toluene,90°C,1 hour,66-78%
volume66article22_1_3,N/A,N/A,Ethyl cyclopropylpropiolate,33-54%,N/A,N/A,N/A,N/A
volume66article23_1_1,"1,2-dihydroxybenzene, methanol, cuprous chloride","5.5 g (0.05 mol), 5 mL (0.12 mol), 9.9 g (0.10 mol)","cis,cis-Monomethyl muconate",5.6-6.2 g,pyridine,Room temperature,2 hours,71-80%
volume66article24_1_1,"cyclohexanone oxime, triethylamine, methanesulfonyl chloride","17.0 g (0.15 mol), 25 mL (0.18 mol), 12.8 mL (0.165 mol)",cyclohexanone oxime methanesulfonate,27.2-28.8 g,dichloromethane,-15 to -20°C,15 min,N/A
volume66article24_1_2,"cyclohexanone oxime methanesulfonate, hexane, tripropylaluminum, diisobutylaluminum hydride, sodium fluoride, water",N/A,2-propyl-1-azacycloheptane,11.3-12.2 g,dichloromethane,"-73 to -78°C, 0°C, room temperature","1 hr, 30 min",53-58%
volume66article25_1_1,"diisopropylamine, butyllithium, 2,2,6-trimethyl-1,3-dioxen-4-one, hexachloroethane","22.0 mL, 80.0 mL, 16.0 g, 39.0 g","6-Chloromethyl-2,2-dimethyl-1,3-dioxen-4-one",12.17-12.67 g,tetrahydrofuran,-75°C to -25°C,"15 min (stirring), 30 min (addition)",63-65%
volume66article25_1_2,"potassium tert-butoxide, dimethylformamide, diethyl phosphite, 6-chloromethyl-2,2-dimethyl-1,3-dioxen-4-one","21.0 g, 200 mL, 26.7 g, 11.00 g","6-Diethylphosphonomethyl-2,2-dimethyl-1,3-dioxen-4-one",8.30-8.56 g,tetrahydrofuran,0°C,"15 min (stirring), 20-40 min (reaction)",48-50%
volume66article26_1_1,"benzenesulfonamide, benzaldehyde, lithium aluminum hydride","157 g, 107.5 g (1.014 mol), 1.81 g (47.79 mmol)",N-Benzylidenebenzenesulfonamide,212 g (87%),toluene,reflux,ca. 16 hours,87%
volume66article26_1_2,"N-benzylidenebenzenesulfonamide, m-chloroperoxybenzoic acid","122.5 g (0.50 mol), 111.6 g (0.55 mol)",(±)-trans-2-(Phenylsulfonyl)-3-phenyloxaziridine,114.6 g (88%),chloroform,0-5°C,1 hour,88%
volume66article27_1_1,"N-chlorosuccinimide, dimethyl sulfide, geraniol","1.47 g (11 mmol), 0.87 mL (0.74 g, 12 mmol), 1.54 g (10 mmol)",Geranyl chloride,"1.61 g (9.3 mmol, 93%)",dichloromethane,-30°C to room temperature,2 hours,93%
volume66article27_1_2,"tris(tetrabutylammonium) hydrogen pyrophosphate trihydrate, geranyl chloride","9.14 g (9.3 mmol), 0.83 g (4.8 mmol)",Trisammonium geranyl diphosphate,1.51-1.55 g (85-87%),acetonitrile,room temperature,2 hours,85-87%
volume66article28_1_1,"Paraformaldehyde, phosphoric acid, water, triethyl phosphonoacetate, potassium carbonate","48 g (1.6 mol), 4 mL, 110 mL, 89.6 g (0.4 mol), 60.7 g (0.44 mol)",Ethyl α-(hydroxymethyl)acrylate,38.5-41.6 g,"diethyl ether, brine",35-40°C,1.5 hours,74-80%
volume67article1_1_1,"(±)-1,1'-bi-2-naphthol, phosphorus oxychloride, pyridine, water, hydrochloric acid","100 g (0.35 mol), 73.6 g (0.48 mol), 450 mL, 40 mL, 900 mL",(±)-binaphthylphosphoric acid,114-119 g,pyridine,50-60°C,4-5 days,94-99%
volume67article1_1_2,"racemic binaphthylphosphoric acid, (+)-cinchonine, methanol, water","95.2 g (0.27 mol), 80.4 g (0.27 mol), 985 mL, 420 mL",(S)-(+)- and (R)-(−)-BNP acid,76.6 g,methanol,65-70°C,N/A,"91% p salt, 9% n salt"
volume67article1_1_3,"(+)-BNP acid salt, ethanol, hydrochloric acid","76.6 g, 500 mL, 570 mL",(S)-(+)-BNP acid,26.7 g,ethanol,75-80°C,N/A,56%
volume67article1_1_4,"(−)-BNP acid salt, ethanol, hydrochloric acid","107 g, 700 mL, 790 mL",(R)-(−)-BNP acid,23.3 g,ethanol,75-80°C,N/A,49%
volume67article2_1_1,"(R)-(−)-1,1'-binaphthyl-2,2'-diyl hydrogen phosphate, N,N-dimethylacetamide, dimethyl sulfate, sodium bicarbonate","20.0 g (57.4 mmol), 40 mL, 10.0 mL (105.7 mmol), 10.4 g (123.8 mmol)","(R)-(−)-Methyl 1,1'-binaphthyl-2,2'-diylphosphate",16.4 g (45.2 mmol),"toluene, ethyl acetate",room temperature,overnight,79%
volume67article2_1_2,"crude (R)-(−)-methyl 1,1'-binaphthyl-2,2'-diyl phosphate, Red-Al","14.7 g (40.6 mmol), 27.0 mL (91.8 mmol)","crude (R)-(+)-1,1'-binaphthalene-2,2'-diol",11.4 g,dry toluene,10°C,90 minutes,98%
volume67article2_1_3,"crude (R)-(+)-1,1'-binaphthalene-2,2'-diol",11.4 g,"(R)-(+)-1,1'-binaphthalene-2,2'-diol",9.62 g,toluene,ambient temperature,overnight,92%
volume67article3_1_1,"triphenylphosphine, bromine, 2,2'-dihydroxy-1,1'-binaphthyl","240 g (0.915 mol), 155 g (50 mL, 0.969 mol), 120 g (0.420 mol)","2,2'-Dibromo-1,1'-binaphthyl",90 g,acetonitrile,240-320°C,4-5 days,45%
volume67article3_1_2,"2,2'-dibromo-1,1'-binaphthyl, magnesium turnings, diphenylphosphinyl chloride","20.0 g (50.0 mmol), 2.84 g (0.117 g-atom), 28.4 g (120 mmol)","(±)-2,2'-Bis(diphenylphosphinyl)-1,1'-binaphthyl [(±)-BINAPO]",24.5 g,"tetrahydrofuran, toluene","50-70°C, 75°C",3.5 hours,75%
volume67article3_1_3,"racemic BINAPO, (−)-2,3-O-dibenzoyl-L-tartaric acid monohydrate","10.5 g (16.0 mmol), 6.0 g (16.0 mmol)",(S)-BINAPO,7.2 g,"chloroform, ethyl acetate",reflux,N/A,89%
volume67article3_1_4,(S)-BINAPO,4.5 g (6.9 mmol),(S)-BINAP,4.2 g,xylene,reflux,6 hours,97%
volume67article4_1_1,"chloro-(1,5-cyclooctadiene)rhodium(I) dimer, silver perchlorate, (+)-2,2'-bis(diphenylphosphino)-1,1'-binaphthyl [(+)-BINAP]","0.53 g, 0.45 g, 1.34 g","[(+)-2,2'-Bis(diphenylphosphino)-1,1'-binaphthyl]-(η4-1,5-cyclooctadiene) rhodium(I) perchlorate",2.07 g,acetone,Ambient temperature,18 hours,N/A
volume67article4_1_2,"chloro-(1,5-cyclooctadiene)rhodium(I) dimer, silver perchlorate, (−)-2,2'-bis(diphenylphosphino)-1,1'-binaphthyl [(−)-BINAP]","0.53 g, 0.45 g, 1.34 g","[(−)-2,2'-Bis(diphenylphosphino)-1,1'-binaphthyl] (η4-1,5-cyclooctadiene) rhodium(I) perchlorate",2.02 g,acetone,Ambient temperature,18 hours,N/A
volume67article4_1_3,"[(−)-2,2'-bis(diphenylphosphino)-1,1'-binaphthyl](η4-1,5-cyclooctadiene)rhodium(I) perchlorate, N,N-diethylgeranylamine","373 mg, 83.8 g","(R)-(−)-N,N-Diethyl-(E)-citronellalenamine",78.7 g,tetrahydrofuran,Reflux,21 hours,93.9%
volume67article4_1_4,"[(+)-2,2'-bis(diphenylphosphino)-1,1'-binaphthyl](η4-1,5-cyclooctadiene)rhodium(I) perchlorate, N,N-diethylnerylamine","373 mg, 83.8 g","(R)-(−)-N,N-Diethyl-(E)-citronellalenamine",77.2 g,tetrahydrofuran,Reflux,70 hours,92.1%
volume67article4_1_5,"(R)-(−)-N,N-Diethyl-(E)-citronellalenamine, glacial acetic acid, deionized water","33.4 g, 80 mL, 80 mL",(R)-(+)-Citronellal,22.5 g,ether,"0°C, Room temperature",25 minutes,91.4%
volume67article5_1_1,"myrcene, diethylamine, metallic lithium","13.60 g (74 mmol), 10.29 g (141 mmol), 0.185 g (0.0267 g-atom)","N,N-diethylgeranylamine",12.66-13.28 g,N/A,55°C,5 hours,74-77%
volume67article6_1_1,"isoprene, diethylamine, butyllithium","34 g (0.50 mol), 7.3 g (0.10 mol), 3.7 mL (0.006 mol)","N,N-diethylnerylamine",16.1-18.0 g,diethyl ether,65°C,13 hours,77-86%
volume67article7_1_1,"(S)-valinol, ethyl formate","20.6 g (200 mmol), 16 g (216 mmol)",(S)-N-Formyl-O-tert-butylvalinol,27-36 g,"dioxane, isobutene","reflux, room temperature","1 hour, 3 hours",75-95%
volume67article7_1_2,"N-formyl-O-tert-butylvalinol, 50% aqueous potassium hydroxide solution","26 g (140 mmol), 200 mL","(S)-N,N-Dimethyl-N'-(1-tert-butoxy-3-methyl-2-butyl)formamidine",25.7-27 g,ethanol,reflux,overnight,86-91.5%
volume67article8_1_1,"6,7-dimethoxy-1,2,3,4-tetrahydroisoquinoline, (S)-N,N-dimethyl-N'-(1-tert-butoxy-3-methyl)-2-butylformamidine, toluene, (+)-camphorsulfonic acid","10.0 g (51.7 mmol), 11.5 g (53.7 mmol), 50 mL, 50 mg","6,7-Dimethoxy-1,2,3,4-tetrahydro-2-[(1-tert-butoxy-3-methyl)-2-butyliminomethyl]isoquinoline",18.0 g,toluene,reflux,"24 hours, 2 days",96%
volume67article8_1_2,"formamidine 2, tetrahydrofuran, tert-butyllithium, iodomethane","15.0 g (41.4 mmol), 300 mL, 21 mL, 3 mL","(S)-6,7-Dimethoxy-1-methyl-1,2,3,4-tetrahydroisoquinoline, (−)-salsolidine",5.1-5.3 g,tetrahydrofuran,"-75°C, -100°C","45 minutes, 3 hours",60-63%
volume67article9_1_1,"N,O-dimethylhydroxylamine hydrochloride, methylene chloride, N-Methylpiperidine, Boc-L-leucine hydrate, tetrahydrofuran, methyl chloroformate","39.1 g (0.4 mol), 236 mL, 48.8 mL (0.41 mol), 100 g (0.4 mol), 458 mL, 1.8 L, 31 mL (0.4 mol)",Boc-L-leucine N-methyl-O-methylcarboxamide,100-102 g,methylene chloride,"2°C, -20°C, -12°C, room temperature, 5°C",4 hours,91-93%
volume67article9_1_2,"Boc-L-leucine N-methyl-O-methylcarboxamide, lithium aluminum hydride, anhydrous ethyl ether, potassium bisulfate","N/A, 17.7 g (95% pure, 0.44 mol), 1.5 L, 96.4 g (0.71 mol)",N-tert-Butoxycarbonyl-L-leucinal,69-70 g,anhydrous ethyl ether,"-45°C, -35°C, +5°C, -2°C",1 hour,87-88%
volume67article10_1_1,"succinic anhydride, l-menthol, p-toluenesulfonic acid monohydrate","20 g (0.2 mol), 62.5 g (0.4 mol), 250 mg",(−)-Dimenthyl succinate,66 g,toluene,140°C,24 hours,84%
volume67article10_1_2,"(−)-Dimenthyl succinate, tetrahydrofuran, butyllithium, 2,2,6,6-tetramethylpiperidine","23.7 g (60 mmol), 180 mL, 74.1 mL (126 mmol), 21.3 mL (126 mmol)","(−)-Dimenthyl (1S,2S)-cyclopropane-1,2-dicarboxylate",11.5 g,tetrahydrofuran,-78°C,2 hours,47%
volume67article10_1_3,"(−)-Dimenthyl (1S,2S)-cyclopropane-1,2-dicarboxylate, potassium hydroxide","4.06 g (10 mmol), 20 mL","(+)-(1S,2S)-Cyclopropane-1,2-dicarboxylic acid",1.17 g,methanol/water,60°C,4 hours,90%
volume67article11_1_1,"lithium acetylide-ethylenediamine complex, tetrahydrofuran, tributyltin chloride","24.0 g (0.26 mol), 800 mL, 70.7 g (0.22 mol)",tributylethynylstannane,21.4-24.3 g,N/A,room temperature,18 hours,31-35%
volume67article11_1_2,"tributylethynylstannane, tributyltin hydride","20.6 g (0.066 mol), 23.1 g (0.079 mol)","(E)-1,2-bis(tributylstannyl)ethylene",35.1-36.6 g,N/A,90°C,6 hours,88-92%
volume67article11_1_3,"(E)-1,2-bis(tributylstannyl)ethylene, methyllithium, ethyl chloroformate","26.7 g (0.044 mol), 44.8 mL (0.054 mol), 5.8 g (0.053 mol)",ethyl (E)-3-(tributylstannyl)propenoate,10.2 g,tetrahydrofuran,-78°C,2 hours,59%
volume67article11_1_4,"p-nitrobenzoyl chloride, benzyl(chloro)bis(triphenylphosphine)palladium(II), ethyl (E)-3-(tributylstannyl)propenoate","3.20 g (17.2 mmol), 0.08 g (0.10 mmol), 8.0 g (20.6 mmol)",ethyl (E)-4-(4-nitrophenyl)-4-oxo-2-butenoate,3.42 g,chloroform,50°C,12 hours,80%
volume67article12_1_1,"zinc-copper couple, ethyl 4-iodobutyrate, N,N-dimethylacetamide, methacryloyl chloride","5.6 g (85.5 mmol), 13.8 g (57 mmol), 9 mL, 5.23 g (50 mmol)",ethyl 5-oxo-6-methyl-6-heptenoate,8.0-8.1 g,benzene,"Room temperature, reflux","1 hour, 4.5 hours, 1 hour",87-88%
volume67article13_1_1,"butadiene, palladium acetate, lithium chloride, lithium acetate dihydrate, p-benzoquinone","5.4 g (0.1 mol), 1.68 g (7.5 mmol), 8.4 g (0.2 mol), 20.4 g (0.2 mol), 21.6 g (0.2 mol)",1-Acetoxy-4-chloro-2-butene,9.7-12.0 g,pentane,25°C,26 hours,65-81%
volume67article13_1_2,"1-Acetoxy-4-chloro-2-butene, tetrakis(triphenylphosphine)palladium, diethylamine","8.91 g (0.06 mol), 2.77 g (2.4 mmol), 21.9 g (0.30 mol)",1-Acetoxy-4-diethylamino-2-butene,8.15 g (73%),tetrahydrofuran,Ambient temperature,4 hours,>94% E
volume67article13_1_3,"1-Acetoxy-4-chloro-2-butene, benzylamine","8.91 g (0.06 mol), 19.3 g (0.18 mol)",1-Acetoxy-4-benzylamino-2-butene,9.1-9.9 g (70-76%),acetonitrile,Reflux,2 hours,90:10 E/Z
volume67article14_1_1,"tetrakis(triphenylphosphine)palladium(0), tetrahydrofuran, acetic acid, cyclopentadiene monoepoxide","0.28 g (0.24 mmol), 125 mL, 7.0 mL (7.3 g, 122 mmol), 10.9 g (10.0 g, 122 mmol)",cis-3-acetoxy-5-hydroxycyclopent-1-ene,12.5-13.2 g,tetrahydrofuran,Room temperature,5 min,72-76%
volume67article15_1_1,"copper(I) chloride, palladium(II) chloride, dimethylformamide, water, 2,2-Dimethyl-4-pentenal","32.8 g (0.33 mol), 1.19 g (0.007 mol), 829 mL, 331 mL, 185.6 g (1.66 mol)","2,2-Dimethyl-4-oxopentanal",133.6 g (1.04 mol),ethyl ether,Room temperature,60 hours,62.7%
