Index,Summary
volume61article17_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| cyclododecanone, 1,2-ethanedithiol, p-toluenesulfonic acid monohydrate | 46.5 g (0.26 mol), 24.1 g (21.5 mL, 0.26 mol), 0.75 g (0.004 mol) | 1,4-Dithiaspiro[4.11]hexadecane | 66 g (99%) | toluene | reflux | several hours | N/A |
| 1,4-Dithiaspiro[4.11]hexadecane | 25.8 g (0.10 mol) | Cyclododecyl mercaptan | 17.2-17.9 g (86-90%) | ether | 0°C | overnight | N/A |"
volume61article18_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| diethyl bis(hydroxymethyl)malonate, concentrated aqueous hydrobromic acid | 440 g (2.0 mol), 3540 mL | β,β'-Dibromoisobutyric acid | 332 g (67.5%) | N/A | Reflux | 6 hours | 74-85% |
| β,β'-Dibromoisobutyric acid, commercial methanol, ethylene dichloride, methanesulfonic acid | 61.5 g (0.25 mol), 25 g (0.78 mol), 75 mL, 0.2 mL | Methyl β,β'-dibromoisobutyrate | 48.8 g (75%) | N/A | Reflux | 24 hours | N/A |
| Methyl β,β'-dibromoisobutyrate, triethylamine, benzene | 20 g (0.077 mol), 7.7 g (0.076 mol), 50 mL | Methyl α-(bromomethyl)acrylate | 11.0 g (80%) | benzene | Room temperature, reflux | 1 hour | N/A |"
volume61article19_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| palladium acetate, iodobenzene, 2-methyl-2-propen-1-ol, triethylamine | 0.49 g (2.2 mmol), 20.4 g (100 mmol), 9.0 g (125 mmol), 12.6 g (125 mmol) | 2-methyl-3-phenylpropanal | 12.05 g | acetonitrile | reflux | 11 hours | 82% |"
volume61article20_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| cyclohexene, osmium tetroxide catalyst solution, chloramine-T trihydrate, benzyltriethylammonium chloride, sodium sulfite | 8.2 g (0.1 mol), 10 mL (1 mmol), 35.2 g (0.125 mol), 1.1 g (5 mmol), 14.2 g (0.1 mol) | cis-2-(p-toluenesulfonamido)cyclohexanol | 20.3-22 g | chloroform, distilled water | 55-60°C | 10 hours (reflux for 3 hours) | 75-81.2% |
| 2-methyl-2-pentene, osmium tetroxide catalyst solution, chloramine-T trihydrate, sodium borohydride | 8.4 g (0.1 mol), 10 mL (1 mmol), 35.2 g (0.125 mol), 1.1 g (0.03 mol) | 2-methyl-3-(p-toluenesulfonamido)-2-pentanol | 13.8-14.9 g | tert-butyl alcohol | 55-60°C (room temperature for 1 hour) | 20 hours | 51-55% |"
volume61article21_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| ethyl carbamate, tert-butyl hypochlorite, sodium hydroxide, silver nitrate, (E)-stilbene, OsO4, water | 13.36 g (0.15 mol), 16.9 mL (16.2 g, 0.15 mol), 75 mL, 26.33 g (0.1 mol), 18.23 g (0.1 mol), 10 mL, 8.1 mL (0.45 mol) | ethyl threo-1-(2-hydroxy-1,2-diphenylethyl)carbamate | 18.6-19.8 g | methanol, acetonitrile, tert-butyl alcohol | ice bath, room temperature, reflux | 15 minutes, 18 hours, 3 hours | 66-69% |"
volume61article22_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| quinoline N-oxide dihydrate | 12 g (0.066 mol) | 3,1-benzoxazepine | 4.7-4.8 g | benzene, cyclohexane | Boiling, room temperature | 2.5-3 hours | 49-50% |"
volume61article23_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| p,α,α-tribromoacetophenone, triethylamine, trans,trans,trans-1,5,9-cyclododecatriene | 50.6 g (0.50 mol), 50.6 g (0.50 mol), 81 g (0.50 mol) | cis,trans-Perhydro-9b-boraphenalene | 6.27 g | THF, diglyme | 130-140°C, 200°C | 2 hours, 6 hours | 83% |
| cis,trans-Perhydro-9b-boraphenalene | 6.27 g | cis,cis,trans-2-(Perhydro-9'b-phenalyl)-1,3,2-dioxaborole | 19.4 g | THF | 150°C | 2 hours | N/A |
| cis,cis,trans-2-(Perhydro-9'b-phenalyl)-1,3,2-dioxaborole | 19.4 g | cis,cis,trans-Perhydro-9b-phenalenol | 10.9 g | THF, ethanol | 50°C | 2 hours | 71.7% |"
volume61article24_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| ( + )-limonene, phenol, concentrated sulfuric acid | 20.0 g (147 mmol), 5.0 g (53 mmol), 5 drops | cis- and trans-p-menth-8-en-1-yl methyl ether | 12.8-13.2 g | anhydrous methanol | N/A | 48 hours | 52-53% |"
volume61article25_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| androstanolone, boron trifluoride etherate, anhydrous phosphoric acid, isobutene | 4.10 g (14 mmol), 0.125 mL, 0.053 mL, N/A | (R)-alcohol 3c | 6.27 g | dichloromethane | -20°C, 25°C | 4 hours | 86% |
| 17β-tert-butoxy-5α-androstan-3-one, diisopropylamine, butyllithium, N,N,N',N'-Tetramethyldiamidophosphorochloridate | 1.61 g (4.6 mmol), 1.17 mL (8.4 mmol), 7.4 mmol, 5.83 mL (0.038 mol) | 17β-tert-butoxy-5α-androst-2-ene | 1.0 g | THF, DMPU | -20°C, 25°C, reflux | 2 hours, 4 hours, overnight | 67% |"
volume61article26_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| zinc powder, cuprous chloride, chlorotrimethylsilane, ethyl bromoacetate | 97.5 g (1.5 mol), 14.9 g (0.15 mol), 109 g (128 mL, 1.0 mol), 184 g (123 mL, 1.1 mol) | Ethyl trimethylsilylacetate | 101-108 g | benzene | reflux | 1 hour | 63-74% |
| dried tetrabutylammonium fluoride hydrate, ethyl trimethylsilylacetate, 3-pentanone | 1.5 g (ca. 6 mmol), 38.4 g (0.240 mol), 17.2 g (0.200 mol) | (Z)-3-Trimethylsiloxy-2-pentene | 21.9-24.1 g | tetrahydrofuran, pentane | 0°C | 2-4 hours | 69-76% |"
volume61article27_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Cyclooctanecarboxaldehyde, piperidine | 12.5 g (0.089 mol), 8.35 g (0.098 mol) | 1-(Cyclooctylidenemethyl)piperidine | 17.30 g (0.084 mol) | toluene | reflux | 6 hours | 93.6% |
| Absolute ethanol, 1-(cyclooctylidenemethyl)piperidine, methyl vinyl ketone | 460 mL, 17.3 g (0.084 mol), 6.44 g (0.092 mol) | Spiro[5.7]tridec-1-en-3-one | 7.05-7.75 g | ethanol | reflux | 20 hours, 8 hours, 15 hours | 44-49% |
| Spiro[5.7]tridec-1-en-3-one, 2,3-dichloro-5,6-dicyano-1,4-benzoquinone | 3.63 g (0.0189 mol), 8.90 g (0.0392 mol) | Spiro[5.7]trideca-1,4-dien-3-one | 2.65 g | dioxane | reflux | 6 hours | 73.7% |"
volume61article28_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| thallium(I) ethoxide, 2-methylpropane-2-thiol | 47.2 g (0.189 mol), 19.2 g (24 mL, 0.213 mol) | Thallium(I) 2-methylpropane-2-thiolate | 48.5-51.2 g | benzene | N/A | 1 hour | 90-95% |
| cyclohexanecarboxylic acid chloride, thallium(I) 2-methylpropane-2-thiolate | 4.38 g (0.030 mol), 8.82 g (0.031 mol) | S-tert-Butyl cyclohexanecarbothioate | 5.36-5.44 g | ether | room temperature | 2 hours | 90-91% |
| cholic acid, triethylamine, diethyl phosphorochloridate, thallium(I) 2-methylpropane-2-thiolate | 4.90 g (0.0120 mol), 1.33 g (0.0131 mol), 2.18 g (0.0127 mol), 3.90 g (0.0133 mol) | S-tert-Butyl 3α,7α,12α-trihydroxy-5β-cholane-24-thioate | 3.5 g | tetrahydrofuran | room temperature | overnight | 70% |"
volume61article29_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2,4,6-triisopropylbenzenesulfonylhydrazide, d-camphor, acetonitrile, hydrochloric acid | 66.0 g (0.22 mol), 30.4 g (0.20 mol), 100 mL, 20.0 mL | d-Camphor 2,4,6-triisopropylbenzenesulfonylhydrazone | 60.8-63.4 g | acetonitrile | N/A | overnight | 70-73% |
| d-camphor 2,4,6-triisopropylbenzenesulfonylhydrazone, hexane, tetramethylethylenediamine, sec-butyllithium, butyl bromide | 40.0 g (0.092 mol), 200 mL, 200 mL, 158 mL (0.20 mol), 15.2 g (0.11 mol) | 2-Butylbornene | 8.9-9.4 g | hexane, tetramethylethylenediamine | -55°C, room temperature | 2 hours, overnight | 50-53% |"
volume61article30_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Triethylamine, zinc chloride, 4-methoxy-3-buten-2-one, chlorotrimethylsilane | 575 g (5.7 mol), 10.0 g (0.07 mol), 250 g (2.50 mol), 542 g (5.0 mol) | 1-methoxy-3-trimethylsiloxy-1,3-butadiene | 245 g | benzene | 43°C | 12 hours | 46% |
| 1-methoxy-3-trimethylsiloxy-1,3-butadiene, maleic anhydride | 3.00 g (0.174 mol), 980 mg (0.01 mol) | 5β-Methoxycyclohexan-1-one-3β,4β-dicarboxylic acid anhydride | 1.75 g | tetrahydrofuran, hydrochloric acid, chloroform | Room temperature | 15 minutes | 90% |"
volume62article1_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| cuprous bromide-dimethyl sulfide complex, ether, butyllithium | 10.8 g (0.0525 mol), 100 mL, 0.10 mol | ether solution of lithium dibutylcuprate | N/A | N/A | -50°C | N/A | N/A |
| lithium dibutylcuprate, acetylene | N/A | lithium di(Z-hexenyl)cuprate | N/A | N/A | -25°C | 30 min | N/A |
| iodine, tetrahydrofuran | 26.7 g (0.105 mol), 30 mL | Z-iodohexene | 13.5-15.5 g | N/A | -10°C | 10 min | 65-75% |"
volume62article2_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1-decene, palladium chloride, cuprous chloride | 4.2 g (30 mmol), 0.53 g (3 mmol), 2.97 g (30 mmol) | 2-decanone | 3.0-3.4 g | aqueous dimethylformamide | Room temperature | 24 hours | 65-73% |"
volume62article3_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| dimethyl carbonate, sodium hydride, cyclohexanone | 18.02 g (0.20 mol), 6.12 g (0.25 mol), 7.80 g (0.080 mol) | methyl 2-oxocyclohexanecarboxylate | 9.8-10.8 g | tetrahydrofuran | reflux | 30 min | 79-87% |
| sodium hydride, methyl 2-oxocyclohexanecarboxylate, diethyl chlorophosphate | 1.58 g (0.0329 mol), 4.68 g (0.0300 mol), 4.5 mL (5.37 g, 0.031 mol) | methyl 2-(diethylphosphoryloxy)-1-cyclohexene-1-carboxylate | 8.18-8.63 g | anhydrous ether | 0°C | 3 hours | N/A |
| copper(I) iodide, methyllithium, enol phosphate | 8.03 g (0.042 mol), 92.7 mL (0.084 mol), 8.18-8.63 g (ca. 0.028-0.030 mol) | methyl 2-methyl-1-cyclohexene-1-carboxylate | 3.99-4.17 g | diethyl ether | -23°C | 3 hours | 86-90% |"
volume62article4_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| lead tetraacetate, dichloroacetic acid, anisole | 50 g (0.11 mol), 140 g (1.09 mol), 16 g (0.15 mol) | p-Methoxyphenyllead triacetate | 20-22 g | chloroform | 25°C | N/A | 35-40% |
| p-methoxyphenyllead triacetate, pyridine, ethyl 2-oxocyclohexanecarboxylate | 22.2 g (45 mmol), 10.8 g (135 mmol), 7.0 g (41 mmol) | Ethyl 1-(p-methoxyphenyl)-2-oxocyclohexanecarboxylate | 9.4 g | chloroform | 40°C | 24 hours | 82% |"
volume62article5_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| dichlorobis(η5-cyclopentadienyl)zirconium, 1-buten-3-yne, trimethylalane | 7.01 g (24 mmol), 12.48 g (120 mmol), 120 mL (240 mmol) | (E)-(2-methyl-1,3-butadienyl)dimethylalane | N/A | 1,2-dichloroethane, xylene, toluene | Room temperature | 12 hours | N/A |
| (E)-(2-methyl-1,3-butadienyl)dimethylalane, geranyl chloride, tetrakis(triphenylphosphine)palladium | N/A | (3E, 6E)-3,7,11-Trimethyl-1,3,6,10-dodecatetraene (α-farnesene) | 16.70 g (83% based on geranyl chloride) | dry tetrahydrofuran | Room temperature | 6 hours | 83% |"
volume62article6_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| erythro-α,β-dibromo-β-phenylpropionic acid, sodium azide, N,N-dimethylformamide | 30.8 g (0.100 mol), 13.0 g (0.200 mol), 500 mL | (Z)-β-bromostyrene | 13.5-13.9 g | ether, water | Room temperature | 8 hours | 74-76% |
| N,N-dimethylaniline, butyllithium | 18.2 g (0.150 mol), 33.4 mL (0.050 mol) | 2-(N,N-Dimethylamino)phenyllithium | N/A | N/A | Reflux | 20 hours | N/A |
| palladium chloride, triphenylphosphine, benzene, methyllithium, (Z)-β-bromostyrene | 0.433 g (0.0025 mol), 2.62 g (0.010 mol), 300 mL, 4.25 mL (0.0060 mol), 9.15 g (0.050 mol) | (Z)-β-[2-(N,N-Dimethylamino)phenyl]styrene | 7.4-7.5 g | benzene | Reflux | 30 minutes | 66-67% |"
volume62article7_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| magnesium turnings, ethyl ether, allyl bromide | 18.3 g (750 mmol), 100 mL, 45.5 g (375 mmol) | trans-2-(2-Propenyl)cyclopentanol | 19.8-23.0 g | ethyl ether | Ambient temperature | Several hours | 78-91% |
| trans-2-(2-propenyl)cyclopentanol, triphenylphosphine, phthalimide, diethyl azodicarboxylate | 20.0 g (158 mmol), 41.5 g (158 mmol), 23.3 g (158 mmol), 27.5 g (158 mmol) | cis-2-(2-Propenyl)cyclopentylamine | 11.8-12.5 g | tetrahydrofuran | Room temperature | 2 days | 60-63% |
| cis-2-(2-propenyl)cyclopentylamine, pyridine, p-toluenesulfonyl chloride | 8.00 g (64 mmol), 50 mL, 12.58 g (66 mmol) | cis-N-Tosyl-3-methyl-2-azabicyclo[3.3.0]oct-3-ene | 12.7-13.9 g | ethyl acetate | 0°C | Overnight | 71-78% |"
volume62article8_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| butyllithium, 2-methyl-2-propen-1-ol, tetramethylethylenediamine, chlorotrimethylsilane | 836 mL (1.07 mol), 34 mL (29.14 g, 0.404 mol), 160 mL, 230 mL (1.81 mol) | 2-(Trimethylsiloxymethyl)allyltrimethylsilane, 2-(Hydroxymethyl)allyltrimethylsilane | 45.8 g (52%), 10.95 g (78%) | hexane, ether, tetrahydrofuran, chlorotrimethylsilane, aqueous sulfuric acid | Room temperature, -30°C | 39 hours, 5 minutes, 15 minutes, 1.5 hours | 52%, 78% |"
volume62article9_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 3-buten-2-one, 4-chlorobenzenediazonium chloride | 5.7 mL (0.066 mol), 0.044 mol | 4-(4-chlorophenyl)butan-2-one | 5.2-6.0 g | 15% aqueous titanium trichloride, N,N-Dimethylformamide, ether | 0-5°C, room temperature | 1.5 hours | 65-75% |"
