Index,Summary
0,
volume16article1_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
| phenylacetic acid, cinnamic aldehyde, litharge, acetic anhydride | 150 g (1.1 moles), 147 g (1.1 moles), 122 g, 155 cc | 1,4-diphenylbutadiene | 52-57 g | benzene, ethyl alcohol | Boiling | 5 hours | 23-25% |"
volume16article10_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| glycerol α,γ-dichlorohydrin, calcium hydroxide, water | 1350 g (10.5 moles), 840 g (10 moles), 840 cc | Epichlorohydrin | 650-700 g | water | 40-50 mmHg, 10 mmHg, gradually raised to 95-100°C | 15 minutes | 67-72% |
| glycerol α,γ-dibromohydrin, calcium hydroxide, water | 2140 g (9.8 moles), 800 g (9.5 moles), 1.5 L | Epibromohydrin | 1130-1200 g | water | Reduced pressure | N/A | 84-89% |"
volume16article11_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Ethyl oxalate, ethyl phenylacetate, sodium | 146 g (1 mole), 175 g (1.06 moles), 23 g (1 gram atom) | Ethyl phenylmalonate | 189-201 g | absolute ethyl alcohol | 60°C | 5-6 hours | 80-85% |"
volume16article12_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| n-dodecyl bromide, potassium cyanide, potassium hydroxide, ethyl alcohol, hydrochloric acid | 872 g (3.5 moles), 278 g (3.85 moles), 670 g, 2.5 l, 1.5 l | ETHYL n-TRIDECYLATE | 685-710 g | ethyl alcohol, water | reflux | 15 hours, 15 hours, 30 hours, 24 hours | 81-84% |"
volume16article13_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| heptaldehyde, potassium permanganate, sulfur dioxide | 342 g (3 moles), 340 g (2.15 moles), N/A | n-heptanoic acid | 296-305 g | water | 15-20°C | N/A | 76-78% |"
volume16article14_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| magnesium turnings, n-amyl bromide, ethyl orthoformate | 30 g (1.25 gram atoms), 5 cc (6 g), 183 g (total, 189 g; 1.25 moles), 148 g (1 mole) | n-hexaldehyde | 45-50 g | dry ether | reflux | 6 hours | 45-50% |"
volume16article15_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| propiophenone, sodium nitrite, methyl alcohol, water, sulfuric acid, hydrogen chloride | 469 g (3.5 moles), 290 g (4 moles), 180 cc (142 g, 4.5 moles), 170 cc, 455 cc, N/A | isonitrosopropiophenone | 315-335 g | ethyl ether | N/A | overnight | 65-68% |"
volume16article16_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Phenylacetic acid, glacial acetic acid | 136 g (1 mole), 120 cc (120 g, 2 moles) | Methyl benzyl ketone | 74-87 g | Carbon dioxide, glacial acetic acid | 430-450°C | 12-15 hours | 55-65% |"
volume16article16_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| α-phenylacetoacetonitrile, concentrated sulfuric acid | 188-206 g (1.2-1.3 moles), 350 cc | Methyl benzyl ketone | 125-150 g | water, ether | -10°C, 0°C, boiling water bath | 2 hours | 77-86% |"
volume16article17_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| powdered hydrazine sulfate, aqueous ammonia, benzaldehyde | 240 g (1.85 moles), 230 cc (207 g, 3.4 moles), 440 cc (460 g, 4.35 moles) | Benzalazine | 350-360 g | water | N/A | 2 hours | 91-94% |
| benzalazine, dimethylsulfate, dry benzene | 200 g (0.96 mole), 100 cc (133 g, 1.05 moles), 350 cc | Methylhydrazine Sulfate | 105-110 g | benzene | Reflux | 5 hours | 76-80% |"
volume16article18_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| p-nitrotoluene, bromine | 300 g (2.2 moles), 368 g (118 cc, 2.3 moles) | p-nitrobenzyl bromide | 250-280 g | ligroin | 145-150°C | 10 minutes | 53-59% |"
volume16article19_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 4-nitrophthalimide, sodium hydroxide, nitric acid | 80 g (0.416 mole), 26.6 g (0.66 mole), 70 cc (100 g, 1.1 moles) | 4-nitrophthalic acid | 85-87 g | water | Boiling | 10 minutes, 3 minutes | 96-99% |"
volume16article20_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| phthalimide, fuming nitric acid, sulfuric acid | 200 g (1.36 moles), 240 cc (5.7 moles), 1.4 l | 4-nitrophthalimide | 136-140 g | water, ethyl alcohol | 10-15°C, room temperature | overnight | 52-53% |"
volume16article21_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Ethyl malonate, heptyl bromide, sodium, potassium hydroxide, hydrochloric acid | 800 g (5 moles), 913 g (5.1 moles), 115 g (5 gram atoms), 775 g (12.5 moles), 1350 cc (15.5 moles) | Pelargonic acid | 525-590 g | butyl alcohol, water | 80-90°C, reflux | 4-5 hours | 66-75% |"
volume16article22_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Phenanthrene, concentrated sulfuric acid, sodium hydroxide, potassium chloride | 500 g (2.8 moles), 327 cc (600 g, 5.8 moles), 400 g, N/A | Sodium 2- and 3-sulfonates, barium 2-phenanthrenesulfonate, potassium 3-phenanthrenesulfonate | 150-200 g, 180-210 g, 200-220 g | water | 120-125°C | 3.5 hours | 17-21%, 24-26% |"
volume16article23_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| naphthalene, potassium permanganate, sodium hydroxide, hydrochloric acid, sodium bisulfite | 32 g (0.25 mole), 212 g (1.34 moles), 500 cc, 150 cc, 50 g | Phthalaldehydic acid | 15-15.5 g | water, benzene | Boiling, room temperature | 1.5 hours, 30-45 minutes, N/A | 40-41% |"
volume16article24_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| zinc dust, copper sulfate, sodium hydroxide, phthalimide | 180 g (2.75 gram atoms), 1 g, 400 g (327 cc), 147 g (1 mole) | phthalide | 90-95 g | water | 5°C | 30 minutes, 3 hours, 1 hour | 67-71% |"
volume16article25_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2 per cent sulfuric acid, vanadium pentoxide, hydroquinone, sodium chlorate | 1 l, 0.5 g, 110 g, 60 g | Quinone | 86-90 g (99-104 g total) | N/A | 40°C | 3.5-4 hours | 92-96% |"
volume16article26_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| succinic acid, aqueous ammonia | 236 g (2 moles), 270 cc (243 g, 4 moles) | Succinimide | 163-164 g | N/A | 97-102°C | N/A | 82-83% |"
volume16article27_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| palladium metal, aqua regia, sodium nitrate, distilled water | 2.2 g (0.02 gram atom), N/A, 55 g, N/A | Palladous oxide | 2.3-2.4 g | N/A | 270-280°C | 30 minutes | 91-95% |
| furan, palladous oxide, hydrogen | 10 g, 0.2 g, N/A | Tetrahydrofuran | 114-118 g | N/A | N/A | 15-20 hours | 90-93% |"
volume16article28_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 36% formaldehyde solution, concentrated hydrochloric acid | 326 g (3.9 moles), 700 cc | sym.-Trithiane | 165-169 g | benzene | N/A | 12-24 hours | 92-94% |"
volume17article1_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Citric acid monohydrate, concentrated sulfuric acid, water | 210 g (1 mole), 210 g (115 cc, 2 moles), 105 cc | Aconitic acid | 50-60 g | glacial acetic acid | 140-145°C | 7 hours | 41-44% |"
volume17article2_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Potassium phthalimide, γ-chlorobutyronitrile | 100 g (0.54 mole), 52 g (0.5 mole) | γ-aminobutyric acid | 24-32 g | distilled water, concentrated sulfuric acid, barium carbonate, barium hydroxide, absolute alcohol | 150-180°C | 1.5 hours, 3 hours, reflux for 2 hours | 47-62% |"
volume17article3_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2-ketohexamethylenimine, hydrochloric acid | 50 g (0.44 mole), 45 cc | ε-aminocaproic acid | 52.5-53.5 g | water | Boiling | 1 hour | 90-92% |"
volume17article4_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| nitroso-β-naphthol, sodium hydroxide, sodium hydrosulfite, hydrochloric acid | 240 g (1.39 moles), 1.5 l, 600 g, 500 cc | 1,2-aminonaphthol hydrochloride | 180-200 g | water | 35-40°C | 2 hours | 66-74% |"
volume17article4_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sulfanilic acid dihydrate, sodium carbonate, sodium nitrite, hydrochloric acid | 105 g (0.5 mole), 26.5 g (0.25 mole), 37 g (0.54 mole), 106 cc (1.25 moles) | p-benzenediazonium sulfonate | N/A | water | 15°C | 15-25 minutes | N/A |
| β-naphthol, sodium hydroxide | 72 g (0.5 mole), 110 g (2.75 moles) | Orange II | N/A | water | 5°C | 1 hour | N/A |
| Orange II | N/A | 1,2-Aminonaphthol Hydrochloride | 70-83 g | water | 45-50°C | N/A | 72-85% |"
volume17article5_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sulfanilic acid dihydrate, α-naphthol, sodium hydroxide, sodium hydrosulfite, stannous chloride dihydrate, hydrochloric acid | 105 g (0.5 mole), 72 g (0.5 mole), 110 g (2.75 moles), 230 g, 2 g, 63 cc | 1,4-aminonaphthol hydrochloride | 70-73 g | water | 25°C, 45-50°C, 70°C, boiling | 1 hour, N/A, N/A, 5-10 minutes | 72-75% |"
volume17article6_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Anthranilic acid, glacial acetic acid, potassium cyanate, sodium hydroxide | 20 g (0.146 mole), 11 cc (11.6 g, 0.19 mole), 15 g (0.185 mole), 200 g (5 moles) | Benzoylene urea | 19.5-20.5 g | water | Room temperature | Overnight | 82-87% |"
volume17article7_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| bromine, sulfur, paraldehyde | 720 g (230 cc, 4.5 moles), 1.5 g, 69 g (69 cc, 0.52 mole) | bromal | 220-240 g | N/A | 60-80°C | 2 hours | 52-57% |"
volume17article8_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| p-bromotoluene, bromine | 100 g (0.58 mole), 197 g (61.8 cc, 1.23 moles) | p-bromobenzaldehyde | 65-75 g | N/A | 105-150°C | N/A | 60-69% |"
volume17article9_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2,4-dihydroxybenzoic acid, bromine | 46.2 g (0.3 mole), 48 g (15 cc, 0.3 mole) | 2,4-dihydroxy-5-bromobenzoic acid | 40-44 g | glacial acetic acid | 30-35°C | several hours | 57-63% |
| 2,4-dihydroxy-5-bromobenzoic acid | 30 g | 4-bromoresorcinol | 22-22.5 g | water | reflux | 24 hours | 90-92% |"
volume17article10_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Cyclohexene | N/A | 1,3-Butadiene | 25-30 g per hour | N/A | Boiling | N/A | 65-75% |"
volume17article11_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sodium, ethyl adipate | 23 g (1 gram atom), 202 g (1 mole) | 2-carbethoxycyclopentanone | 115-127 g | dry toluene | 100-115°C | 5 hours | 74-81% |"
volume17article12_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| α-cellobiose octaacetate, sodium, methyl alcohol | 68 g (0.1 mole), 0.25 g (0.01 gram atom), 300 cc | Cellobiose | 31 g | methyl alcohol, water | Room temperature | 1 hour | 94% |"
volume17article13_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Acetic anhydride, sulfuric acid, absorbent cotton | 400 cc, 36 cc, 20 g (added in 5 portions) | α-cellobiose octaacetate | 61-65 g | water, methyl alcohol, chloroform | 60°C (water bath), 35°C (oven), 0°C | 7 days (oven), 1-2 hours (crystallization) | 35-37% |"
volume17article14_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sodium, absolute alcohol, acetone, ethyl oxalate | 46 g (2 gram atoms), 600 cc, 58 g, 150 g, 160 g | Chelidonic acid | 140-145 g | alcohol | 110°C | 20 hours | 76-79% |"
volume17article15_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| dihydrocholesterol, crystalline sodium dichromate, glacial acetic acid, concentrated sulfuric acid | 50 g (0.13 mole), 68 g (0.23 mole), 50 cc, 90 cc | cholestanone | 41.5-42 g | benzene, water, alcohol | 25-30°C | 6 hours | 83-84% |"
volume17article16_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Cholesterol, glacial acetic acid, platinum oxide | 100 g (0.26 mole), 300 cc, 0.5 g | Dihydrocholesterol | 75-80 g | glacial acetic acid | 65-75°C | 2-4 hours | 75-80% |"
volume17article16_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Cholesteryl acetate, platinum oxide | 5 g, 0.1 g | Dihydrocholesterol | 12-14 g | ether, glacial acetic acid | Room temperature | 10-50 minutes | N/A |"
volume17article17_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| magnesium turnings, ethyl bromide, 2,4-dimethylpyrrole, ethyl chloroformate | 13 g (0.53 gram atom), 60 g (42 cc, 0.55 mole), 40 g (0.42 mole), 58 g (51 cc, 0.53 mole) | 2,4-dimethyl-5-carbethoxypyrrrole | 40-41 g | ether | reflux, steam bath, room temperature | 1/2 hour, 1 1/2 hours, overnight | 57-58% |"
volume17article18_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| benzalacetophenone, aluminum chloride | 120 g (0.58 mole), 160 g (1.2 moles) | β,β-Diphenylpropiophenone | 125-140 g | benzene | 10-20°C | N/A | 76-85% |"
volume17article19_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sodium, ethyl alcohol, ethyl propionate, ethyl oxalate | 69 g (3 gram atoms), 138 g (175 cc, 3 moles), 306 g (3 moles), 438 g (3 moles) | Ethyl ethoxalylpropionate | 363-425 g | ether | Ice-water bath | Several hours | 60-70% |"
volume17article20_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| ethyl ethoxalylpropionate | 345 g (1.7 moles) | ethyl methylmalonate | 288 g | N/A | 130-150°C, reflux | N/A | 97% |"
volume17article20_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sodium, ethyl alcohol, ethyl malonate, methyl bromide | 46 g (2 gram atoms), 1 L, 320 g (2 moles), 200 g (2.1 moles) | ethyl methylmalonate | 275-290 g | ethyl alcohol | Boiling | 4 hours | 79-83% |"
volume17article21_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| tetrachloroethylene, chloroform, anhydrous aluminum chloride | 166 g (103 cc, 1 mole), 300 g (200 cc, 2.5 moles), 27 g (0.2 mole) | unsym.-heptachloropropane | 250-266 g | N/A | reflux | 15 hours | 88-93% |"
volume17article22_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| cyclohexanone oxime | 120 g (1.06 moles) | 2-ketohexamethylenimine | 71-78 g | chloroform | 0°C | N/A | 59-65% |"
volume17article23_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| urea, ethyl acetoacetate, absolute alcohol, concentrated hydrochloric acid | 80 g (1.33 moles), 160 g (155 cc, 1.23 moles), 25 cc, 10 drops | 6-methyluracil | 110-120 g | water | 95°C, 65°C | 5-7 days | 71-77% |"
volume17article24_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sodium hydroxide, chlorine, methyl β-naphthyl ketone | 184 g (4.6 moles), N/A, 85 g (0.5 mole) | β-naphthoic acid | 75-76 g, 9 g | water, alcohol | 55-70°C | 30-40 minutes, 30 minutes | 87-88% |"
volume17article25_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1,2-aminonaphthol hydrochloride, ferric chloride hexahydrate, hydrochloric acid | 80 g (0.41 mole), 240 g (0.89 mole), 5 cc | 1,2-naphthoquinone | 60-61 g | water | Room temperature | N/A | 93-94% |"
volume17article26_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| pentaerythritol, phosphorus tribromide | 125 g (0.92 mole), 500 g (175 cc, 1.85 moles) | pentaerythrityl bromide | 245-270 g | water, ethyl alcohol | 170-180°C | 20 hours | 69-76% |
| sodium iodide, ethyl methyl ketone, pentaerythrityl bromide | 100 g (0.67 mole), 300 cc (240 g), 50 g (0.13 mole) | pentaerythrityl iodide | 66-73 g | water, 95% alcohol | reflux | 48 hours | 89-98% |"
volume17article27_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| ammonium formate, acetophenone, sodium hydroxide | 250 g (4 moles), 150 g (1.25 moles), 125 g | α-phenylethylamine | 90-100 g | water, benzene | 150-185°C | 6-7 hours | 60-66% |"
volume17article28_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| l-malic acid, dl-α-phenylethylamine | 100 g (0.75 mole), 120 g (1 mole) | d-α-phenylethylamine-l-malate | 80-90 g | water | N/A | Several hours | 63-70% |
| d-α-phenylethylamine-l-malate | N/A | d-α-phenylethylamine | 35-40 g | benzene | N/A | N/A | 92-94% |
| dl-α-phenylethylamine | N/A | l-α-phenylethylamine-d-tartrate | 75-80 g | water | N/A | N/A | N/A |
| l-α-phenylethylamine-d-tartrate | N/A | l-α-phenylethylamine | 32-42 g | benzene | N/A | N/A | 94-96% |"
volume17article29_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Tetrahydrofuran | 114 g (1.58 moles) | Tetramethylene chlorohydrin | 93-98 g | N/A | Boiling | 5 hours | 54-57% |"
volume17article30_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Magnesium turnings, absolute alcohol, carbon tetrachloride, ethyl malonate, ethyl chloroformate | 25 g (1.03 gram atoms), 25 cc, 1 cc, 160 g (151 cc), 100 cc | Tricarbethoxymethane | 204-215 g | absolute alcohol, ether | Gentle heating, steam bath | N/A | 88-93% |"
