Index,Summary
volume1article1_10,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Ethyl alcohol, red phosphorus, yellow phosphorus, bromine | 363 g (7.5 moles), 25 g, 15 g (1.29 gram atoms), 377 g (121 cc, 2.36 moles) | Ethyl bromide | 420-465 g | N/A | Reflux (100-110°C) | 3 hours | 82-90% |"
volume1article1_11,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| iso-propyl alcohol, red phosphorus, yellow phosphorus, bromine | 180 g (228 cc, 3.0 moles), 6 g, 4 g (0.3 gram atom), 135 g (43.2 cc, 0.84 mole) | iso-propyl bromide | 143-152 g | N/A | 85-95°C | 3 hours | 69-73% |"
volume1article1_12,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| n-propyl alcohol, red phosphorus, yellow phosphorus, bromine | 180 g (224 cc, 3.0 moles), 6 g, 4 g (0.3 gram atom), 135 g (43.2 cc, 0.84 mole) | n-propyl bromide | 170-186 g | N/A | 125-140°C | 3 hours | 82-90% |"
volume1article1_13,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| n-butyl alcohol, red phosphorus, yellow phosphorus, bromine | 138 g (170 cc, 1.86 moles), 6 g, 4 g (0.3 gram atom), 94 g (30.1 cc, 0.58 mole) | n-butyl bromide | 145-150 g | N/A | 175-210°C | 1 hour | 90-93% |"
volume1article1_14,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| N/A | N/A | sec.-Butyl bromide | 135-137 g | N/A | 140-150°C | N/A | 84-85% |"
volume1article1_15,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| red phosphorus, bromine, tert-butyl alcohol | 5 g (0.16 gram atom), 47 g (15 cc, 0.29 mole), 69 g (0.93 mole) | tert.-butyl bromide | 32-34 g | N/A | 70-80°C | 1.5-2 hours | 39-42% |"
volume1article2_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Glycerol, formic acid | 2 kg (1587 cc, 21.7 moles), 700 g (585 cc, 12.9 moles) | Allyl alcohol | 570-590 g | Water | 195-260°C | 1-1.5 days | 45-47% |"
volume1article3_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Phosphorus pentachloride, sodium benzenesulfonate | 250 g (1.2 moles), 450 g (2.5 moles) | Benzene sulfonyl chloride | 330-360 g | N/A | 170-180°C | 15 hours | 75-80% |
| Sodium benzenesulfonate, phosphorus oxychloride | 270 g (1.5 moles), 180 g (1.17 moles) | Benzene sulfonyl chloride | 195-230 g | N/A | N/A | N/A | 74-87% |"
volume1article3_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| chlorosulfonic acid, benzene | 3.5 kg (2 l, 30 moles), 780 g (888 cc, 10 moles) | benzene sulfonyl chloride | 1320-1360 g | carbon tetrachloride | 20-25°C | 1 hour | 75-77% |"
volume1article4_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Benzoin, sodium hydroxide, sodium bromate (or potassium bromate) | N/A | Benzilic acid | 450-484 g | water | Steam bath | 5-6 hours | 84-90% |"
volume1article5_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| benzaldehyde, sodium cyanide | 500 g (476 cc, 4.7 moles), 50 g | benzoin | 450-460 g | 95% alcohol, water | Boiling | 30 minutes | 90-92% |"
volume1article6_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| naphthalene, bromine | 512 g (4 moles), 707 g (220 cc., 4.4 moles) | α-bromonaphthalene, dibromonaphthalene | 600-620 g, 30 g | carbon tetrachloride | Gentle boiling on steam bath | 12-15 hours (6 hours for hydrogen bromide evolution) | 72-75% |"
volume1article7_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| phenol, bromine | 1 kg (10.6 moles), 1702 g (546 cc, 10.7 moles) | p-bromophenol | 1475-1550 g | carbon disulfide | Below 5°C | 2 hours | 80-84% |"
volume1article8_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Acetone | 1190 g (1500 cc, 20.5 moles) | Diacetone alcohol | 850 g | N/A | Steam bath or oil bath | 95-120 hours | 71% |"
volume1article9_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Dry corn cobs, sulfuric acid, salt | 1.5 kg, 5 L, 2 kg | Furfural | 165-200 g | water | N/A | 5-10 hours | N/A |"
volume1article10_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Crude diacetone alcohol, iodine | 1100 g (9.5 moles), 0.1 g | Mesityl oxide | 650 g | N/A | 56-131°C | 5 hours (first distillation), 1 hour (redistillation) | 65% |"
volume1article11_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Iodoform, sodium arsenite solution | 1 kg (2.5 moles), 500 cc | Methylene iodide | 610-660 g | water | 60-65°C | 1 hour | 90-97% |"
volume1article12_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Castor oil, sodium hydroxide, water | 1900 g (6.4 moles), 500 g (12.5 moles), 300 cc | Methylhexylcarbinol | 190-200 g | water | N/A | 12 hours | 23-25% |
| Castor oil, sodium hydroxide, water | 11.2 kg (37.6 moles), 2900 g (73 moles), 5800 g | Methylhexylcarbinol | 1854-1955 g | water | N/A | 48-72 hours | 40-42% |"
volume1article13_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Crystallized oxalic acid | 2 kg (15.9 moles) | Anhydrous oxalic acid | >90% of theoretical amount | carbon tetrachloride | N/A | 18-24 hours | >90% |"
volume1article13_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| hydrated oxalic acid | 100 g | anhydrous oxalic acid | 69-70 g | N/A | 98-99°C | 2 hours | 96-98% |"
volume1article14_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Cracked ice, concentrated sulfuric acid, crude benzenesulfonyl chloride, zinc dust | 7.2 kg, 2.4 kg (1300 cc, 23.4 moles), 600 g (3.4 moles), 1.2 kg (16.5 atoms) | Thiophenol | 340 g | water | -5°C to 0°C, reflux, boiling | 10-12 hours | 91% |"
volume1article15_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Ammonium chloride, paraformaldehyde | 500 g (9.35 moles), 1330 g (14.8 moles) | Trimethylamine | 491 g | Absolute alcohol | N/A | 3-4 hours | 85-90% |"
volume1article16_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Ammonium chloride, paraformaldehyde | 500 g (9.35 moles), 1330 g (14.8 moles) | Trimethylamine hydrochloride | 710 g (pure), 82 g (slightly yellow) | N/A | 85-105°C, 160°C | 1.5-3.5 hours | 89% |"
volume2article1_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sodium hydroxide, acetophenone, benzaldehyde | 218 g (5.5 moles), 520 g (4.3 moles), 460 g (4.3 moles) | Benzalacetophenone | 770 g | water, alcohol | 15-30°C | 2-3 hours | 85% |"
volume2article2_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| benzyl alcohol, benzaldehyde, metallic sodium | 70 g (0.65 mole), 454 g (4.3 moles), 3 g (0.13 atom) | benzyl benzoate | 410-420 g | water | 50-60°C | 1-2 hours | 90-93% |"
volume2article3_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Sodium cyanide, benzyl chloride, alcohol | 500 g (10 moles), 1 kg (8 moles), 1 kg | Benzyl cyanide | 740-830 g | water, alcohol | Reflux | 4 hours | 80-90% |"
volume2article4_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sodium dichromate, glycerol α,γ-dichlorohydrin, sulfuric acid | 375 g (1.3 moles), 300 g (2.3 moles), 450 g | α,γ-Dichloroacetone | 200-220 g | water | 20-25°C | 16-17 hours | 68-75% |"
volume2article5_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| technical dimethylaniline, sodium nitrite, formaldehyde, concentrated hydrochloric acid, sodium hydroxide | 150 g (1.24 moles), 90 g (1.24 moles), 125 cc, 300 cc, 25% solution | p-Dimethylaminobenzaldehyde | 95-100 g | dilute hydrochloric acid, water, acetic acid, formaldehyde, 50% acetic acid | 0°C, room temperature | 4-5 days, 20 minutes | 56-59% |"
volume2article6_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 95% alcohol, concentrated sulfuric acid, benzyl cyanide | 750 g (918 cc), 750 g (408 cc), 450 g (3.85 moles) | Ethyl phenylacetate | 525-550 g | water | Boiling | 6-7 hours | 83-87% |"
volume2article7_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 90% glycerol, acetic acid, hydrogen chloride | 1 kg (805 cc, 9.8 moles), 20 g, N/A | Glycerol α,γ-dichlorohydrin | 700-720 g | N/A | 100-110°C | N/A | 55-57% |"
volume2article8_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 90% glycerol, glacial acetic acid | 500 g (402 cc, 4.9 moles), 10 g | Glycerol α-monochlorohydrin | 360 g | N/A | 105-110°C | 4 hours | 66% |"
volume2article9_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sodium hydroxide, water, chlorine gas, c.p. aqueous ammonia, distilled water, gelatine solution, concentrated sulfuric acid | 300 g (7.5 moles), 1500 g, 213 g (3 moles), 1350 g (1.5 l, 23 moles), 900 cc, 375 cc, N/A | hydrazine sulfate | 19 g | ice, salt | 0°C | few hours | 34-37% |"
volume2article10_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Acetone, concentrated sulfuric acid | 4600 g (5750 cc, 79 moles), 4160 cc | Mesitylene | 430-470 g (13-15% of theoretical amount) | water | 0-10°C, room temperature | 3-4 hours, 18-24 hours | 13-15% (Note 8) |"
volume2article11_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Anthranilic acid, hydrochloric acid, sodium nitrite, dimethylaniline, sodium acetate, sodium hydroxide | 685 g (4.75 moles), 500 cc, 360 g (5 moles), 848 g (885 cc, 7 moles), 680 g (8.3 moles), N/A | Methyl red | 755-805 g | water, methyl alcohol, toluene | 3-5°C, 20-25°C, reflux, boiling | 1.5-2 hours, 4 hours, overnight, 48 hours, 1-2 hours, 24 hours, 48 hours or longer, 15-20 hours, 1-2 hours, 4-10 hours | 62-66% |"
volume2article12_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| p-nitrotoluene, sodium dichromate, sulfuric acid | 230 g (1.7 moles), 680 g (2.3 moles), 1700 g | p-nitrobenzoic acid | 230-240 g | water | Gentle boiling | 30 minutes | 82-86% |"
volume2article13_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Benzyl cyanide, concentrated nitric acid, concentrated sulfuric acid | 100 g (0.85 mole), 275 cc (4.3 moles), 275 cc (4.9 moles) | p-Nitrobenzyl cyanide | 70-75 g | 95% alcohol | 10°C | 1 hour | 50-54% |"
volume2article14_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| p-nitrobenzyl cyanide, concentrated sulfuric acid, water | 100 g (0.62 mole), 300 cc (5.4 moles), 280 cc | p-nitrophenylacetic acid | 103-106 g | water | Boiling | 15 minutes | 92-95% |"
volume2article15_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| β-naphthol, sodium hydroxide, sodium nitrite, sulfuric acid | 500 g (3.5 moles), 140 g (3.5 moles), 250 g (3.5 moles), 1100 g (833 cc, 4.6 moles) | Nitroso-β-naphthol | 595 g | water | 0°C | 1-1.5 hours | 99% |"
volume2article16_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Benzyl cyanide, water, sulfuric acid | 700 g (6 moles), 1150 cc, 840 cc | Phenylacetic acid | 630 g | water | Reflux | 3 hours | 77.5% |"
volume2article17_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| β-bromostyrene, potassium hydroxide | 100 g (0.55 mole), 150 g (2.7 moles) | Phenylacetylene | 37 g | N/A | 200-230°C | N/A | 67% |"
volume2article18_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Aniline, concentrated hydrochloric acid, sodium nitrite, sodium hydroxide, sulfur dioxide | 372 g (4 moles), 1045 cc, 290 g (4 moles), 890 g (20 moles), N/A | Phenylhydrazine | 695-725 g | water, benzene | 0°C, 60-70°C | 4-6 hours | 80-84% |"
volume2article19_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| phthalic anhydride, aqueous ammonia | 500 g (3.4 moles), 400 g (444 cc, 6.6 moles) | phthalimide | 470-480 g | N/A | 300°C | 1-2 hours | 95-97% |"
volume2article20_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Ferrous sulfate, glycerol, aniline, nitrobenzene, sulfuric acid | 80 g, 865 g (687 cc), 218 g (213 cc), 170 g (141 cc), 400 cc | Quinoline | 255-275 g | water | Boiling, 100°C, steam distillation | 5 hours, 2.5-3.5 hours | 84-91% |"
volume2article21_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| hydroquinone, concentrated sulfuric acid, sodium dichromate | 100 g (0.91 mole), 100 g (54.4 cc), 140 g (0.47 mole) | Quinone | 75-80 g | water, benzene | 20°C, heated on a steam bath | 1/2-3/4 hour | 76-81% |"
volume2article22_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| p-toluenesulfonyl chloride, zinc dust, sodium hydroxide, sodium carbonate | 500 g (2.6 moles), 400 g (5.5-6.1 atoms), 250 cc, N/A | Sodium p-toluenesulfinate | 360 g | water | 70-90°C | N/A | 64% |"
volume2article23_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Trinitrotoluene | 360 g (1.6 moles) | 1,3,5-Trinitrobenzene | 145-155 g | water, sodium hydroxide solution, acetic acid | 35°C | 1.5 hours heating, 45 minutes stirring | 43-46% |"
volume2article24_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| concentrated sulfuric acid, trinitrotoluene, sodium dichromate, sodium hydroxide solution, acetic acid, sulfuric acid | 3600 g (1960 cc), 360 g (1.6 moles), 540 g (1.8 moles), N/A, N/A, N/A | 2,4,6-trinitrobenzoic acid | 230-280 g | water | 45-55°C | 2 hours | 57-69% |"
volume3article1_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Ethyl alcohol, calcium chloride, acetaldehyde | 1050 g (1305 cc, 21.7 moles), 200 g (1.8 moles), 500 g (620 cc, 11.4 moles) | Acetal | 700-720 g | water | 8°C | 1-2 days | 61-64% |"
volume3article2_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Glacial acetic acid, ammonium carbonate | 3 kg (2860 cc, 50.0 moles), weight corresponding to 400 g (23.5 moles) of ammonia | Acetamide | 1150-1200 g (87-90% of theoretical amount) | N/A | Gentle boiling, 110°C, 140°C, atmospheric pressure | 8-10 hours, N/A, N/A | 87-90% |"
volume3article3_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| α-naphthol, sodium hydroxide, aniline, hydrochloric acid | 200 g (1.39 moles), 910 cc, 128 g (125 cc, 1.38 moles), 625 cc (6.3 moles) | 1,4-aminonaphthol hydrochloride | 175-200 g | water | 7-10°C | 3 hours | 65-74% |"
volume3article4_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| p-nitrophenylacetic acid, aqueous ammonia, hydrogen sulfide | 100 g (0.55 mole), 500 cc, N/A | p-aminophenylacetic acid | 69-70 g | water | Below 50°C | N/A | 83-84% |"
volume3article5_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Arsenic acid, aniline, sodium hydroxide | 1035 g, 828 g (800 cc), 330 g | Arsanilic acid | 147-184 g | water, ethyl alcohol | 155-160°C | 4.5 hours | 10.9-14.5% |"
volume3article6_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| acetone, benzaldehyde, water, sodium hydroxide, hydrochloric acid | 635 g (800 cc, 11.0 moles), 420 g (400 cc, 4.0 moles), 400 cc, 100 cc, N/A | Benzalacetone | 375-450 g | water, benzene | 25-31°C | 2.25 hours | 65-78% |"
volume3article7_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Benzoic acid, acetic anhydride, phosphoric acid | 1500 g (12.3 moles), 1500 g (1390 cc, 14.7 moles), 1 cc | Benzoic anhydride | 1000-1030 g | Benzene, petroleum ether | 270°C | N/A | 72-74% |"
volume3article8_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| hydrobromic acid, ethylene cyanohydrin | 2750 g (2 l, 13.6 moles), 317 g (4.5 moles) | β-bromopropionic acid | 470-530 g | carbon tetrachloride | reflux, 121-129°C | 2 hours | 82-83% |"
volume3article9_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Salicylaldehyde, sodium hydroxide, hydrogen peroxide | 122 g (1 mole), 1420 g (1.2 moles), N/A | Catechol | 70-76 g | toluene | Room temperature, 45-50°C | 15-20 hours | 69-73% |"
volume3article9_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Crystalline guaiacol, hydrobromic acid | 912 g (7.4 moles), 1500 g (1015 cc, 8.8 moles) | Catechol | 690-705 g | Toluene | 85-95°C | 6-7 hours | 85-87% |"
volume3article10_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| o-toluidine, sodium nitrite, cuprous chloride solution | 428 g (427 cc, 4 moles), 280 g (4.05 moles), 2 kg (1755 cc) | o-Chlorotoluene | 375-400 g | hydrochloric acid, water | 0-15°C, room temperature, 60°C | 15 minutes, 2.5-3 hours | 74-79% |
| p-toluidine, sodium nitrite, cuprous chloride solution | N/A | p-Chlorotoluene | N/A | hydrochloric acid, water | 0-15°C, room temperature, 60°C | 15 minutes, 2.5-3 hours | 70-79% |"
