Index,Summary
volume6article19_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Anhydrous methyl alcohol, anhydrous d-glucose | 200 g (251 cc, 6.2 moles), 500 g (2.77 moles) | α-Methyl d-glucoside | 260-266 g | methyl alcohol | Boiling under reflux | 72 hours | 48.5-49.5% |"
volume6article20_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| trimyristin, sodium hydroxide | 100 g (0.14 mole), 200 cc | Myristic acid | 84-90 g | water | Steam bath | 2 hours, 30 minutes | 89-95% |"
volume6article21_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sec.-octyl alcohol, phthalic anhydride | 130 g (1 mole), 148 g (1 mole) | sec.-octyl hydrogen phthalate | Nearly quantitative | N/A | 110-115°C | 12-15 hours | Nearly quantitative |
| sec.-octyl hydrogen phthalate, acetone, brucine | 278 g (1 mole), 600 cc, 394 g (1 mole) | Crystals of brucine salt (A) | N/A | N/A | N/A | N/A | N/A |
| Crystals of brucine salt (A) | N/A | sec.-octyl hydrogen phthalate | Approximately one-half of the original ester used | N/A | N/A | N/A | N/A |
| sec.-octyl hydrogen phthalate | Approximately one-half of the original ester used | Optically pure sec.-octyl hydrogen phthalate | Approximately 99 g, 96 g | acetic acid | N/A | N/A | Approximately 70% |
| Optically pure sec.-octyl hydrogen phthalate | N/A | l- and d-sec.-octyl alcohols | N/A | N/A | N/A | N/A | Approximately 95% |"
volume6article22_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| carbon disulfide, concentrated aqueous ammonia, aniline | 54 g (43 cc, 0.71 mole), 90 cc (1.3 moles), 56 g (0.6 mole) | phenyl isothiocyanate | 60-63 g | water | ice-salt cooling bath | 30 minutes | 74-78% |"
volume6article23_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| phenylurea, hydrazine hydrate | 68 g (0.5 mole), 120 cc (1 mole) | 4-phenylsemicarbazide | 28-30 g | alcohol, hydrochloric acid, sodium hydroxide solution | Steam bath, ice bath | 12 hours | 37-40% |"
volume6article24_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| p-chlorophenol, phthalic anhydride, boric acid, sulfuric acid | 115 g (0.9 mole), 300 g (2.0 moles), 50 g, 2 kg (1090 cc) | Quinizarin | 147-160 g | water | 200°C | 3.5 hours | 68-74% |"
volume6article25_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| d-tartaric acid, sodium hydroxide, hydrochloric acid, sodium sulfide, calcium chloride, sulfuric acid | 200 g (1.33 moles), 700 g, 1400 cc, N/A, 300 g, N/A | dl-tartaric acid | 246-315 g | water | Boiling | 4 hours | 29-33.4% |
| dl-tartaric acid | N/A | meso-tartaric acid | 42-55 g | water | Room temperature | 1 week | 13-17% |"
volume6article26_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Carbon disulfide, chlorine | 500 g (398 cc, 6.58 moles), 1770 g (17.9 moles) | Thiocarbonyl perchloride | 600 g | water | 25°C | 40 hours | N/A |
| Thiocarbonyl perchloride | N/A | Thiophosgene | 180 g | hydrochloric acid | N/A | N/A | 24% |"
volume6article27_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| thymol, concentrated hydrochloric acid, sodium nitrite | 100 g (0.66 mole), 500 cc, 72 g (1 mole) | Nitrosothymol | N/A | ethyl alcohol | 0°C | N/A | N/A |
| Nitrosothymol, 28% aqueous ammonia, water | N/A | Aminothymol | N/A | N/A | N/A | N/A | N/A |
| Aminothymol, concentrated sulfuric acid, sodium nitrite | N/A | Thymoquinone | 80-87 g | N/A | 60°C | 30 minutes | 73-80% |"
volume6article28_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Sodium hydroxide, gallic acid, dimethyl sulfate | 80 g (2 moles), 50 g (0.266 mole), 89 g (67 cc) | Trimethylgallc acid | 41-43 g | water | 30-45°C | 2 hours, 2 hours | 89-92% |"
volume6article29_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Crushed nutmegs | 1500 g | Trimyristin | 330-364 g | ether, ethyl alcohol | N/A | 24-72 hours | N/A |"
volume7article1_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Sodium hydroxide, 3-nitrophthalic acid, mercuric acetate | 80 g (2 moles), 211 g (1 mole), 350 g (1.1 moles) | Anhydro-2-hydroxymercuri-3-nitrobenzoic acid | 300-330 g | water, glacial acetic acid | 165-175°C | 70 hours | 82-90% |"
volume7article2_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| p-hydroxyphenylarsonic acid, sodium hydroxide, chloroacetic acid | 218 g (1 mole), 180 g (4.5 moles), 189 g (2 moles) | p-arsonophenoxyacetic acid | 110-120 g | water | reflux | 4 hours | 40-43% |"
volume7article3_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Aniline, benzoic acid | 750 g (8.1 moles), 1 kg (8.2 moles) | Benzanilide | 1270-1325 g | N/A | 180-225°C | N/A | 80-84% |"
volume7article4_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| phthalimide, potassium hydroxide | 80 g (0.54 mole), 30.5 g (0.54 mole) | Potassium phthalimide | 160-180 g | absolute alcohol | Boiling | 15 minutes | 80-90% |
| potassium phthalimide, ethylene dibromide | 150 g (0.81 mole), 450 g (2.4 moles) | β-Bromoethylphthalimide | 140-160 g | alcohol, carbon disulfide | 180-190°C | 12 hours | 69-79% |"
volume7article5_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| anhydro-2-hydroxymercuri-3-nitrobenzoic acid, sodium hydroxide, hydrochloric acid, glacial acetic acid, sodium bromide, bromine | 330 g (0.9 mole), 50 g, 101 g (85 cc), 31.5 g (30 cc), 103 g (1 mole), 160 g (50.2 cc) | 2-bromo-3-nitrobenzoic acid | 130-150 g | water, alcohol | Boiling | 5 minutes | 53-61% |"
volume7article6_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| ethyl chloroacetate, aqueous ammonia | 215 g (1.75 moles), 200 cc, 200 cc | Chloroacetamide | 128-138 g | water | Cold | 30 minutes | 78-84% |"
volume7article7_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| crude p-tolylmercuric chloride, potassium permanganate, sodium hydroxide | 500 g (1.5 moles), 720 g (4.6 moles), 1200 g (30 moles) | p-chloromercuribenzoic acid | 350-420 g | water, alcohol | near boiling | 15 minutes | 61-74% |"
volume7article8_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| monochloroacetic acid, sodium carbonate, sodium cyanide, benzaldehyde, sodium hydroxide, hydrochloric acid | 250 g (2.65 moles), 375 g (1.3 moles), 130 g (2.65 moles), 100 g (0.94 mole), 5 g (0.13 mole), N/A | α-Cyano-β-phenylacrylic acid | 105-115 g | water, benzene | 40°C | 1 hour, 2 hours | 65-70% |"
volume7article9_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Benzanilide, dimethylaniline, phosphorus oxychloride | 500 g (2.5 moles), 1025 g (8.5 moles), 525 g (307 cc, 3.4 moles) | p-Dimethylaminobenzophenone | 350-390 g | N/A | 125°C, boiling water bath | N/A | 72-77% |
"
volume7article10_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sodium, 1,3,5-trinitrobenzene | 6.3 g (0.27 atom), 50 g (0.23 mole) | 3,5-dinitroanisole | 29-35 g | methyl alcohol | Boiling, 20°C | 20 minutes | 63-77% |"
volume7article11_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Anthranilic acid, sodium nitrite, cupric sulfate, ammonium hydroxide, hydroxylammonium sulfate, sodium hydroxide, concentrated hydrochloric acid, sodium bicarbonate | 50 g (0.365 mole), 26.3 g (0.38 mole), 126 g (0.505 mole), 210 cc, 42 g (0.256 mole), 85 cc, 250 cc, 40 g, N/A | Diphenic acid | 32-37 g | water | 0-5°C, 10°C, boiling | 30 minutes, 5 minutes, overnight | 72-84% |"
volume7article12_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| diethyl malonate, bromine | 160 g (1 mole), 165 g (53 cc, 1.03 moles) | Ethyl bromomalonate | 175-180 g | carbon tetrachloride | Reflux | About 1 hour | 73-75% |"
volume7article13_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| metallic sodium, absolute alcohol, ethyl acetoacetate, n-butyl bromide | 115 g (5 atoms), 2.5 l, 650 g (5 moles), 750 g (5.47 moles) | ETHYL n-BUTYLACETOACETATE | 642-672 g | absolute alcohol | gentle boiling | 6-10 hours | 69-72% |"
volume7article14_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Crude 2-furancarboxylic acid | 80 g (0.68 mole) | Furan | 33-36 g | N/A | 200-205°C | N/A | 72-78% |"
volume7article15_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 95% furfural, acetone, sodium hydroxide solution | 385 g (335 cc, 3.8 moles), 500 g (630 cc, 8.6 moles), 75 cc | 2-furfuralacetone | 310-340 g | water | 10°C | 4 hours | 60-66% |"
volume7article16_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2-furylcarbinol, sodium acetate, acetic anhydride | 600 g (529 cc, 6.1 moles), 225 g (2.7 moles), 650 g (602 cc, 6.4 moles) | 2-furylmethyl acetate | 750-800 g | benzene | Steam bath | 4 hours | 87-93% |"
volume7article17_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| dicyanodiamide, ammonium nitrate | 210 g (2.5 moles), 440 g (5.5 moles) | Guanidine nitrate | 500-520 g | N/A | 160°C | 3 hours | 85-92% |"
volume7article18_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Concentrated sulfuric acid, water, commercial sodium cyanide | 392 g (213 cc, 4 moles), 830 cc, 203 g (4 moles) | Hydrogen cyanide | 100-105 g | Dilute sulfuric acid, water | N/A | N/A | 93-97% |"
volume7article19_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Sodium hydroxide, ethylene cyanohydrin, concentrated sulfuric acid | 160 g (4 moles), 250 g (3.5 moles), 200 g (109 cc) | β-Hydroxypropionic acid | 120-125 g | water, ether | Below 30°C, 80°C, not above 35°C | Overnight, 4 hours, N/A | 28-31% |"
volume7article20_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| iodine, p-chloromercuribenzoic acid | 150 g (0.59 mole), 300 g (0.84 mole) | p-iodobenzoic acid | 150-170 g | ethyl alcohol | N/A | N/A | 72-81% |"
volume7article21_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Ethyl n-butylacetoacetate, sodium hydroxide, sulfuric acid | 925 g, 5 l (6.25 moles), 500 cc (3.6 moles) | Methyl n-amyl ketone | 300-350 g | water | Room temperature, boiling | 4 hours, N/A | 52-61% |"
volume7article22_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Vegetable ivory waste, sulfuric acid, methyl alcohol, hydrochloric acid | 1 kg, 1250 g, 1 L, 250 cc | α-Methyl mannoside | 480-520 g | acetone-free methyl alcohol, concentrated hydrochloric acid | 25°C, reflux | 15 hours, 8 hours | 80-90% (with recrystallization) |"
volume7article23_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| concentrated sulfuric acid, guanidine nitrate | 500 cc, 560 g | nitroguanidine | 380-390 g | water | room temperature | N/A | 73-75% |"
volume7article24_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Phthalic anhydride, sulfuric acid, fuming nitric acid, concentrated nitric acid | 500 g (3.4 moles), 650 cc, 210 cc, 900 cc | 3-nitrophthalic acid, 4-nitrophthalic acid | 200-220 g | water | 100-110°C | 2 hours | 28-31% |"
volume7article25_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 3-nitrophthalic acid, acetic anhydride | 211 g (1 mole), 205 g (190 cc, 2 moles) | 3-nitrophthalic anhydride | 170-180 g | acetic anhydride | Gentle boiling | 10 minutes | 88-93% |"
volume7article26_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| pentanol-2, water, concentrated sulfuric acid | 176 g (214 cc, 2 moles), 200 cc, 200 cc | 2-pentene | 92-112 g | sulfuric acid, water | Boiling water bath | 2-3 hours | 65-80% |"
volume7article27_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| ethyl bromomalonate, potassium phthalimide | 210 g (0.88 mole), 165 g (0.89 mole) | ethyl phthalimidomalonate | 155-162 g | water, benzene | 110-120°C | 1 hour | 67-71% |"
volume7article28_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| magnesium turnings, bromobenzene, antimony trichloride | 40 g (1.65 atoms), 260 g (1.65 moles), 114 g (0.5 mole) | triphenylstibine | 145-160 g | dry ether | reflux, steam bath | N/A | 82-90% |"
volume7article29_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Phenyl salicylate | 500 g (2.34 moles) | Xanthone | 141-145 g | 5% sodium hydroxide, methyl alcohol, 95% ethyl alcohol | 275-285°C, 350-355°C | 6-7 hours | 61-63% |"
volume7article30_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sodium, mercury, xanthone | 9.0 g (0.39 atom), 750 g (55 cc), 25 g (0.13 mole) | xanthydrol | 23-24 g | ethyl alcohol | 50°C | 5 minutes shaking, 10 minutes shaking | 91-95% |"
volume8article1_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Acetonitrile, absolute ethyl alcohol | 100 g (2.44 moles), 113 g (143 cc, 2.5 moles) | Acetamidine hydrochloride | 185-210 g | Dry hydrogen chloride, dry ammonia gas | N/A | 4 hours, 2-3 days, 3 hours | 80-91% |"
volume8article2_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Crystallized copper sulfate, sodium cyanide | 650 g (2.6 moles), 255 g (5.2 moles) | Cuprous cyanide | 200-210 g | water | Boiling | 5-10 minutes | 85-90% |
| Allyl bromide, cuprous cyanide | 220 g (1.83 moles), 170 g (1.9 moles) | Allyl cyanide | 98-103 g | water | Boiling, 116-121°C | 1 hour | 80-84% |"
volume8article3_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Anthraquinone, granulated tin, hydrochloric acid | 104 g (0.5 mole), 100 g (0.86 atom), 298 g (250 cc, 8.2 moles) | Anthrone | 60 g | Glacial acetic acid | Boiling | 2 hours | 62% |"
volume8article5_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Mesquite gum, concentrated sulfuric acid, calcium carbonate, ethyl alcohol, methyl alcohol | 500 g, 125 g, 140 g, 1400-1500 cc, 500 cc | l-Arabinose | 127 g | water, ethyl alcohol, methyl alcohol | 80°C, reflux | 6 hours, several hours | 25-46% |"
volume8article6_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| benzaldehyde, aniline | 106 g (1 mole), 93 g (1 mole) | benzalaniline | 152-158 g | 95% alcohol | Room temperature, ice water | 15 minutes, 10 minutes, 30 minutes | 84-87% |"
