Index,Summary
volume36article8_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1,1,1,2-tetrachloro-2,2-difluoroethane, methanol, zinc, zinc chloride | 122.4 g (0.6 mole), 150 ml, 42.2 g (0.65 g atom), 0.2 g | 1,1-dichloro-2,2-difluoroethylene | 71-76 g | methanol | 60-63°C | 1-2 hours | 89-95% |"
volume36article9_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| benzidine | 184.2 g (1 mole) | N,N'-diethylbenzidine | 143-161 g | ethanol | reflux | 15 hours | 60-67% |"
volume36article10_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| dimethylcyanamide, concentrated ammonium hydroxide, water | 37 g (0.5 mole), 75 ml, 25 ml | N,N-dimethylselenourea | 65-73 g | N/A | 20-30°C | 4-5 hours | 81-91% |"
volume36article11_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| ethyl glycinate hydrochloride, sodium nitrite, sulfuric acid | 140 g (1 mole), 83 g (1.2 moles), 95 g | ethyl diazoacetate | 90-100 g | water, methylene chloride | -5°C to -9°C | 10 minutes | 79-88% |"
volume36article12_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| ethyl cyanoacetate, methyl ethyl ketone, ammonium acetate, ethanol, anhydrous ammonia | 452 g (4.0 moles), 144 g (2.0 moles), 2 g, 800 ml, 80 g (4.7 moles) | α,α'-Dicyano-β-ethyl-β-methylglutarimide | 266-287 g | 95% ethanol | N/A | 12 hours | 65-70% |"
volume36article12_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| α,α'-dicyano-β-ethyl-β-methylglutarimide, sulfuric acid | 280 g (1.36 moles), 1.35 L | β-Ethyl-β-methylglutaric acid | 174-191 g | water | Reflux | 8-10 hours | 73-80% |"
volume36article13_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| anhydrous ferric chloride, iron powder, sodium, cyclopentadiene | 27.1 g (0.166 mole), 4.7 g (0.084 g atom), 11.5 g (0.5 g atom), 42 ml (0.5 mole) | Ferrocene | 31-34 g | tetrahydrofuran, xylene | reflux, boiling | 4.5 hours, 2-3 hours, 1.25 hours | 67-73% |"
volume36article13_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| ferrous chloride, cyclopentadiene, diethylamine | 0.25 mole, 42 ml (0.5 mole), 100 ml (about 1 mole) | ferrocene | 34-39 g | tetrahydrofuran | room temperature | 6-8 hours or overnight | 73-84% |"
volume36article14_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| furfural, sodium hydroxide | 96 g (1.0 mole), 40 g (1.0 mole) | 2-furoic acid | 96-101 g | 2.5% sodium hydroxide solution | 50-55°C | 15-30 min | 86-90% |"
volume36article15_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| D-xylose, ammonium chloride, sodium cyanide, barium hydroxide octahydrate | 30 g (0.2 mole), 10.7 g (0.2 mole), 10 g (0.2 mole), 63 g (0.2 mole) | D-gulonic-γ-lactone | 10.7-11.6 g | water, ethylene glycol monomethyl ether, ethyl acetate, ethanol | 0-5°C, steam bath | 48 hours, 2 hours | 30-33% |"
volume36article16_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| n-hexyl bromide, potassium fluoride, ethylene glycol | 165 g (1.0 mole), 116 g (2.0 moles), 200 g | n-hexyl fluoride | 42-47 g | ethylene glycol | 160-170°C, 110-120°C | 5 hours | 40-45% |"
volume36article17_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| coumalic acid, concentrated sulfuric acid, methanol | 50 g (0.36 mole), 139 ml, 70 ml | methyl coumalate | 17.5-24.5 g | water | 25-35°C | 1 hour | 32-45% |"
volume36article17_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| methyl coumalate, ammonium hydroxide, sodium hydroxide, hydrochloric acid | 45 g (0.29 mole), 117 ml, 600 ml, N/A | 6-Hydroxynicotinic acid | 29-37 g | water | 20°C, boiling | 45 minutes, 5 minutes | 72-91% |"
volume36article18_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| silver oxide, trifluoroacetic acid | 187 g (0.81 mole), 177 g (1.55 moles) | silver trifluoroacetate | 300 g | water | N/A | N/A | 88% |"
volume36article18_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| dry silver trifluoroacetate, dry veratrole, iodine | 110 g (0.5 mole), 69 g (0.5 mole), 127 g (0.5 mole) | 4-Iodoveratrole | 112-120 g | chloroform | N/A | 2 hours + additional hour | 85-91% |"
volume36article19_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| N-methyllauramide, lithium aluminum hydride | 160 g (0.75 mole), 38 g (1 mole) | Laurylmethylamine | 121-142 g | ether | Reflux, room temperature | 5 hours, overnight | 81-95% |"
volume36article20_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Anisyl alcohol, concentrated hydrochloric acid, sodium cyanide, sodium iodide | 138 g (1 mole), 248 ml, 73.6 g (1.5 moles), 10 g | p-Methoxyphenylacetonitrile | 109-119 g | acetone, benzene | Reflux | 16-20 hours | 74-81% |"
volume36article21_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 3-methylpyridine-1-oxide, sulfuric acid, fuming yellow nitric acid | 180 g (1.65 moles), 630 ml, 495 ml | 3-methyl-4-nitropyridine-1-oxide | 162-173 g | chloroform, acetone | 100-105°C | 2 hours | 64-68% |"
volume36article22_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| α-naphthylthiourea | 16.2 g (0.08 mole) | α-naphthyl isothiocyanate | 12.7-13.0 g | chlorobenzene | reflux | 8 hours | 86-88% |"
volume36article23_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| acetic anhydride, p-nitrotoluene, concentrated sulfuric acid, chromium trioxide | 400 ml, 50 g (0.36 mole), 80 ml, 100 g (1.0 mole) | p-Nitrobenzaldiacetate | 60-61 g | acetic anhydride | 0°C | 2 hours | 65-66% |"
volume36article23_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| o-Nitrotoluene, chromium trioxide | N/A | o-Nitrobenzaldiacetate | 33.6-34.5 g | petroleum ether | reflux | 30 minutes | 36-37% |"
volume36article24_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Aniline, benzonitrile, aluminum chloride | 62 g (61 ml, 0.67 mole), 68.5 g (0.66 mole), 89 g (0.67 mole) | N-phenylbenzamidine | 90-96 g | water, hydrochloric acid | 200°C | 30 minutes | 69-74% |"
volume36article25_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| propargyl alcohol, sulfuric acid, water, chromium trioxide | 360 ml (33% by volume), 135 ml, 200 ml, 210 g | propiolaldehyde | 38-44 g | water | 2-10°C | 3 hours | 35-41% |"
volume36article26_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 85% aqueous hydrazine hydrate, diethyl adipate | 120 ml (105 g, 2.0 moles), 101 g (0.5 mole) | Adipyl hydrazide | 77-80 g | ethanol | Boiling | 1-2 hours | 88-92% |"
volume36article26_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| adipyl hydrazide, sodium nitrite, hydrochloric acid | 80 g (0.46 mole), 80 g (1.15 moles), 200 ml | Putrescine dihydrochloride | 53-55 g | ether, benzene | Below 10°C | N/A | 72-77% |"
volume36article27_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| dimethylformamide, phosphorus oxychloride, pyrrole, sodium acetate trihydrate | 80 g (1.1 moles), 169 g (1.1 moles), 67 g (1.0 mole), 750 g (5.5 moles) | 2-pyrrolealdehyde | 85-90 g | ethylene dichloride, water | 10-20°C, reflux, 25-30°C | 15 minutes, 1 hour, 15 minutes | 78-79% |"
volume36article28_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sebacoin, methanol, cupric acetate monohydrate | 51 g (0.30 mole), 25 ml, 120 g (0.60 mole) | sebacil | 44.4-45.1 g | methanol, acetic acid | reflux | 1 minute | 88-89% |"
volume36article29_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| dimethyl sebacate, sodium metal | 115 g (0.50 mole), 50.6 g (2.20 g atoms) | sebacin | 57-63 g | xylene | reflux | 24 hours | 67-74% |"
volume36article30_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Palmitic acid, carbon tetrachloride, sulfur trioxide | 200 g (0.78 mole), 600 ml, 53 ml (100 g, 1.25 moles) | α-Sulfopalmitic acid | 178-197 g | carbon tetrachloride | 50-65°C | 1 hour | 68-75% |"
volume36article31_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Magnesium turnings, ethyl bromide, tin tetrachloride | 50 g (2.05 g atoms), 250 g (175 ml, 2.3 moles), 83 g (37 ml, 0.32 mole) | Tetraethyltin | 67-72 g | ether | Reflux | 30 minutes, 1 hour | 89-96% |"
volume36article32_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1,4-dichlorobutane, sodium sulfide | 280 ml (318 g, 2.5 moles), 359 g (2.75 moles) | Tetrahydrothiophene | 160-172 g | dimethylformamide, water | Reflux | 2 hours | 73-78% |"
volume36article33_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| phosphorus pentoxide, kieselguhr, asbestos, p-toluenesulfonic acid monohydrate | 213 g (1.5 moles), 14 g, 7 g, 190 g (1.0 mole) | p-toluenesulfonic anhydride | 77-114 g | ethylene chloride, anhydrous benzene, anhydrous ether | 125°C | 9 hours | 47-70% |"
volume36article34_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| m-aminobenzoic acid, bromine, hydrochloric acid | 27.4 g (0.2 mole), 140 g (45 ml, 0.88 mole), 165 ml | 3-Amino-2,4,6-tribromobenzoic acid | N/A | water | 40-50°C | 3 hours | N/A |"
volume36article34_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Bromination product, sodium nitrite, hypophosphorous acid, glacial acetic acid | N/A | 2,4,6-Tribromobenzoic acid | 50-57.5 g | concentrated sulfuric acid, water, glacial acetic acid | -5°C to +5°C | 36 hours | 70-80% |"
volume37article1_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sodium hydroxide, water, chlorine gas | 50 g (1.25 moles), 200 ml, 41 g (0.58 mole) | Sodium hypochlorite solution | N/A | N/A | 0°C | N/A | N/A |"
volume37article1_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| o-Nitroaniline, potassium hydroxide, sodium hypochlorite solution | 40 g (0.29 mole), 21 g (0.32 mole), N/A | Benzofurazan oxide | 31.6-32.5 g | 95% ethanol | 0°C | 10 minutes | 80-82% |"
volume37article1_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| o-nitroaniline, sodium nitrite, sodium azide | 28 g (0.2 mole), 14.5 g, 13 g (0.2 mole) | o-Nitrophenylazide | 31-32 g | water | 0-5°C | 1 hour | 94-97% |
| o-Nitrophenylazide | 16.4 g (0.1 mole) | Benzofurazan oxide | 10.5-11.5 g | toluene | reflux | 3 hours | 77-85% |"
volume37article2_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| ethyl benzoylacetate, aniline | 105.7 g (0.55 mole), 46.6 g (0.5 mole) | Benzoylacetanilide | 99-100 g | xylene | 135°C | N/A | 83-84% |"
volume37article3_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Nicotinic acid, thionyl chloride, anhydrous benzene, anhydrous aluminum chloride, concentrated hydrochloric acid, 50% aqueous sodium hydroxide | 123 g (1 mole), 500 ml (818 g, 6.9 moles), 700 ml, 330 g (2.5 moles), 200 ml, N/A | 3-benzoylpyridine | 165-175 g | benzene, chloroform | Reflux, 6 hours | N/A | 90-96% |"
volume37article4_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2-methylcyclohexanone, sulfuryl chloride | 224 g (2.0 moles), 179 ml (297 g, 2.2 moles) | 2-chloro-2-methylcylohexanone | 243-248 g | carbon tetrachloride | Room temperature | 2 hours | 83-85% |
| 2-chloro-2-methylcylohexanone | N/A | 2-methyl-2-cyclohexenone | N/A | carbon tetrachloride | N/A | N/A | N/A |"
volume37article4_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2-chloro-2-methylcyclohexanone, 2,4,6-collidine | N/A, 290 ml (266 g, 2.2 moles) | 2-Methyl-2-cyclohexenone | 100-109 g | benzene | 145-150°C | 1 minute | 45-49% |
| 2-chloro-2-methylcyclohexanone, lithium chloride | N/A, 26 g | 2-Methyl-2-cyclohexenone | 47-50 g | dimethylformamide | 100°C | 35 minutes | 43-45% |"
volume37article5_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| nicotinamide-1-oxide, phosphorus pentachloride, phosphorus oxychloride | 85.0 g (0.62 mole), 180.0 g (0.86 mole), 243 ml | 2-chloronicotinonitrile | 30-33 g | phosphorus oxychloride | 100-120°C | 1.5 hours | 35-39% |"
volume37article6_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Sodium, ethanol, ethyl cyanoacetate, urea, sodium nitrite, sodium hydrosulfite, hydrochloric acid | 39.4 g (1.72 g atom), 1 l, 91.5 ml (97.2 g, 0.86 mole), 51.5 g (0.86 mole), 64.8 g (0.94 mole), 30 g, 100-200 ml | Diaminouracil hydrochloride | 104-124 g | ethanol, water | Reflux, 80°C | 4 hours, 15 minutes, 1 hour | 68-81% |"
volume37article7_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| diethylamine hydrochloride, paraformaldehyde, acetone, methanol, hydrochloric acid | 176 g (1.60 moles), 68 g (2.26 moles), 600 ml (8.2 moles), 80 ml, 0.2 ml | 1-diethylamino-3-butanone | 150-171 g | ether | Reflux | 12 hours | 66-75% |"
volume37article8_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| magnesium turnings, diethyl malonate, absolute alcohol, carbon tetrachloride | 5.0 g (0.2 g atom), 32.0 g (30.2 ml, 0.2 mole), 5 ml, 0.2 ml | Ethoxymagnesiummalonic ester | N/A | absolute alcohol, ether, benzene | Room temperature, gentle heating | N/A | N/A |"
volume37article8_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| benzoic acid, triethylamine, ethyl chlorocarbonate | 24.4 g (0.2 mole), 20.2 g (0.2 mole), 21.7 g (0.2 mole) | Mixed benzoic-carbonic anhydride | N/A | dry toluene | Below 0°C | 15-25 minutes | N/A |"
volume37article8_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| ethoxymagnesium compound | N/A | Diethyl benzoylmalonate | 35.8-39.4 g | ether | -5°C to 0°C | overnight | 68-75% |"
volume37article9_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| U.S.P. 85% potassium hydroxide, 1-chloro-1-nitropropane, hydrochloric acid | 118 g (1.8 moles), 247 g (205 ml, 2.0 moles), N/A | 3,4-dinitro-3-hexene | 50-55 g | water, ethanol | 0-10°C, room temperature | 3 hours | 29-32% |"
volume37article10_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| phenyl azide, phenylacetonitrile, sodium methoxide | 35.7 g (0.3 mole), 38.6 g (0.33 mole), 24.3 g (0.45 mole) | 1,4-Diphenyl-5-amino-1,2,3-triazole | 62-65 g | absolute ethanol | 2-5°C | 48 hours | 88-92% |"
volume37article10_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1,4-diphenyl-5-amino-1,2,3-triazole | 6 g (0.025 mole) | 4-Phenyl-5-anilino-1,2,3-triazole | 5.5-5.6 g | pyridine | reflux | 24 hours | 92-93% |"
volume37article11_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| dodecanoic acid, phosphorus trichloride, bromine | 30.0 g (0.15 mole), 0.6 ml (0.007 mole), 8.5 ml (0.165 mole) | p-Bromomandelic acid | 14-15 g | carbon tetrachloride | 90-95°C | 3 hours, 7 hours | 47-50% |
| p-Bromomandelic acid, potassium tert-butoxide | N/A | trans-2-dodecenoic acid | 8-10 g | tert-butyl alcohol | reflux | 3-4 hours | 27-34% |"
volume37article12_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| ethyl acetoacetate, naphtha, benzoyl chloride, sodium hydroxide | 195 g (1.5 moles), 250 ml, 230 g (1.62 moles), 270 ml | ethyl benzoylacetate | 197-203 g | water | 5-35°C | 2 hours | 68-71% |"
volume37article13_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| diethyl malonate, potassium hydroxide, ethanol | 100 g (0.625 mole), 35 g, 400 ml | potassium ethyl malonate | 80-87 g | ethanol | Room temperature | Overnight | 75-82% |
| potassium ethyl malonate, water, concentrated hydrochloric acid | 80 g (0.470 mole), 50 ml, 40 ml | monoethyl malonate | 58-62 g | ether | 5°C | 30 minutes | 93-100% |
| monoethyl malonate, isobutylene | 56 g (0.42 mole), N/A | ethyl tert-butyl malonate | 42-47 g | ether | Room temperature | Overnight | 53-58% |"
volume37article14_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| p,α,α-tribromoacetophenone, 2-ethylhexanal, ethyl α-bromopropionate, zinc foil | 98.1 g (1.50 g atoms), 64.1 g (0.50 mole), 271.5 g (1.50 moles), 89 g (0.25 mole) | 4-ethyl-2-methyl-2-octenoic acid, γ-lactone | 27.5-32 g, 25-28.5 g | benzene | reflux | 2 hours | 30-35% |"
volume37article15_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Ethyl α-bromobutyrate, sodium nitrite, phloroglucinol | 58.5 g (0.30 mole), 36 g, 40 g | Ethyl α-nitrobutyrate | 33-36 g | N,N-dimethylformamide | Room temperature | 2.5 hours | 68-75% |"
volume37article16_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| γ-butyrolactone, potassium cyanide | 86 g (1 mole), 72 g (1.1 moles) | Glutaric acid, Glutarimide | 105-110 g, 65.5-73.5 g | water, concentrated hydrochloric acid, chloroform, ether, 95% ethanol | 190-195°C, reflux, 220-225°C | 2 hours, 1 hour, 3-4 hours, 30 minutes | 79.5-83.5%, 58-65% |"
