Index,Summary
volume51article7_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2-benzyl-4,4,6-trimethyl-5,6-dihydro-1,3(4H)-oxazine, n-butyllithium, 1,4-dibromobutane | 21.7 g (0.100 mole), 49 ml (0.11 mole), 23.8 g (0.110 mole) | 2-(1-phenylcyclopentyl)-4,4,6-trimethyl-5,6-dihydro-1,3(4H)-oxazine | 24.4-25.8 g | tetrahydrofuran | -78°C | 30 minutes, 45 minutes, 1 hour | 90-95% |"
volume51article7_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2-(1-Phenylcyclopentyl)-4,4,6-trimethyltetrahydro-1,3-oxazine, tetrahydrofuran, ethanol, hydrochloric acid, sodium borohydride | 25.0 g (0.0922 mole), 200 ml, 200 ml, 9 N, 5.0 g (0.13 mole) | 2-(1-Phenylcyclopentyl)-4,4,6-trimethyltetrahydro-1,3-oxazine | 22.9-25.0 g | tetrahydrofuran, ethanol | -35 to -40°C | 1 hour | 91-99% |"
volume51article7_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Tetrahydroöxazine, oxalic acid dihydrate | 25.0 g (0.0916 mole), 37.8 g (0.300 mole) | 1-Phenylcyclopentanecarboxaldehyde | 7.8-8.7 g | water | reflux | 3 hours | 50-55% |"
volume51article8_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| N-(1,1,3,3-tetramethylbutyl)formamide, thionyl chloride, N,N-dimethylformamide, dry sodium carbonate | 118 g (0.752 mole), 89 g (55 ml, 0.75 mole), 1500 ml, 159 g (1.50 mole) | 1,1,3,3-Tetramethylbutyl isonitrile | 86-90 g | N,N-dimethylformamide | -50°C to room temperature | 6 hours | 82-87% |"
volume51article8_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1,1,3,3-tetramethylbutyl isonitrile, 2-butyllithium, deuterium oxide | 27.8 g (35.1 ml, 0.200 mole), 0.2 mole, 8 ml (0.4 mole) | N-(2-Methylbutylidene-1-d)-1,1,3,3-tetramethylbutylamine | 33.7-34.9 g | diethyl ether | 0°C | 30 minutes | 85-88% |"
volume51article8_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Oxalic acid dihydrate, aldimine | 50.4 g (0.400 mole), N/A | 2-Methylbutanal-1-d | 13.0-13.3 g | water | Reflux | N/A | 87-88% |"
volume51article9_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sym-trithiane, n-butyllithium, 1-bromotetradecane | 25.0 g (0.180 mole), 0.190 mole, 50.0 g (49.5 ml, 0.180 mole) | 2-tetradecyl-sym-trithiane | 54-59 g | Tetrahydrofuran | -30°C to 0-25°C | 1.5-2.5 hours, overnight, 1 hour | N/A |"
volume51article9_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sym-TRITHIANE, methanol, mercury(II) oxide, mercury(II) chloride | N/A | Pentadecanal dimethyl acetal | 30.0-32.5 g | methanol | Reflux | 4.5 hours | N/A |"
volume51article9_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Acetal from Part B | N/A | n-Pentadecanal | 18.7-22.5 g | tetrahydrofuran, water | Reflux | 1 hour | 47-55% |"
volume51article10_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| triphenyl phosphite, neopentyl alcohol, methyl iodide | 136 g (115 ml, 0.439 mole), 35.2 g (0.400 mole), 85 g (37 ml, 0.60 mole) | neopentyl iodide | 51-60 g | N/A | reflux | 24 hours | 64-75% |"
volume51article10_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| triphenyl phosphite, methyl iodide, cyclohexanol | 124 g (107 ml, 0.400 mole), 85 g (37 ml, 0.60 mole), 40 g (0.40 mole) | iodocyclohexane | 62.5-63 g | N/A | reflux | overnight | 74-75% |"
volume51article11_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1-phenylcyclopentanecarboxylic acid, triethylamine, ethyl chlorocarbonate, sodium azide | 38.0 g (0.200 mole), 22.3 g (30.6 ml, 0.221 mole), 24.0 g (21.1 ml, 0.221 mole), 26.0 g (0.400 mole) | 1-phenylcyclopentylamine | 24.5-26.1 g | acetone | -5 to 0°C | 1 hour | 76-81% |"
volume51article12_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| methyl (trans-2-iodo-1-tetralin)carbamate, potassium hydroxide | 16.6 g (0.0498 mole), 25 g | 1,2,3,4-tetrahydronaphthalene(1,2)imine | 4.9-5.1 g | ethanol | reflux | 2 hours | 68-70% |"
volume51article13_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1-bromo-3-chlorocyclobutane, sodium | 20.0 g (0.118 mole), 13.6 g (0.591 g.-atom) | Bicyclobutane | 5-6 g | dioxane | Reflux | 3 hours | 78-94% |"
volume51article14_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| norbornene, sodium methoxide, ethyl trichloroacetate | 52.5 g (0.558 mole), 112 g (2.06 moles), 349 g (1.82 moles) | exo-3,4-dichlorobicyclo[3.2.1]oct-2-ene | 72.5-87.0 g | petroleum ether, water, diethyl ether | Below 0°C, room temperature | 4 hours, overnight | 74-88% |"
volume51article14_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| exo-3,4-dichlorobicyclo[3.2.1]oct-2-ene, lithium aluminum hydride | 39.5 g (0.224 mole), 15 g (0.40 mole) | 3-chlorobicyclo[3.2.1]oct-2-ene | 23.5-23.9 g | dry ether, tetrahydrofuran | reflux | 18 hours | 74-75% |"
volume51article14_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 3-chlorobicyclo[3.2.1]oct-2-ene | 9.0 g (0.63 mole) | Bicyclo[3.2.1]octan-3-one | 5.9-6.3 g | concentrated sulfuric acid | Room temperature | Overnight | 75-81% |"
volume51article15_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| camphor tosylhydrazone | 32 g (0.10 mole) | 2-bornene | 8.5-8.8 g | diethyl ether, methyllithium, pentane | 20-25°C | 8-9 hours | 63-65% |"
volume51article16_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| diethyl phthalate, tetracyanoethylene oxide, n-butyl sulfide | 100 ml, 43 g (0.30 mole), 44 g (0.30 mole) | carbonyl cyanide | 20.8-21.8 g | diethyl phthalate | 50-80°C | 20-25 minutes | 86-91% |"
volume51article17_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1,1-cyclobutanedicarboxylic acid, sulfuryl chloride, benzoyl peroxide | 172.8 g (1.200 moles), 170 g (102 ml, 1.26 moles), 4.0 g | 3-chlorocyclobutanecarboxylic acid | 65-79 g | benzene | reflux | 22 hours | 40-49% |"
volume51article18_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1,3-dithiane, n-butyllithium, 1-bromo-3-chloropropane | 50 g (0.42 mole), 0.43 mole, 65.5 g (44.5 ml, 0.417 mole) | 5,9-dithiaspiro[3.5]nonane | 44-57 g | tetrahydrofuran | -20°C to room temperature | 2 hours, overnight | 65-84% |"
volume51article18_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 5,9-dithiaspiro[3.5]nonane, triethylene glycol, water, mercury(II) chloride, cadmium carbonate | 45 g (0.28 mole), 900 ml, 150 ml, 163 g (0.600 mole), 51.5 g (0.300 mole) | Cyclobutanone | 12-15.8 g | triethylene glycol, water | 90-110°C | 2-3 hours | 60-81% |"
volume51article19_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 4-phenylphenol, 1-phenyl-5-chlorotetrazole, anhydrous potassium carbonate | 17 g (0.10 mole), 18.1 g (0.100 mole), 27.6 g (0.200 mole) | 4-(1-phenyl-5-tetrazolyloxy)biphenyl | 27-28 g | acetone | reflux | 18 hours | 86-89% |"
volume51article19_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Product from Part A, 5% palladium-on-charcoal | 10 g (0.032 mole), 2 g | Biphenyl | 4.0-4.7 g | benzene | 35-40°C | 8 hours | 82-96% |"
volume51article20_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2-(hydroxymethylene)cyclohexanone, triethylamine, p-toluenesulfonyl azide, potassium hydroxide | 66.2 g (0.525 mole), 106 g (1.05 moles), 98.0 g (0.500 mole), 30.8 g (0.550 mole) | 2-diazocyclohexanone | 51.5-59.0 g | dichloromethane | -12 to -15°C | 3 hours | 83-95% |"
volume51article21_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2-heptanone, acetic anhydride, p-toluenesulfonic acid monohydrate | 28.6 g (0.251 mole), 51.0 g (0.500 mole), 1.9 g (0.010 mole) | 3-n-butyl-2,4-pentanedione | 25-30 g | petroleum ether | Room temperature | 16-20 hours | 64-77% |"
volume51article22_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| durene, periodic acid dihydrate, iodine | 13.4 g (0.101 mole), 4.56 g (0.0215 mole), 10.2 g (0.0402 mole) | iododurene | 20.8-22.6 g | glacial acetic acid, sulfuric acid, water | 65-70°C | 1 hour | 80-87% |"
volume51article23_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| tert-butyl alcohol, n-butyllithium, p-toluoyl chloride | 50 ml, 22.6 ml (0.0350 mole), 5.42 g (0.0351 mole) | tert-butyl p-toluate | 5.31-5.51 g | hexane, diethyl ether | Room temperature | 15 hours | 79-82% |"
volume51article24_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| trichloroacetyl chloride, pyrrole, potassium carbonate | 225 g (1.23 moles), 77 g (1.2 moles), 100 g (0.724 mole) | 2-Pyrrolyl trichloromethyl ketone | 189-196 g | diethyl ether, hexane | Reflux | 1 hour | 77-80% |
"
volume51article24_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sodium, anhydrous ethanol, 2-pyrrolyl trichloromethyl ketone | 1.0 g (0.44 g-atom), 300 ml, 75 g (0.35 mole) | Ethyl pyrrole-2-carboxylate | 44.0-44.5 g | ether | N/A | 30 minutes | 91-92% |"
volume51article25_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 1-naphthol, rhodium-on-alumina, ethanol, acetic acid | 40.0 g (0.278 mole), 20.0 g, 125 ml, 3 ml | Mixture of cis,cis-1-decalol and trans,trans-1-decalol | 39-41 g | ethanol, benzene | N/A | 12 hours | 94-97% |
| 1-naphthol, rhodium-on-alumina, ethanol, acetic acid | 40.0 g (0.278 mole), 20.0 g, 125 ml, 3 ml | cis,cis-1-Decalol | 13-14 g | ethanol, benzene | N/A | N/A | 30-33% |"
volume51article26_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| red mercury(II) oxide, 3-chlorocyclobutanecarboxylic acid, bromine | 37 g (0.17 mole), 30.0 g (0.227 mole), 40 g (0.25 mole) | 1-bromo-3-chlorocyclobutane | 13-17 g | carbon tetrachloride | reflux | 25-30 minutes | 35-46% |"
volume51article27_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Anhydrous aluminum chloride, (4-methoxyphenyl)acetyl chloride | 53.4 g (0.400 mole), 36.9 g (0.200 mole) | 6-methoxy-β-tetralone | 21-24 g | dichloromethane | Room temperature | 3-3.5 hours | 60-68% |"
volume51article28_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| silver cyanate, 1,2-dihydronaphthalene, iodine | 38 g (0.25 mole), 34.7 g (0.20 mole), 50.8 g (0.200 mole) | methyl (trans-2-iodo-1-tetralin)carbamate | 39.6-41.0 g | diethyl ether | 0-5°C, room temperature | 2 hours, 6 hours | 60-62% |"
volume51article29_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| p,α,α-tribromoacetophenone, acetyl chloride, aluminum chloride | 89 g (0.25 mole), 157 g (142 ml, 2.00 moles), 320 g (2.40 moles) | trans-3-penten-2-one | 42-63 g (25-37%) | dichloromethane | 10-30 hours | N/A | 86-92% (crude), 97% (purified) |"
volume51article30_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 100% hydrazine hydrate, diethyl carbonate | 100 g (96.9 ml, 2.00 moles), 236 g (243 ml, 2.00 moles) | Ethyl hydrazinecarboxylate | 161-176 g | N/A | Steam bath | 3.5 hours | 77-85% |"
volume51article30_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| ethyl hydrazinecarboxylate, phenyl isocyanate | 52 g (0.50 mole), 59.7 g (54.5 ml, 0.501 mole) | 4-Phenyl-1-carbethoxysemicarbazide | 108 g | benzene | Room temperature, reflux | 2 hours | 97% |"
volume51article30_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 4-phenyl-1-carbethoxysemicarbazide, potassium hydroxide, hydrochloric acid | 44.6 g (0.200 mole), 100 ml, N/A | 4-Phenylurazole | 30.0-33.5 g | N/A | N/A | 1.5 hours | 85-95% |"
volume51article30_4,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 4-phenylurazole, tert-butyl hypochlorite | 4.4 g (0.025 mole), 2.5 g (2.8 ml, 0.023 mole) | 4-Phenyl-1,2,4-triazoline-3,5-dione | 2.7-2.8 g | ethyl acetate | Room temperature | 40 minutes | 62-64% |"
volume51article31_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| sodium, iron(III) nitrate hydrate, 2,4-pentanedione, diphenyliodonium chloride | 18.4 g (0.800 g.-atom), 0.25 g, 40.0 g (0.400 mole), 63.3 g (0.200 mole) | 1-phenyl-2,4-pentanedione | 21.0-22.5 g | liquid ammonia, diethyl ether | -78°C | 6 hours | 60-64% |"
volume51article32_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| bicyclo[2.2.1]hepta-2,5-diene, acetophenone | 180 g (1.96 moles), 8 g | quadricyclane | 126-145 g | diethyl ether | N/A | 36-48 hours | 70-80% |"
volume51article33_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| tryptamine hydrochloride, glyoxylic acid monohydrate, potassium hydroxide, hydrochloric acid | 25 g (0.13 mole), 13.2 g (0.143 mole), 7.05 g (0.126 mole), 34 ml, 35 ml | 1,2,3,4-tetrahydro-β-carboline | 17.0-17.6 g | water | 45°C, ambient temperature, boiling | 1 hour, 30 minutes, 15 minutes | 78-80% |"
volume51article34_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| 2-naphthol, potassium hydroxide, N,N-dimethylthiocarbamyl chloride | 21.6 g (0.150 mole), 8.4 g (0.15 mole), 24.8 g (0.201 mole) | O-2-naphthyl dimethylthiocarbamate | 23.5-25.2 g | water, tetrahydrofuran | <10°C | 10 minutes | 68-73% |"
volume51article34_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| O-2-naphthyl dimethylthiocarbamate, potassium hydroxide | 23.1 g (0.100 mole), 8.4 g (0.15 mole) | 2-Naphthalenethiol | 10.3-12.8 g | ethylene glycol | 270-275°C | 45 minutes, 1 hour | 71-80% |"
volume51article35_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| boron trifluoride diethyl etherate, dimethyl ether, epichlorohydrin | 38.4 g (33.3 ml, 0.271 mole), 75 ml, 28.4 g (24.1 ml, 0.307 mole) | trimethyloxonium tetrafluoroborate | 28-29 g | dichloromethane | N/A | overnight | 92.5-96.5% |"
volume52article1_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Succinic anhydride, anhydrous aluminum chloride, isopropenyl acetate | 50.0 g (0.500 mole), 133.4 g (1.000 mole), 50.0 g (0.500 mole) | 2-acetyl-1,3-cyclopentanedione | 19-21 g | 1,2-dichloroethane | Reflux | 15 minutes | 27-30% |"
volume52article2_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| pyridine, chromium(VI) oxide | 500 ml, 68 g (0.68 mole) | dipyridine chromium(VI) oxide | 150-160 g | N/A | 15-20°C | 1 hour | 85-91% |"
volume52article2_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Primary alcohol, dipyridine chromium(VI) oxide | N/A | Corresponding aldehyde | N/A | dichloromethane | Room temperature or lower | 5-15 minutes | N/A |"
volume52article2_3,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| dipyridine chromium(VI) oxide, 1-heptanol | 77.5 g (0.300 mole), 5.8 g (0.050 mole) | Heptanal | 4.0-4.8 g | dichloromethane, ether | Room temperature | 20 minutes | 70-84% |"
volume52article3_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| ethylamine, pyridine, sulfuryl chloride | 100 g (2.20 moles), 140 g (1.76 moles), 120 g (0.889 mole) | N,N'-Diethylsulfamide | 58-61 g | petroleum ether | -30°C to -15°C, room temperature | 1 hour | 44-45% |"
volume52article3_2,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| N,N'-diethylsulfamide, sodium hydroxide, sodium hypochlorite | 152 g (1.00 mole), 500 ml, 715 ml (1.0 mole) | Azoethane | 44-46 g | water, toluene | Room temperature, 60°C | 15 minutes, 30 minutes | 51-54% |"
volume52article4_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| Benzyl alcohol, paraformaldehyde, anhydrous hydrogen chloride | 216 g (2.00 moles), 66 g (2.20 moles as CH2O), N/A | Benzyl chloromethyl ether | 260 g (83%) | N/A | 20-25°C | 2 hours | 83% |"
volume52article5_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| methyl methacrylate, n-butyl bromide, lithium | 100 g (1.00 mole), 411 g (3.00 moles), 50 g (7.1 g-atoms) | 3-butyl-2-methyl-1-hepten-3-ol | 147-158 g | tetrahydrofuran | -20°C | 3-4 hours, 30 minutes | 80-86% |"
volume52article6_1,"| Reactants | Reactant amounts | Products | Product amounts | Solvents | Reaction temperature | Reaction time | Yield |
|-----------|-----------------|----------|-----------------|-----------|----------------------|----------------|-------|
| pentaerythrityl tetrabromide, tetra-n-butylammonium bromide | 25.0 g (0.0651 mole), N/A | 1,1-bis-(bromomethyl)cyclopropane | 6.9-8.5 g | N,N-dimethylformamide | Below 40°C | 4-6 hours | 47-58% |"
